bait.Gene.name,prey.Gene.name,enrichment
ENSG00000174799,ENSG00000138279,1.981821
ENSG00000174799,ENSG00000107186,1.344213
ENSG00000174799,ENSG00000153140,5.411424
ENSG00000174799,ENSG00000079841,3.11826
ENSG00000174799,ENSG00000078674,8.472578
ENSG00000174799,ENSG00000104218,4.966726
ENSG00000174799,ENSG00000161996,3.927338
ENSG00000174799,ENSG00000119685,4.519467
ENSG00000174799,ENSG00000082438,1.565545
ENSG00000174799,C1orf86;FAAP20,4.176435
ENSG00000174799,ENSG00000215041,6.31853
ENSG00000174799,FOPNL,5.413217
ENSG00000174799,ENSG00000101773,3.498281
ENSG00000174799,ENSG00000122483,6.412601
ENSG00000174799,ENSG00000175455,4.476666
ENSG00000174799,ENSG00000105738,2.013157
ENSG00000174799,ENSG00000046651,7.095243
ENSG00000174799,FGFR1OP,4.862618
ENSG00000174799,ENSG00000128731,4.339193
ENSG00000174799,ENSG00000118137,3.775055
ENSG00000174799,ENSG00000072274,2.174448
ENSG00000174799,ENSG00000155368,3.657165
ENSG00000174799,ENSG00000120885,1.478068
ENSG00000174799,ENSG00000114302,4.228783
ENSG00000174799,ENSG00000204713,2.738907
ENSG00000174799,ENSG00000147400,2.888294
ENSG00000174799,ENSG00000257315,2.206724
ENSG00000174799,ENSG00000173230,3.88859
ENSG00000174799,ENSG00000078674,8.248382
ENSG00000174799,ENSG00000104218,6.819779
ENSG00000174799,ENSG00000198920,6.804356
ENSG00000174799,ENSG00000176155,5.130433
ENSG00000174799,ENSG00000168014,5.71799
ENSG00000174799,ENSG00000143702,3.173742
ENSG00000174799,ENSG00000107897,2.677631
ENSG00000174799,ENSG00000135837,4.333403
ENSG00000174799,ENSG00000171467,1.137061
ENSG00000174799,ENSG00000174799,8.748849
ENSG00000174799,ENSG00000144824,4.619112
ENSG00000174799,ENSG00000150477,4.596365
ENSG00000174799,HEATR2,2.127177
ENSG00000174799,ENSG00000101752,7.04203
ENSG00000174799,ENSG00000162222,2.991949
ENSG00000174799,ENSG00000151208,2.317485
ENSG00000174799,ENSG00000083535,6.369368
ENSG00000174799,WDR67,4.42393
ENSG00000174799,ENSG00000095066,4.216536
ENSG00000174799,ENSG00000130158,3.412658
ENSG00000174799,ENSG00000151466,3.648257
ENSG00000174799,ENSG00000120647,8.870842
ENSG00000174799,ENSG00000120647,5.538169
ENSG00000174799,ENSG00000140859,3.114192
ENSG00000174799,KIAA1731,6.389363
ENSG00000174799,C5orf42,2.967082
ENSG00000174799,ENSG00000157637,2.250186
ENSG00000174799,ENSG00000136146,1.615669
ENSG00000174799,ENSG00000101413,3.148218
ENSG00000174799,ENSG00000090989,4.683788
ENSG00000174799,ENSG00000112877,8.294027
ENSG00000174799,WDR8;WRAP73,6.959218
ENSG00000174799,ENSG00000165804,1.853022
ENSG00000174799,ENSG00000118412,4.584249
ENSG00000174799,WBP7,3.092171
ENSG00000174799,AZI1,9.144945
ENSG00000174799,AZI1,5.479475
ENSG00000174799,ENSG00000110756,2.922573
ENSG00000174799,ENSG00000117155,5.292343
ENSG00000174799,ENSG00000104983,4.941259
ENSG00000075131,ENSG00000161526,1.780764
ENSG00000075131,ENSG00000165525,2.720031
ENSG00000075131,ENSG00000179172,3.093611
ENSG00000075131,ENSG00000138101,3.229722
ENSG00000075131,ENSG00000174851,2.494076
ENSG00000075131,ENSG00000130707,2.889479
ENSG00000075131,ENSG00000112118,3.240315
ENSG00000075131,ENSG00000169221,1.242055
ENSG00000075131,ENSG00000110987,2.655308
ENSG00000075131,ENSG00000080603,2.26654
ENSG00000075131,ENSG00000242265,1.200775
ENSG00000075131,ENSG00000148187,1.447208
ENSG00000075131,C3orf37,2.343306
ENSG00000075131,ENSG00000196233,1.459175
ENSG00000075131,ENSG00000147536,3.566692
ENSG00000075131,ENSG00000181938,6.128118
ENSG00000075131,ENSG00000075131,10.20007
ENSG00000075131,ENSG00000088930,1.245534
ENSG00000075131,ENSG00000092853,5.580344
ENSG00000075131,ENSG00000146109,1.236672
ENSG00000075131,ENSG00000102316,1.681461
ENSG00000075131,ENSG00000111602,10.00268
ENSG00000075131,ENSG00000111602,6.709752
ENSG00000075131,ENSG00000083937,2.230453
ENSG00000138801,ENSG00000175581,2.832138
ENSG00000138801,ENSG00000198682,13.45337
ENSG00000138801,ENSG00000070814,1.777059
ENSG00000138801,ENSG00000173905,3.825461
ENSG00000138801,ENSG00000138801,7.354403
ENSG00000138801,ENSG00000118137,4.139731
ENSG00000138801,ENSG00000072274,2.462818
ENSG00000138801,ENSG00000155368,3.109517
ENSG00000138801,ENSG00000134057,2.074084
ENSG00000138801,ATP5O,0.9270492
ENSG00000138801,ENSG00000162521,0.9210128
ENSG00000138801,ENSG00000143641,1.830773
ENSG00000138801,ENSG00000112992,1.542153
ENSG00000138801,ENSG00000144589,3.083967
ENSG00000138801,ENSG00000162222,3.188878
ENSG00000138801,ENSG00000132424,1.359477
ENSG00000138801,ENSG00000095066,4.584809
ENSG00000138801,ENSG00000157637,2.135494
ENSG00000138801,ENSG00000067704,2.714659
ENSG00000138801,ENSG00000196405,12.44134
ENSG00000138801,ENSG00000118412,4.421165
ENSG00000138801,ENSG00000113300,3.004927
ENSG00000138801,WBP7,3.12932
ENSG00000138801,ENSG00000102316,1.560332
ENSG00000138801,ENSG00000110756,2.655145
ENSG00000138801,ENSG00000083937,2.243185
ENSG00000100603,ENSG00000134709,3.287869
ENSG00000100603,ENSG00000076924,2.986807
ENSG00000100603,ENSG00000053371,1.218116
ENSG00000100603,ENSG00000171566,2.431738
ENSG00000100603,ENSG00000021776,2.733557
ENSG00000100603,ENSG00000168438,3.210185
ENSG00000100603,ENSG00000144028,2.670862
ENSG00000100603,ENSG00000116752,2.792794
ENSG00000100603,ENSG00000150687,1.718245
ENSG00000100603,ENSG00000164609,2.375519
ENSG00000100603,ENSG00000117614,2.473715
ENSG00000100603,ENSG00000160211,2.814246
ENSG00000100603,ENSG00000257315,2.417581
ENSG00000100603,ENSG00000069424,2.120843
ENSG00000100603,ENSG00000144674,2.323918
ENSG00000100603,ENSG00000100603,4.522275
ENSG00000100603,ENSG00000071859,1.373244
ENSG00000100603,ENSG00000067596,2.514793
ENSG00000100603,ENSG00000273611,2.05701
ENSG00000100603,ENSG00000174231,2.626833
ENSG00000100603,ENSG00000180628,0.9345742
ENSG00000100603,ENSG00000152413,6.088499
ENSG00000100603,ISY1;RAB43,2.939232
ENSG00000100603,ENSG00000104859,2.121684
ENSG00000100603,ENSG00000162642,2.198324
ENSG00000100603,ENSG00000160799,2.676461
ENSG00000100603,ENSG00000124782,2.721013
ENSG00000100603,DGCR14,1.626573
ENSG00000100603,ENSG00000060688,2.713719
ENSG00000100603,ENSG00000166788,10.27265
ENSG00000100603,ENSG00000132773,2.121758
ENSG00000100603,ENSG00000096401,3.020813
ENSG00000100603,ENSG00000129911,2.130307
ENSG00000100603,ENSG00000101343,3.171033
ENSG00000100603,ENSG00000117148,3.00932
ENSG00000100603,ENSG00000162923,2.198524
ENSG00000100603,ENSG00000134851,2.335427
ENSG00000100603,ENSG00000051128,9.69712
ENSG00000100603,ENSG00000086589,2.273685
ENSG00000100603,ENSG00000150316,2.087567
ENSG00000100603,ENSG00000240682,2.298553
ENSG00000100603,ENSG00000110107,2.3429
ENSG00000100603,ENSG00000084072,2.734468
ENSG00000100603,ENSG00000137168,3.247716
ENSG00000237649,ENSG00000175581,3.129881
ENSG00000237649,ENSG00000120533,1.990839
ENSG00000237649,ENSG00000248333,2.358708
ENSG00000237649,ENSG00000102753,3.973678
ENSG00000237649,ENSG00000186432,4.833056
ENSG00000237649,ENSG00000197724,1.152261
ENSG00000237649,ENSG00000115524,2.092359
ENSG00000237649,ENSG00000126698,1.636291
ENSG00000237649,ENSG00000105085,1.332845
ENSG00000237649,ENSG00000170454,1.391951
ENSG00000237649,ENSG00000072274,1.973726
ENSG00000237649,ENSG00000137309,1.469061
ENSG00000237649,ENSG00000158711,4.820951
ENSG00000237649,ENSG00000204390,1.234022
ENSG00000237649,ENSG00000126883,4.386998
ENSG00000237649,ENSG00000119707,1.544064
ENSG00000237649,ENSG00000124789,5.313031
ENSG00000237649,ENSG00000153201,5.167322
ENSG00000237649,ENSG00000182481,2.69091
ENSG00000237649,ENSG00000003756,1.762606
ENSG00000237649,ENSG00000110713,4.91971
ENSG00000237649,ENSG00000111581,5.055761
ENSG00000237649,ENSG00000134765,2.908594
ENSG00000237649,ENSG00000198231,2.066788
ENSG00000237649,ENSG00000085872,1.455466
ENSG00000237649,ENSG00000060339,1.885337
ENSG00000237649,ENSG00000102900,6.079091
ENSG00000237649,ENSG00000163002,5.58991
ENSG00000237649,ENSG00000132424,2.23929
ENSG00000237649,ENSG00000081154,1.868028
ENSG00000237649,ENSG00000085415,4.611739
ENSG00000237649,C3orf37,2.008969
ENSG00000237649,ENSG00000066117,1.645054
ENSG00000237649,ENSG00000130158,3.771001
ENSG00000237649,ENSG00000237649,7.797588
ENSG00000237649,ENSG00000101160,1.423785
ENSG00000237649,ENSG00000093000,5.508671
ENSG00000237649,ENSG00000130749,1.986667
ENSG00000237649,ENSG00000110756,2.877745
ENSG00000237649,ENSG00000134255,2.246902
ENSG00000086827,ENSG00000151779,5.79328
ENSG00000086827,ENSG00000168818,5.853891
ENSG00000086827,ENSG00000204308,3.801495
ENSG00000086827,ENSG00000148606,2.808629
ENSG00000086827,ENSG00000090054,2.24068
ENSG00000086827,ENSG00000086827,9.894418
ENSG00000086827,ENSG00000070961,2.812892
ENSG00000086827,ENSG00000184445,11.24914
ENSG00000086827,ENSG00000113734,11.44339
ENSG00000086827,ENSG00000135249,13.26005
ENSG00000086827,ENSG00000184178,11.26449
ENSG00000086827,ENSG00000092108,12.64084
ENSG00000086827,ENSG00000161800,1.006275
ENSG00000086827,ENSG00000174442,11.38291
ENSG00000086827,ENSG00000053501,12.14612
ENSG00000086827,ENSG00000119559,12.18488
ENSG00000119638,ENSG00000149499,11.21067
ENSG00000119638,ENSG00000167553,4.312415
ENSG00000119638,ENSG00000196230,4.227417
ENSG00000119638,ENSG00000066629,8.961228
ENSG00000119638,ENSG00000125746,10.36527
ENSG00000119638,ENSG00000125746,8.065085
ENSG00000119638,ENSG00000152818,2.475688
ENSG00000119638,ENSG00000088986,2.989543
ENSG00000119638,ENSG00000188229,3.507834
ENSG00000119638,ENSG00000144426,1.483174
ENSG00000119638,ENSG00000163527,3.512254
ENSG00000119638,ENSG00000119638,9.212629
ENSG00000119638,ENSG00000151414,9.135007
ENSG00000119638,ENSG00000124541,0.9275038
ENSG00000119638,ENSG00000143924,11.7179
ENSG00000154839,ENSG00000122483,3.817807
ENSG00000154839,ENSG00000144381,3.431719
ENSG00000154839,ENSG00000165480,13.88192
ENSG00000154839,KIAA1967,7.050566
ENSG00000154839,SKA2;SKA2L,8.68912
ENSG00000154839,ENSG00000154839,12.94845
ENSG00000169679,ENSG00000204371,1.968787
ENSG00000169679,SEPT6,2.829313
ENSG00000169679,ENSG00000157911,3.543038
ENSG00000169679,ENSG00000157895,1.053601
ENSG00000169679,ENSG00000035664,1.666406
ENSG00000169679,ENSG00000135899,1.32509
ENSG00000169679,ENSG00000092439,2.309561
ENSG00000169679,C1orf86;FAAP20,4.175595
ENSG00000169679,ENSG00000101773,3.202831
ENSG00000169679,ENSG00000104517,3.276538
ENSG00000169679,ENSG00000119414,2.978919
ENSG00000169679,ENSG00000136816,2.929595
ENSG00000169679,ENSG00000090054,2.427015
ENSG00000169679,ENSG00000169679,8.634888
ENSG00000169679,ENSG00000154473,4.851442
ENSG00000169679,ENSG00000081913,2.028099
ENSG00000169679,ENSG00000116675,2.643254
ENSG00000169679,ENSG00000122952,5.174523
ENSG00000169679,ENSG00000078061,3.031564
ENSG00000169679,ENSG00000120885,1.478737
ENSG00000169679,ENSG00000137124,3.480992
ENSG00000169679,ENSG00000121879,3.751092
ENSG00000169679,ENSG00000138095,2.388454
ENSG00000169679,ENSG00000132676,1.234954
ENSG00000169679,ENSG00000109861,2.369051
ENSG00000169679,ENSG00000051180,2.941883
ENSG00000169679,ENSG00000113448,3.053836
ENSG00000169679,ENSG00000117399,5.415828
ENSG00000169679,ENSG00000104823,2.609479
ENSG00000169679,ENSG00000163125,1.670046
ENSG00000169679,GPAM;RP11,2.901552
ENSG00000169679,ENSG00000160783,4.830039
ENSG00000169679,ENSG00000119471,3.082358
ENSG00000169679,ENSG00000127838,1.666445
ENSG00000169679,ENSG00000135686,2.460902
ENSG00000169679,CASC5,3.101789
ENSG00000169679,ENSG00000156650,3.130148
ENSG00000169679,ENSG00000162613,1.97865
ENSG00000169679,ENSG00000196233,1.333201
ENSG00000169679,FAM192A;NIP30,1.621355
ENSG00000169679,ENSG00000100325,2.196373
ENSG00000169679,ENSG00000119285,0.9537217
ENSG00000169679,ENSG00000154059,3.239783
ENSG00000169679,ENSG00000083937,2.196159
ENSG00000125107,ENSG00000125107,9.808402
ENSG00000125107,ENSG00000155508,10.89672
ENSG00000125107,ENSG00000005700,1.808907
ENSG00000125107,ENSG00000161847,3.519482
ENSG00000125107,ENSG00000138767,9.922158
ENSG00000125107,ENSG00000115641,9.823117
ENSG00000125107,ENSG00000137575,1.806909
ENSG00000125107,NUPL2,0.9110319
ENSG00000125107,ENSG00000088038,10.43797
ENSG00000125107,ENSG00000108312,2.520528
ENSG00000125107,ENSG00000177954,2.155501
ENSG00000125107,ENSG00000085224,1.563054
ENSG00000125107,ENSG00000198898,2.768892
ENSG00000125107,ENSG00000077549,4.285851
ENSG00000125107,ENSG00000141232,8.594261
ENSG00000125107,ENSG00000116489,2.25279
ENSG00000125107,ENSG00000183864,4.482557
ENSG00000125107,ENSG00000154640,7.144792
ENSG00000125107,RNF219,9.736382
ENSG00000125107,ENSG00000185085,2.658339
ENSG00000125107,ENSG00000197157,1.70363
ENSG00000125107,ENSG00000204574,1.32834
ENSG00000125107,RQCD1,9.850409
ENSG00000125107,ENSG00000155252,1.082148
ENSG00000125107,ENSG00000149115,8.76157
ENSG00000125107,ENSG00000182973,10.36781
ENSG00000125107,ENSG00000159592,6.893225
ENSG00000125107,ENSG00000175756,1.620133
ENSG00000125107,ENSG00000111596,9.817447
ENSG00000125107,ENSG00000072364,2.120033
ENSG00000125107,ENSG00000198791,9.013223
ENSG00000125107,C2orf29,11.69153
ENSG00000125107,ENSG00000113300,5.035545
ENSG00000119203,ENSG00000072682,5.767305
ENSG00000119203,ENSG00000160917,2.596828
ENSG00000119203,ENSG00000185624,3.541961
ENSG00000119203,ENSG00000122884,3.460202
ENSG00000119203,ENSG00000075413,2.631037
ENSG00000119203,ENSG00000101811,3.614248
ENSG00000119203,ENSG00000101138,7.818902
ENSG00000119203,ENSG00000071894,3.849948
ENSG00000119203,ENSG00000176102,5.500029
ENSG00000119203,ENSG00000132128,9.7775
ENSG00000119203,LEPRE1,2.023533
ENSG00000119203,ENSG00000160447,3.409264
ENSG00000119203,ENSG00000145216,4.231517
ENSG00000119203,ENSG00000145216,3.082167
ENSG00000119203,ENSG00000118420,4.546993
ENSG00000119203,ENSG00000125755,4.011283
ENSG00000119203,ENSG00000136709,3.287669
ENSG00000119203,ENSG00000177613,3.393285
ENSG00000119203,ENSG00000165934,3.494321
ENSG00000119203,ENSG00000119203,3.834364
ENSG00000176386,ENSG00000157911,3.322671
ENSG00000176386,ENSG00000110200,10.75498
ENSG00000176386,ENSG00000004897,8.430265
ENSG00000176386,ENSG00000004897,7.556332
ENSG00000176386,ENSG00000154473,2.44366
ENSG00000176386,ENSG00000156970,4.564503
ENSG00000176386,ENSG00000137714,4.129765
ENSG00000176386,ENSG00000197386,3.675793
ENSG00000176386,ENSG00000117650,11.05461
ENSG00000176386,ENSG00000117650,7.269128
ENSG00000176386,ENSG00000117399,8.773419
ENSG00000176386,ENSG00000130177,11.60376
ENSG00000176386,ENSG00000112992,1.601985
ENSG00000176386,ENSG00000111670,6.522154
ENSG00000176386,ENSG00000167522,1.764219
ENSG00000176386,ENSG00000024048,1.448458
ENSG00000176386,ENSG00000147889,1.218239
ENSG00000176386,ENSG00000176386,8.305654
ENSG00000176386,ENSG00000121621,4.700475
ENSG00000176386,ENSG00000166295,14.16382
ENSG00000176386,ENSG00000148187,1.177477
ENSG00000176386,ENSG00000129055,9.246543
ENSG00000176386,ENSG00000125826,2.128489
ENSG00000176386,ENSG00000153107,8.3108
ENSG00000176386,ENSG00000115109,1.476974
ENSG00000176386,KIAA1430,9.480739
ENSG00000176386,ENSG00000090581,8.251928
ENSG00000176386,ENSG00000094880,12.7665
ENSG00000176386,ENSG00000196510,10.71728
ENSG00000176386,ENSG00000089053,12.78426
ENSG00000176386,ENSG00000053900,11.4209
ENSG00000176386,ENSG00000176248,12.37667
ENSG00000176386,ENSG00000112029,5.021156
ENSG00000176386,ENSG00000105325,12.21207
ENSG00000176386,ENSG00000164162,8.532575
ENSG00000176386,ENSG00000110756,2.780746
ENSG00000078140,ENSG00000138279,2.031092
ENSG00000078140,ENSG00000187954,12.88388
ENSG00000078140,ENSG00000102178,2.425755
ENSG00000078140,ENSG00000130985,5.922584
ENSG00000078140,ENSG00000078140,13.12894
ENSG00000078140,ENSG00000173821,2.855897
ENSG00000111602,C5orf44,2.683748
ENSG00000111602,ENSG00000134802,1.455362
ENSG00000111602,ENSG00000167925,3.314737
ENSG00000111602,ENSG00000135899,1.668703
ENSG00000111602,ENSG00000092439,3.224262
ENSG00000111602,ENSG00000143799,3.018593
ENSG00000111602,ENSG00000112118,2.613259
ENSG00000111602,ENSG00000166508,4.704614
ENSG00000111602,ENSG00000073111,3.578977
ENSG00000111602,ENSG00000182872,2.297473
ENSG00000111602,ENSG00000204267,2.739846
ENSG00000111602,ENSG00000197694,1.993208
ENSG00000111602,ENSG00000076003,5.270553
ENSG00000111602,ENSG00000065328,3.402106
ENSG00000111602,USMG5,1.17473
ENSG00000111602,ENSG00000147536,5.26501
ENSG00000111602,ENSG00000075131,7.97574
ENSG00000111602,ENSG00000092853,3.535674
ENSG00000111602,ENSG00000115109,1.533455
ENSG00000111602,ENSG00000106665,3.574322
ENSG00000111602,ENSG00000152137,1.722998
ENSG00000111602,ENSG00000111602,12.26993
ENSG00000111602,ENSG00000083937,2.401009
ENSG00000198730,ENSG00000092203,6.419769
ENSG00000198730,TCEB2,5.536015
ENSG00000198730,ENSG00000047315,3.331216
ENSG00000198730,TCEB1,4.044627
ENSG00000198730,RP11;RPP30,1.754681
ENSG00000198730,ENSG00000138162,3.289297
ENSG00000198730,ENSG00000115414,2.677387
ENSG00000198730,ENSG00000168395,2.311404
ENSG00000198730,ENSG00000112640,1.427058
ENSG00000198730,ENSG00000136451,2.290535
ENSG00000198730,ENSG00000196235,5.965573
ENSG00000198730,ENSG00000118985,2.687508
ENSG00000198730,ENSG00000144231,3.778042
ENSG00000198730,ENSG00000075151,3.005435
ENSG00000198730,ENSG00000053371,1.018888
ENSG00000198730,ENSG00000129315,1.636448
ENSG00000198730,ENSG00000054793,2.677379
ENSG00000198730,ENSG00000150687,2.051488
ENSG00000198730,ENSG00000141905,2.365176
ENSG00000198730,ENSG00000160211,2.769529
ENSG00000198730,ENSG00000102978,5.200949
ENSG00000198730,ENSG00000181222,3.278693
ENSG00000198730,ADRBK1,2.253335
ENSG00000198730,ENSG00000182199,2.131439
ENSG00000198730,ENSG00000147400,2.812354
ENSG00000198730,ENSG00000006534,2.784505
ENSG00000198730,ENSG00000136807,2.063752
ENSG00000198730,ENSG00000122512,2.872401
ENSG00000198730,ENSG00000105656,2.428187
ENSG00000198730,ENSG00000168002,4.835339
ENSG00000198730,ENSG00000152464,1.795656
ENSG00000198730,ENSG00000141568,2.381835
ENSG00000198730,TCEB3,4.259211
ENSG00000198730,ENSG00000170264,1.649377
ENSG00000198730,ENSG00000169067,1.174206
ENSG00000198730,ENSG00000137221,1.357629
ENSG00000198730,ENSG00000131069,3.822386
ENSG00000198730,ENSG00000119321,3.160553
ENSG00000198730,ENSG00000163125,5.199714
ENSG00000198730,ENSG00000134371,4.785985
ENSG00000198730,ENSG00000198730,8.001609
ENSG00000198730,ENSG00000180263,1.214051
ENSG00000198730,ENSG00000109111,3.140733
ENSG00000198730,ENSG00000006712,8.273151
ENSG00000198730,ENSG00000166477,7.49426
ENSG00000198730,ENSG00000128191,1.168491
ENSG00000198730,ENSG00000075568,3.114885
ENSG00000198730,ENSG00000113719,1.348035
ENSG00000198730,ENSG00000186660,1.249643
ENSG00000198730,ENSG00000204569,6.323561
ENSG00000198730,ENSG00000163166,4.801431
ENSG00000198730,ENSG00000119487,2.61711
ENSG00000198730,ENSG00000129911,2.017344
ENSG00000198730,ENSG00000134343,1.501388
ENSG00000198730,ENSG00000166579,4.541451
ENSG00000198730,ENSG00000140395,10.6817
ENSG00000198730,ENSG00000135090,3.099352
ENSG00000198730,ENSG00000072364,3.395402
ENSG00000198730,ENSG00000244005,2.749463
ENSG00000166477,ENSG00000111328,1.525702
ENSG00000166477,ENSG00000176619,2.222512
ENSG00000166477,ENSG00000196235,3.661978
ENSG00000166477,ENSG00000053371,1.027284
ENSG00000166477,ENSG00000102978,3.707171
ENSG00000166477,ENSG00000168002,4.05238
ENSG00000166477,TCEB3,2.856242
ENSG00000166477,ENSG00000170364,2.652216
ENSG00000166477,ENSG00000163125,4.084942
ENSG00000166477,ENSG00000134371,4.675412
ENSG00000166477,ENSG00000198730,7.297745
ENSG00000166477,ENSG00000006712,8.291783
ENSG00000166477,ENSG00000166477,7.554051
ENSG00000166477,ENSG00000184428,2.012988
ENSG00000166477,ENSG00000140395,10.19634
AZI1,ENSG00000132471,2.626548
AZI1,ENSG00000113048,1.416995
AZI1,ENSG00000078674,6.954798
AZI1,ENSG00000161996,3.006722
AZI1,ENSG00000119685,3.049552
AZI1,ENSG00000000419,0.9804527
AZI1,FOPNL,4.449896
AZI1,ENSG00000122483,3.278006
AZI1,ATP5J,1.723
AZI1,ENSG00000053371,1.1619
AZI1,ENSG00000046651,5.348429
AZI1,FGFR1OP,2.699878
AZI1,ENSG00000119707,1.674786
AZI1,ENSG00000169032,1.81842
AZI1,ENSG00000078674,7.733438
AZI1,ENSG00000104218,4.607254
AZI1,ENSG00000198920,4.997479
AZI1,ENSG00000168014,4.064126
AZI1,ENSG00000135837,2.761777
AZI1,ENSG00000107560,1.539152
AZI1,ENSG00000155393,1.548427
AZI1,ENSG00000150477,2.328615
AZI1,ENSG00000101752,7.03889
AZI1,AGXT2L2,1.473494
AZI1,ENSG00000100350,2.218241
AZI1,ENSG00000100503,0.9917325
AZI1,ENSG00000083535,5.220893
AZI1,ENSG00000145817,1.85921
AZI1,WDR67,3.61421
AZI1,ENSG00000163006,2.425767
AZI1,ENSG00000140463,4.6987
AZI1,ENSG00000120647,7.01725
AZI1,ENSG00000120647,2.935658
AZI1,KIAA1731,3.10325
AZI1,ENSG00000112110,1.880517
AZI1,ENSG00000162851,1.724557
AZI1,ENSG00000115109,1.742219
AZI1,ENSG00000112877,6.823777
AZI1,HMG2L1;HMGXB4,2.65513
AZI1,ENSG00000008324,1.44554
AZI1,AZI1,9.691118
AZI1,AZI1,5.299831
AZI1,ENSG00000117155,4.973576
AZI1,ENSG00000174547,1.263648
AZI1,ENSG00000104983,2.932961
SGOL1,TCEB1,1.258082
SGOL1,ENSG00000113360,3.651041
SGOL1,ENSG00000169957,1.655632
SGOL1,ENSG00000141027,0.9251094
SGOL1,ENSG00000135636,1.521445
SGOL1,ENSG00000137124,2.192832
SGOL1,ENSG00000169756,2.957453
SGOL1,ENSG00000109861,2.508723
SGOL1,ENSG00000119335,2.52935
SGOL1,ENSG00000051180,3.115683
SGOL1,ENSG00000104823,2.871687
SGOL1,SGOL1,7.104103
SGOL1,ENSG00000109111,1.09284
SGOL1,ENSG00000131778,2.155216
SGOL1,ENSG00000024048,1.467204
SGOL1,ENSG00000135686,2.492012
SGOL1,ENSG00000023287,1.020968
SGOL1,ENSG00000156650,3.244748
SGOL1,ENSG00000142945,6.068904
SGOL1,ENSG00000197451,1.403075
SGOL1,C2orf44,2.923038
SGOL1,ENSG00000154059,3.240594
SGOL1,ENSG00000088305,1.432206
SGOL1,ENSG00000143256,3.286503
SGOL1,ENSG00000110756,3.2240510000000002
SGOL1,ENSG00000083937,2.269161
ENSG00000104852,ENSG00000179750,2.940885
ENSG00000104852,ENSG00000100028,3.587242
ENSG00000104852,ENSG00000023734,9.925514
ENSG00000104852,ENSG00000167394,1.643881
ENSG00000104852,ENSG00000172062,5.186702
ENSG00000104852,ENSG00000092208,7.569376
ENSG00000104852,ENSG00000014216,2.422485
ENSG00000104852,ENSG00000104852,6.889875
ENSG00000104852,ENSG00000124562,3.403816
ENSG00000104852,ENSG00000136810,5.636407
ENSG00000104852,ENSG00000125835,2.881015
ENSG00000104852,ENSG00000179409,4.289429
ENSG00000104852,ENSG00000139343,2.359894
ENSG00000104852,ENSG00000143977,2.321468
ENSG00000104852,ENSG00000167088,2.718985
ENSG00000104852,ENSG00000125743,4.122169
ENSG00000104852,ENSG00000155858,4.419507
ENSG00000104852,ENSG00000163125,3.034294
ENSG00000104852,ENSG00000160447,1.741211
ENSG00000104852,ENSG00000082516,6.239957
ENSG00000104852,ENSG00000152147,6.615641
ENSG00000104852,ENSG00000270647,3.520911
ENSG00000104852,ENSG00000165655,2.581665
ENSG00000104852,ENSG00000132773,3.400636
ENSG00000104852,ENSG00000164902,4.4543
ENSG00000104852,ENSG00000142252,10.32924
ENSG00000104852,ENSG00000046647,11.68883
ENSG00000104852,DKFZp686H07112;DKFZp781C1855;KLHL8,7.667446
ENSG00000104852,ENSG00000064703,9.997151
ENSG00000104852,ENSG00000146109,1.141235
ENSG00000237649,ENSG00000042493,3.947962
ENSG00000237649,ENSG00000102753,3.93991
ENSG00000237649,ENSG00000186432,4.130978
ENSG00000237649,ENSG00000135046,3.912156
ENSG00000237649,ENSG00000100401,5.83663
ENSG00000237649,ENSG00000124789,6.596548
ENSG00000237649,ENSG00000153201,4.861742
ENSG00000237649,ENSG00000182481,3.285645
ENSG00000237649,ENSG00000003756,1.256194
ENSG00000237649,ENSG00000108424,6.091542
ENSG00000237649,ENSG00000116584,0.9193116
ENSG00000237649,ENSG00000005194,3.562043
ENSG00000237649,ENSG00000196233,1.317688
ENSG00000237649,ENSG00000237649,7.772204
ENSG00000237649,ENSG00000093000,6.346653
ENSG00000198399,EIF3EIP;EIF3L,6.007336
ENSG00000198399,EIF3H;EIF3S3,4.324724
ENSG00000198399,ENSG00000175390,5.61665
ENSG00000198399,EIF3C;EIF3CL,6.926703
ENSG00000198399,ENSG00000168066,2.227365
ENSG00000198399,ENSG00000130811,5.885575
ENSG00000198399,ENSG00000155368,2.751888
ENSG00000198399,ENSG00000070770,1.114271
ENSG00000198399,ENSG00000182199,2.372999
ENSG00000198399,ENSG00000106263,5.840836
ENSG00000198399,ENSG00000104408,6.008321
ENSG00000198399,ENSG00000090615,2.600054
ENSG00000198399,ENSG00000084623,6.460799
ENSG00000198399,ENSG00000107581,5.689146
ENSG00000198399,HIST2H2AA3;HIST2H2AC,0.9392892
ENSG00000198399,DKFZp686E14208;MKNK1,1.429931
ENSG00000198399,ENSG00000172667,2.792228
ENSG00000198399,ENSG00000198399,4.180055
ENSG00000198399,ENSG00000107949,0.9598975
ENSG00000128585,ENSG00000101639,2.34358
ENSG00000128585,ENSG00000112992,1.502188
ENSG00000128585,ENSG00000138386,2.707686
ENSG00000128585,ENSG00000010017,7.46788
ENSG00000128585,DKFZp686E14208;MKNK1,1.506611
ENSG00000128585,ENSG00000101193,5.769614
ENSG00000128585,ENSG00000128585,7.753419
ENSG00000083312,ENSG00000204536,1.557596
ENSG00000083312,ENSG00000162702,1.383747
ENSG00000083312,ENSG00000136758,2.340761
