ORF1	NAME1	ORF2	NAME2
YKL172W	EBP2	YPL012W	RRP12
YHR098C	SFB3	YHR098C	SFB3
YGR128C	UTP8	YHR196W	UTP9
YLR370C	ARC18	YLR370C	ARC18
YHL006C	SHU1	YHR007C	ERG11
YDL192W	ARF1	YIL121W	QDR2
YOR087W	YVC1	YOR087W	YVC1
YML001W	YPT7	YOR370C	MRS6
YJL153C	INO1	YML086C	ALO1
YBL020W	RFT1	YDL085W	NDE2
YBR283C	SSH1	YMR149W	SWP1
YPL101W	ELP4	YPL101W	ELP4
YDL192W	ARF1	YDL192W	ARF1
YOR195W	SLK19	YOR195W	SLK19
YIL038C	NOT3	YNL091W	NST1
YHR007C	ERG11	YNL130C	CPT1
YHR096C	HXT5	YIL121W	QDR2
YLR326W	YLR326W	YML072C	TCB3
YBL039W-A	YBL039W-A	YGR028W	MSP1
YEL002C	WBP1	YML012W	ERV25
YKL145W	RPT1	YOR117W	RPT5
YDR170C	SEC7	YNL238W	KEX2
YBR212W	NGR1	YNL016W	PUB1
YBR041W	FAT1	YHR072W	ERG7
YGR271W	SLH1	YKR023W	YKR023W
YJR118C	ILM1	YML101C	CUE4
YDR141C	DOP1	YGR055W	MUP1
YML012W	ERV25	YPL227C	ALG5
YDL092W	SRP14	YPL210C	SRP72
YML012W	ERV25	YPR113W	PIS1
YBR177C	EHT1	YKL094W	YJU3
YDR032C	PST2	YGR055W	MUP1
YGR284C	ERV29	YHR039C	MSC7
YKL181W	PRS1	YKL181W	PRS1
YGL077C	HNM1	YLR413W	YLR413W
YHR096C	HXT5	YHR096C	HXT5
YER166W	DNF1	YNL323W	LEM3
YER020W	GPA2	YJL016W	YJL016W
YBR234C	ARC40	YDR354W	TRP4
YDR068W	DOS2	YDR264C	AKR1
YMR149W	SWP1	YPL265W	DIP5
YDL222C	FMP45	YLR332W	MID2
YGL012W	ERG4	YHR133C	NSG1
YCR021C	HSP30	YOR273C	TPO4
YGR138C	TPO2	YKL051W	SFK1
YAR002C-A	ERP1	YBR283C	SSH1
YDL192W	ARF1	YFL038C	YPT1
YJL020C	BBC1	YLR332W	MID2
YDR060W	MAK21	YOR206W	NOC2
YHR094C	HXT1	YIL121W	QDR2
YGL048C	RPT6	YKL145W	RPT1
YBR241C	YBR241C	YML012W	ERV25
YML016C	PPZ1	YPL221W	FLC1
YML016C	PPZ1	YPL004C	LSP1
YCR021C	HSP30	YER020W	GPA2
YER029C	SMB1	YHR004C	NEM1
YBL029C-A	YBL029C-A	YGR055W	MUP1
YKL171W	YKL171W	YNL229C	URE2
YHR068W	DYS1	YPR095C	SYT1
YOR109W	INP53	YPR029C	APL4
YHR094C	HXT1	YHR094C	HXT1
YLR056W	ERG3	YML012W	ERV25
YLR403W	SFP1	YOR370C	MRS6
YBR186W	PCH2	YDL092W	SRP14
YDR486C	VPS60	YLR025W	SNF7
YJL154C	VPS35	YOR132W	VPS17
YER112W	LSM4	YGR054W	YGR054W
YMR125W	STO1	YPL178W	CBC2
YLL043W	FPS1	YLL043W	FPS1
YBR267W	REI1	YDR101C	ARX1
YKL144C	RPC25	YOR116C	RPO31
YLR270W	DCS1	YMR120C	ADE17
YBR023C	CHS3	YBR180W	DTR1
YBL102W	SFT2	YFR051C	RET2
YBL075C	SSA3	YPL117C	IDI1
YBR068C	BAP2	YPL010W	RET3
YGR261C	APL6	YLR330W	CHS5
YER040W	GLN3	YNL229C	URE2
YDR011W	SNQ2	YGL077C	HNM1
YBR234C	ARC40	YDL029W	ARP2
YGL077C	HNM1	YGR055W	MUP1
YLR006C	SSK1	YNR031C	SSK2
YER145C	FTR1	YGR130C	YGR130C
YGR078C	PAC10	YNL153C	GIM3
YGL242C	YGL242C	YMR109W	MYO5
YML016C	PPZ1	YML016C	PPZ1
YBR041W	FAT1	YPL145C	KES1
YGL137W	SEC27	YMR105C	PGM2
YDR162C	NBP2	YKR048C	NAP1
YGL178W	MPT5	YNR052C	POP2
YDR032C	PST2	YML072C	TCB3
YMR120C	ADE17	YMR120C	ADE17
YLR337C	VRP1	YMR109W	MYO5
YDR238C	SEC26	YGR229C	SMI1
YBR200W	BEM1	YDR166C	SEC5
YDR394W	RPT3	YKL145W	RPT1
YMR010W	YMR010W	YMR010W	YMR010W
YHR007C	ERG11	YOR165W	SEY1
YJL178C	ATG27	YOR069W	VPS5
YGR055W	MUP1	YNL283C	WSC2
YOR081C	TGL5	YOR081C	TGL5
YBR200W	BEM1	YHL007C	STE20
YGR284C	ERV29	YLR378C	SEC61
YCR077C	PAT1	YKL054C	DEF1
YDL192W	ARF1	YNL323W	LEM3
YIL121W	QDR2	YPL058C	PDR12
YHR187W	IKI1	YPL086C	ELP3
YGL006W	PMC1	YLL048C	YBT1
YMR229C	RRP5	YNL002C	RLP7
YKL054C	DEF1	YNL016W	PUB1
YCL056C	YCL056C	YDL198C	GGC1
YKR003W	OSH6	YPR113W	PIS1
YDL055C	PSA1	YDR385W	EFT2
YBR207W	FTH1	YHR175W	CTR2
YKL008C	LAC1	YPL227C	ALG5
YBL029C-A	YBL029C-A	YGL056C	SDS23
YBL029C-A	YBL029C-A	YML072C	TCB3
YDL222C	FMP45	YOR153W	PDR5
YHR007C	ERG11	YOR273C	TPO4
YML013W	SEL1	YML013W	SEL1
YDR478W	SNM1	YLL033W	YLL033W
YIL068C	SEC6	YIL068C	SEC6
YLR113W	HOG1	YLR248W	RCK2
YBR244W	GPX2	YGR055W	MUP1
YDL052C	SLC1	YHR007C	ERG11
YCL056C	YCL056C	YDL197C	ASF2
YHR089C	GAR1	YNL112W	DBP2
YEL041W	YEF1	YNL229C	URE2
YML121W	GTR1	YML121W	GTR1
YBL102W	SFT2	YJL178C	ATG27
YGL172W	NUP49	YJL041W	NSP1
YML012W	ERV25	YML012W	ERV25
YGL206C	CHC1	YGR234W	YHB1
YFR001W	LOC1	YOR206W	NOC2
YHR007C	ERG11	YIR038C	GTT1
YHR007C	ERG11	YOR054C	VHS3
YGL056C	SDS23	YGL077C	HNM1
YER159C	BUR6	YNR065C	YNR065C
YHR007C	ERG11	YIR037W	HYR1
YGL077C	HNM1	YML072C	TCB3
YBR052C	RFS1	YGR138C	TPO2
YBL017C	PEP1	YJL154C	VPS35
YCR030C	SYP1	YFR024C-A	LSB3
YJL148W	RPA34	YJL148W	RPA34
YBL042C	FUI1	YBR052C	RFS1
YGL213C	SKI8	YGL213C	SKI8
YKL172W	EBP2	YNL112W	DBP2
YIL009W	FAA3	YML086C	ALO1
YOR018W	ROD1	YPR113W	PIS1
YDR100W	TVP15	YPL246C	RBD2
YLR332W	MID2	YMR109W	MYO5
YBR267W	REI1	YKR048C	NAP1
YGL006W	PMC1	YML018C	YML018C
YGR130C	YGR130C	YKL051W	SFK1
YGL006W	PMC1	YHR094C	HXT1
YBL102W	SFT2	YDR264C	AKR1
YML072C	TCB3	YNL283C	WSC2
YKR007W	MEH1	YKR007W	MEH1
YGL213C	SKI8	YGR008C	STF2
YKR008W	RSC4	YOR094W	ARF3
YLR196W	PWP1	YOR206W	NOC2
YDR009W	GAL3	YNL229C	URE2
YGL120C	PRP43	YHR089C	GAR1
YBR234C	ARC40	YKL013C	ARC19
YDR293C	SSD1	YER112W	LSM4
YDR189W	SLY1	YDR517W	GRH1
YHR007C	ERG11	YJR118C	ILM1
YHR016C	YSC84	YOR042W	CUE5
YFR001W	LOC1	YLR449W	FPR4
YBR207W	FTH1	YOR270C	VPH1
YER145C	FTR1	YLR332W	MID2
YGL203C	KEX1	YML038C	YMD8
YDL029W	ARP2	YLR370C	ARC18
YNL084C	END3	YNL243W	SLA2
YBL039W-A	YBL039W-A	YNL121C	TOM70
YKL172W	EBP2	YNL002C	RLP7
YHR007C	ERG11	YJR117W	STE24
YER105C	NUP157	YIL115C	NUP159
YDL159W	STE7	YMR322C	SNO4
YAL053W	FLC2	YGR055W	MUP1
YGR060W	ERG25	YLR378C	SEC61
YBR296C-A	YBR296C-A	YPL055C	LGE1
YDR032C	PST2	YIL105C	SLM1
YIL121W	QDR2	YLR413W	YLR413W
YHR003C	YHR003C	YIR038C	GTT1
YHR001W	OSH7	YOR273C	TPO4
YLR447C	VMA6	YPR036W	VMA13
YGL206C	CHC1	YNL007C	SIS1
YJL061W	NUP82	YKL057C	NUP120
YDL137W	ARF2	YDL192W	ARF1
YEL051W	VMA8	YGL006W	PMC1
YLL028W	TPO1	YLR332W	MID2
YGR020C	VMA7	YPR036W	VMA13
YHR196W	UTP9	YMR093W	UTP15
YER020W	GPA2	YOL105C	WSC3
YER020W	GPA2	YHR001W	OSH7
YGR198W	YGR198W	YMR212C	EFR3
YML072C	TCB3	YPR113W	PIS1
YCR021C	HSP30	YGR138C	TPO2
YDR398W	UTP5	YJL109C	UTP10
YCL056C	YCL056C	YFR025C	HIS2
YAR002C-A	ERP1	YJR010C-A	SPC1
YGL203C	KEX1	YPR075C	OPY2
YNL112W	DBP2	YOL077C	BRX1
YDR501W	PLM2	YJL151C	SNA3
YDR068W	DOS2	YLL001W	DNM1
YDR297W	SUR2	YKL088W	YKL088W
YFR024C-A	LSB3	YHR016C	YSC84
YDR170C	SEC7	YLR330W	CHS5
YGR055W	MUP1	YPL221W	FLC1
YGR055W	MUP1	YPL004C	LSP1
YKL008C	LAC1	YKL008C	LAC1
YDR284C	DPP1	YEL013W	VAC8
YFR040W	SAP155	YPR040W	TIP41
YIL034C	CAP2	YNL138W	SRV2
YKR067W	GPT2	YPL227C	ALG5
YOR057W	SGT1	YOR276W	CAF20
YDL192W	ARF1	YGR284C	ERV29
YHR081W	LRP1	YNL112W	DBP2
YGL049C	TIF4632	YMR255W	GFD1
YGL055W	OLE1	YKL088W	YKL088W
YAL054C	ACS1	YAR035W	YAT1
YFR002W	NIC96	YLR335W	NUP2
YDR517W	GRH1	YIL109C	SEC24
YGR054W	YGR054W	YPL004C	LSP1
YDL192W	ARF1	YJL151C	SNA3
YGL256W	ADH4	YLR182W	SWI6
YDR501W	PLM2	YGR281W	YOR1
YGL077C	HNM1	YIL105C	SLM1
YDR011W	SNQ2	YIL121W	QDR2
YLL028W	TPO1	YLR221C	RSA3
YDL208W	NHP2	YDL213C	NOP6
YHR007C	ERG11	YJL117W	PHO86
YGR055W	MUP1	YIL121W	QDR2
YGL078C	DBP3	YHR089C	GAR1
YHR116W	COX23	YLR182W	SWI6
YDL192W	ARF1	YML086C	ALO1
