"orf_name_a" "gene_name_a" "orf_name_b" "gene_name_b" "n_publications" "n_methods" "n_evidence" "Zone" "GI_PCC" "CS_PCC" "GE_PCC"
"265" "YBL041W" "PRE7" "YGL011C" "SCL1" 5 2 5 "A" 0.54074 NA 0.6192
"266" "YBL045C" "COR1" "YJR048W" "CYC1" 1 2 2 "C" NA NA 0.5172
"267" "YBL045C" "COR1" "YNL052W" "COX5A" 2 2 2 "B" NA NA 0.6756
"268" "YBL045C" "COR1" "YOR065W" "CYT1" 6 2 6 "A" NA NA 0.8039
"269" "YBL046W" "PSY4" "YDR075W" "PPH3" 3 3 4 "A" 0.17783 0.403701594302267 0.4008
"270" "YBL046W" "PSY4" "YNL201C" "PSY2" 4 4 6 "A" NA 0.533247545850614 0.3565
"271" "YBL047C" "EDE1" "YBL047C" "EDE1" 4 3 4 "D" NA NA NA
"272" "YBL047C" "EDE1" "YCR030C" "SYP1" 3 3 4 "D" 0.05831 0.186069121824878 0.6308
"273" "YBL047C" "EDE1" "YDL161W" "ENT1" 1 2 2 "D" 0.04479 0.0202016682913959 0.4322
"274" "YBL047C" "EDE1" "YJR134C" "SGM1" 2 1 2 "D" -0.00761 0.0308070881833566 0.3325
"275" "YBL047C" "EDE1" "YLL039C" "UBI4" 6 3 7 "D" 0.02278 0.349958058288489 0.4554
"276" "YBL051C" "PIN4" "YPL153C" "RAD53" 1 2 2 "D" 0.02681 NA 0.1183
"277" "YBL052C" "SAS3" "YPL129W" "TAF14" 6 4 7 "A" 0.16223 NA 0.2367
"278" "YBL057C" "PTH2" "YMR276W" "DSK2" 1 3 3 "D" -0.01712 0.00430298338247837 NA
"279" "YBL058W" "SHP1" "YBL078C" "ATG8" 1 2 2 "D" 0.01828 NA 0.3862
"280" "YBL058W" "SHP1" "YDL126C" "CDC48" 9 4 12 "C" NA NA 0.5243
"281" "YBL058W" "SHP1" "YLL039C" "UBI4" 3 3 4 "D" 0.00881 NA 0.4657
"282" "YBL061C" "SKT5" "YBR023C" "CHS3" 4 2 4 "A" 0.61995 0.681609177788284 0.4637
"283" "YBL061C" "SKT5" "YMR032W" "HOF1" 1 2 2 "C" NA NA -0.0236
"284" "YBL064C" "PRX1" "YKL086W" "SRX1" 2 2 2 "D" 0.00307 0.114532642738126 0.4848
"285" "YBL068W" "PRS4" "YKL181W" "PRS1" 2 2 2 "D" NA NA NA
"286" "YBL068W" "PRS4" "YOL061W" "PRS5" 4 2 4 "D" 0.12362 0.179100423283238 NA
"287" "YBL074C" "AAR2" "YHR165C" "PRP8" 6 6 11 "A" -0.01836 NA 0.1318
"288" "YBL075C" "SSA3" "YER103W" "SSA4" 2 2 2 "C" 0.23346 -0.239987144858014 0.6834
"289" "YBL075C" "SSA3" "YNL064C" "YDJ1" 2 2 2 "A" 0.03635 NA 0.3582
"290" "YBL076C" "ILS1" "YHR023W" "MYO1" 1 2 2 "C" NA NA 0.2359
"291" "YBL078C" "ATG8" "YGL180W" "ATG1" 4 4 5 "C" 0.23365 0.205539072605874 0.5311
"292" "YBL078C" "ATG8" "YHR171W" "ATG7" 11 7 18 "D" 0.08774 0.247276096280131 0.5391
"293" "YBL078C" "ATG8" "YIL146C" "ATG32" 7 3 10 "D" 0.01144 -0.0643400537294675 0.5197
"294" "YBL078C" "ATG8" "YJL185C" "ATG36" 2 2 2 "D" -0.01591 -0.0372376197595101 NA
"295" "YBL078C" "ATG8" "YLR312C" "ATG39" 1 2 2 "D" -0.0248 -0.0247549845638427 NA
"296" "YBL078C" "ATG8" "YNL223W" "ATG4" 7 4 9 "D" 0.11488 NA 0.5295
"297" "YBL078C" "ATG8" "YOL082W" "ATG19" 9 7 15 "D" 0.02217 -0.0489595531438664 0.5844
"298" "YBL078C" "ATG8" "YOL083W" "ATG34" 3 4 4 "D" -0.00227 -0.00722765359977401 0.6264
"299" "YBL078C" "ATG8" "YOR042W" "CUE5" 2 4 4 "D" -0.02319 -0.111542349112328 0.4002
"300" "YBL078C" "ATG8" "YOR152C" "ATG40" 1 2 2 "D" 0.06742 -0.218292698684664 NA
"301" "YBL078C" "ATG8" "YPL100W" "ATG21" 1 2 2 "D" 0.04335 0.115224527989294 0.46
"302" "YBL079W" "NUP170" "YDR458C" "HEH2" 2 2 2 "C" 0.05079 0.114958784602934 NA
"303" "YBL079W" "NUP170" "YGL092W" "NUP145" 4 3 4 "A" 0.34703 NA 0.6654
"304" "YBL079W" "NUP170" "YML034W" "SRC1" 2 2 2 "C" 0.16574 0.0668268829876579 0.2562
"305" "YBL079W" "NUP170" "YMR153W" "NUP53" 7 3 7 "A" 0.21549 0.111298446188489 NA
"306" "YBL084C" "CDC27" "YBL084C" "CDC27" 2 2 2 "A" NA NA NA
"307" "YBL084C" "CDC27" "YGL240W" "DOC1" 4 5 6 "A" 0.25684 NA NA
"308" "YBL084C" "CDC27" "YHR166C" "CDC23" 7 3 8 "A" 0.23347 NA NA
"309" "YBL084C" "CDC27" "YKL022C" "CDC16" 18 5 20 "A" 0.35298 NA NA
"310" "YBL084C" "CDC27" "YLR102C" "APC9" 3 3 3 "A" 0.2102 NA NA
"311" "YBL085W" "BOI1" "YBL085W" "BOI1" 2 2 2 "D" NA NA NA
"312" "YBL085W" "BOI1" "YBR102C" "EXO84" 2 3 3 "C" 0.07555 NA 0.2828
"313" "YBL085W" "BOI1" "YBR200W" "BEM1" 5 6 6 "C" 0.01675 NA 0.2427
"314" "YBL085W" "BOI1" "YDR085C" "AFR1" 2 2 2 "D" -0.0157 -0.0167712948435258 -0.0171
"315" "YBL085W" "BOI1" "YDR164C" "SEC1" 1 2 2 "D" 0.05998 NA 0.195
"316" "YBL085W" "BOI1" "YDR166C" "SEC5" 1 2 2 "C" 0.06447 NA 0.2602
"317" "YBL085W" "BOI1" "YDR239C" "" 2 2 2 "D" 0.03938 -0.00939202883474172 0.1939
"318" "YBL085W" "BOI1" "YER008C" "SEC3" 2 3 3 "C" 0.04825 NA 0.3413
"319" "YBL085W" "BOI1" "YER032W" "FIR1" 1 2 2 "D" 0.03559 0.0951700257464393 0.4446
"320" "YBL085W" "BOI1" "YER124C" "DSE1" 3 2 3 "D" -0.03037 -0.0549235936113319 0.0193
"321" "YBL085W" "BOI1" "YER158C" "" 3 3 4 "D" 0.0284 -0.0245244994205224 NA
"322" "YBL085W" "BOI1" "YGL233W" "SEC15" 1 2 2 "C" 0.14435 NA 0.3206
"323" "YBL085W" "BOI1" "YHL007C" "STE20" 2 2 2 "D" NA 0.00847089225313987 0.3362
"324" "YBL085W" "BOI1" "YJL164C" "TPK1" 2 2 2 "C" -0.01947 0.0385710046353819 NA
"325" "YBL085W" "BOI1" "YJR056C" "" 2 2 3 "D" -0.03482 -0.114805177386357 NA
"326" "YBL085W" "BOI1" "YLR229C" "CDC42" 2 3 3 "C" 0.05096 NA 0.2223
"327" "YBL085W" "BOI1" "YML109W" "ZDS2" 4 3 4 "C" 0.08762 0.273075636206608 0.3326
"328" "YBL085W" "BOI1" "YMR032W" "HOF1" 2 2 2 "D" NA NA 0.2643
"329" "YBL085W" "BOI1" "YMR124W" "EPO1" 4 3 4 "D" 0.06202 -0.133535370398004 0.2149
"330" "YBL085W" "BOI1" "YNL078W" "NIS1" 2 2 2 "D" 0.01201 0.149586710976185 0.1171
"331" "YBL085W" "BOI1" "YOL070C" "NBA1" 3 4 4 "D" -0.00596 -0.12489577876838 0.2791
"332" "YBL087C" "RPL23A" "YDR361C" "BCP1" 2 3 3 "A" 0.1076 NA 0.4258
"333" "YBL099W" "ATP1" "YJL180C" "ATP12" 1 2 2 "C" NA NA NA
"334" "YBL101C" "ECM21" "YOL122C" "SMF1" 1 2 2 "D" 0.01739 0.0826816415782616 0.3155
"335" "YBL103C" "RTG3" "YBR112C" "CYC8" 1 2 2 "B" -0.04778 NA 0.3057
"336" "YBL103C" "RTG3" "YER177W" "BMH1" 1 2 2 "B" -0.04719 NA 0.1907
"337" "YBL103C" "RTG3" "YOL067C" "RTG1" 4 4 5 "A" 0.31107 NA 0.3394
"338" "YBL103C" "RTG3" "YOL108C" "INO4" 1 2 2 "C" 0.04306 NA NA
"339" "YBL103C" "RTG3" "YPL240C" "HSP82" 3 2 3 "B" 0.01713 NA -0.0125
"340" "YBL104C" "SEA4" "YJR138W" "IML1" 2 3 4 "D" -0.14058 NA 0.4081
"341" "YBL105C" "PKC1" "YBL105C" "PKC1" 2 2 2 "A" NA NA NA
"342" "YBL105C" "PKC1" "YEL002C" "WBP1" 1 2 2 "B" 0.04838 NA NA
"343" "YBL105C" "PKC1" "YGL022W" "STT3" 1 2 2 "B" 0.01548 NA NA
"344" "YBL105C" "PKC1" "YML109W" "ZDS2" 2 1 2 "B" 0.04208 NA NA
"345" "YBL105C" "PKC1" "YMR149W" "SWP1" 1 2 2 "B" -0.00538 NA NA
"346" "YBL105C" "PKC1" "YNL088W" "TOP2" 1 2 2 "C" 0.02527 NA NA
"347" "YBL105C" "PKC1" "YPR165W" "RHO1" 11 4 11 "B" 0.08444 NA NA
"348" "YBL106C" "SRO77" "YGR172C" "YIP1" 2 1 2 "D" 0.02866 NA NA
"349" "YBL106C" "SRO77" "YIL033C" "BCY1" 2 1 2 "C" 0.02655 NA NA
"350" "YBL106C" "SRO77" "YLR206W" "ENT2" 2 1 2 "D" 0.01239 0.132328700096047 NA
"351" "YBL106C" "SRO77" "YNL094W" "APP1" 2 1 2 "D" -0.10908 0.246321346886497 NA
"352" "YBL106C" "SRO77" "YOR197W" "MCA1" 2 1 2 "D" 0.05576 0.0868605483088765 NA
"353" "YBL106C" "SRO77" "YPL174C" "NIP100" 2 1 2 "C" 0.02977 0.0317495511953024 NA
"354" "YBR003W" "COQ1" "YJR022W" "LSM8" 2 1 2 "C" -0.02409 NA NA
"355" "YBR005W" "RCR1" "YER125W" "RSP5" 3 5 5 "C" 0.00735 NA 0.1593
"356" "YBR011C" "IPP1" "YBR011C" "IPP1" 2 2 2 "A" NA NA NA
"357" "YBR011C" "IPP1" "YDL156W" "CMR1" 1 2 2 "C" -0.03709 NA -0.0532
"358" "YBR017C" "KAP104" "YDR192C" "NUP42" 2 2 2 "B" 0.02554 NA NA
"359" "YBR017C" "KAP104" "YGL092W" "NUP145" 2 2 2 "B" 0.06599 NA 0.5993
"360" "YBR017C" "KAP104" "YGL122C" "NAB2" 6 5 9 "C" 0.06732 NA 0.3352
"361" "YBR017C" "KAP104" "YGR119C" "NUP57" 2 2 2 "B" 0.08337 NA 0.5977
"362" "YBR017C" "KAP104" "YOL123W" "HRP1" 5 4 6 "B" 0.10652 NA 0.3323
"363" "YBR020W" "GAL1" "YML051W" "GAL80" 5 5 6 "D" -0.01114 0.051643632444918 0.3053
"364" "YBR023C" "CHS3" "YBR023C" "CHS3" 3 3 4 "A" NA NA NA
"365" "YBR023C" "CHS3" "YER118C" "SHO1" 2 2 2 "B" 0.03063 -0.0236964084953354 0.4771
"366" "YBR023C" "CHS3" "YHR142W" "CHS7" 1 2 2 "A" 0.57017 0.71579729131115 0.5592
"367" "YBR023C" "CHS3" "YJL099W" "CHS6" 3 3 4 "A" 0.44608 0.718399741053989 0.2337
"368" "YBR023C" "CHS3" "YJR117W" "STE24" 2 2 2 "C" 0.03459 0.0609990824225266 0.3083
"369" "YBR023C" "CHS3" "YKR027W" "BCH2" 1 2 2 "B" 0.00103 -0.21029180424028 0.2757
"370" "YBR023C" "CHS3" "YMR237W" "BCH1" 1 2 2 "B" -0.01361 0.187539437646504 0.3385
"371" "YBR023C" "CHS3" "YOR299W" "BUD7" 1 2 2 "B" -0.01612 0.10422797464234 0.4072
"372" "YBR025C" "OLA1" "YDL166C" "FAP7" 1 2 2 "D" NA NA 0.2434
"373" "YBR031W" "RPL4A" "YKL117W" "SBA1" 1 2 2 "C" -0.01067 -0.0957085664347969 0.3157
"374" "YBR034C" "HMT1" "YBR034C" "HMT1" 5 4 7 "A" NA NA NA
"375" "YBR034C" "HMT1" "YDL188C" "PPH22" 1 3 3 "B" 0.0474 0.274346640675438 -0.0443
"376" "YBR034C" "HMT1" "YDR206W" "EBS1" 2 2 2 "C" -0.00409 0.1045599512695 0.2361
"377" "YBR034C" "HMT1" "YDR422C" "SIP1" 2 2 2 "B" -0.01799 0.0845833466407607 NA
"378" "YBR034C" "HMT1" "YDR432W" "NPL3" 13 7 17 "C" 0.09885 NA 0.1362
"379" "YBR034C" "HMT1" "YGL122C" "NAB2" 3 3 4 "C" 0.04728 NA 0.2266
"380" "YBR034C" "HMT1" "YGR092W" "DBF2" 1 4 4 "C" 0.01026 0.0932520400560573 0.0318
"381" "YBR034C" "HMT1" "YLR032W" "RAD5" 2 2 2 "B" 0.0063 0.191736633825771 0.1426
"382" "YBR034C" "HMT1" "YLR397C" "AFG2" 2 2 2 "C" 0.0027 NA 0.5227
"383" "YBR034C" "HMT1" "YML032C" "RAD52" 2 2 2 "B" 0.00693 NA 0.1314
"384" "YBR034C" "HMT1" "YMR048W" "CSM3" 2 2 2 "B" 0.0026 0.0528334556577139 0.0724
"385" "YBR034C" "HMT1" "YNL271C" "BNI1" 2 2 2 "B" -0.03856 NA NA
"386" "YBR034C" "HMT1" "YOL123W" "HRP1" 6 3 6 "B" -0.0021 NA 0.144
"387" "YBR034C" "HMT1" "YOR196C" "LIP5" 2 2 2 "C" -0.00175 NA 0.3155
"388" "YBR034C" "HMT1" "YPR129W" "SCD6" 1 2 2 "A" 0.07046 0.210846872383977 -0.036
"389" "YBR036C" "CSG2" "YBR161W" "CSH1" 2 2 2 "D" 0.08298 0.0628794492520357 NA
"390" "YBR036C" "CSG2" "YDL212W" "SHR3" 2 2 2 "D" NA NA NA
"391" "YBR038W" "CHS2" "YDL117W" "CYK3" 1 2 2 "D" 0.272 NA 0.3484
"392" "YBR038W" "CHS2" "YIL109C" "SEC24" 1 2 2 "C" -0.00615 NA 0.3026
"393" "YBR038W" "CHS2" "YLL021W" "SPA2" 1 2 2 "C" 0.11655 NA 0.1022
"394" "YBR038W" "CHS2" "YNL152W" "INN1" 3 3 5 "D" 0.31598 NA 0.11
"395" "YBR041W" "FAT1" "YOR317W" "FAA1" 1 2 2 "A" -0.0835 0.129172698803168 0.1324
"396" "YBR045C" "GIP1" "YER133W" "GLC7" 7 2 8 "A" 0.04027 NA NA
"397" "YBR050C" "REG2" "YDR477W" "SNF1" 1 2 2 "B" -0.04058 NA NA
"398" "YBR050C" "REG2" "YER133W" "GLC7" 4 2 4 "A" -0.05959 NA NA
"399" "YBR055C" "PRP6" "YOR308C" "SNU66" 2 2 2 "A" 0.23539 NA 0.4395
"400" "YBR056W" "" "YPL058C" "PDR12" 1 2 2 "D" 0.08154 0.167185617749566 -0.0916
"401" "YBR057C" "MUM2" "YGL192W" "IME4" 1 2 2 "D" 0.07059 NA 0.0706
"402" "YBR057C" "MUM2" "YIL144W" "NDC80" 2 1 2 "C" -0.01256 NA 0.5098
"403" "YBR057C" "MUM2" "YPL106C" "SSE1" 2 2 2 "D" 0.02657 NA 0.0839
"404" "YBR059C" "AKL1" "YCL032W" "STE50" 2 2 2 "D" NA 0.157129599034484 0.3274
"405" "YBR060C" "ORC2" "YDR052C" "DBF4" 3 2 4 "A" 0.07674 NA 0.3186
"406" "YBR060C" "ORC2" "YFR028C" "CDC14" 1 3 3 "B" 0.1476 NA 0.5178
"407" "YBR060C" "ORC2" "YGR024C" "THG1" 1 2 2 "C" 0.03123 NA 0.1349
"408" "YBR060C" "ORC2" "YHR118C" "ORC6" 6 4 6 "A" 0.38154 NA 0.384
"409" "YBR060C" "ORC2" "YJL194W" "CDC6" 8 5 9 "A" 0.27266 NA 0.2879
"410" "YBR060C" "ORC2" "YJR046W" "TAH11" 1 2 2 "C" 0.18018 NA 0.2854
"411" "YBR060C" "ORC2" "YLL004W" "ORC3" 8 5 9 "A" 0.51905 NA 0.3747
"412" "YBR060C" "ORC2" "YLR117C" "CLF1" 1 2 2 "B" -0.02663 NA 0.2251
"413" "YBR060C" "ORC2" "YML065W" "ORC1" 8 5 8 "A" 0.36122 NA 0.4525
"414" "YBR060C" "ORC2" "YNL261W" "ORC5" 8 4 8 "A" 0.0596 NA 0.3587
"415" "YBR060C" "ORC2" "YPL008W" "CHL1" 1 2 2 "C" 0.18334 NA 0.4216
"416" "YBR060C" "ORC2" "YPL138C" "SPP1" 1 2 2 "B" -0.02943 NA 0.2055
"417" "YBR061C" "TRM7" "YPL183C" "RTT10" 3 3 4 "D" 0.05187 NA 0.7308
"418" "YBR066C" "NRG2" "YDR477W" "SNF1" 1 2 2 "C" -0.06496 NA 0.1108
"419" "YBR073W" "RDH54" "YER179W" "DMC1" 4 2 4 "D" 0.04329 -0.0577153134229098 NA
"420" "YBR077C" "SLM4" "YBR077C" "SLM4" 2 3 4 "A" NA NA NA
"421" "YBR077C" "SLM4" "YCR075W-A" "EGO2" 2 2 3 "C" 0.33119 NA NA
"422" "YBR077C" "SLM4" "YGR163W" "GTR2" 5 4 5 "A" NA 0.811828331348221 0.264
"423" "YBR077C" "SLM4" "YKR007W" "MEH1" 5 5 7 "A" 0.43964 0.835715830831332 NA
"424" "YBR077C" "SLM4" "YML121W" "GTR1" 5 5 6 "A" 0.49223 0.752463346690288 0.2929
"425" "YBR079C" "RPG1" "YMR309C" "NIP1" 11 11 18 "A" 0.10074 NA 0.6877
"426" "YBR079C" "RPG1" "YNL243W" "SLA2" 1 2 2 "C" 0.01216 NA NA
"427" "YBR081C" "SPT7" "YDR167W" "TAF10" 12 5 14 "A" NA NA 0.2329
"428" "YBR082C" "UBC4" "YER068W" "MOT2" 6 3 6 "B" NA NA 0.1499
"429" "YBR082C" "UBC4" "YER125W" "RSP5" 13 4 14 "B" 0.04628 NA 0.3502
"430" "YBR082C" "UBC4" "YHR027C" "RPN1" 1 2 2 "B" 0.17255 NA 0.5735
"431" "YBR082C" "UBC4" "YHR193C" "EGD2" 1 2 2 "B" 0.04866 NA 0.4877
"432" "YBR082C" "UBC4" "YKL034W" "TUL1" 1 2 2 "C" -0.02218 NA 0.1102
"433" "YBR083W" "TEC1" "YER125W" "RSP5" 1 2 2 "C" -0.00498 NA -0.0054
"434" "YBR083W" "TEC1" "YKR077W" "MSA2" 1 2 2 "D" -0.00624 0.227244530954436 NA
"435" "YBR086C" "IST2" "YGR142W" "BTN2" 1 2 2 "D" -0.01096 NA 0.021
"436" "YBR086C" "IST2" "YKL212W" "SAC1" 2 2 2 "D" 0.01277 NA 0.3702
"437" "YBR087W" "RFC5" "YBR088C" "POL30" 3 2 3 "C" 0.08858 NA 0.6167
"438" "YBR087W" "RFC5" "YJR068W" "RFC2" 6 4 6 "A" 0.35472 NA 0.3567
"439" "YBR087W" "RFC5" "YOR144C" "ELG1" 6 3 6 "A" 0.48602 NA 0.4802
"440" "YBR088C" "POL30" "YBR088C" "POL30" 17 8 23 "D" NA NA NA
"441" "YBR088C" "POL30" "YCR066W" "RAD18" 8 3 10 "C" 0.02463 NA 0.1529
"442" "YBR088C" "POL30" "YDL064W" "UBC9" 5 3 5 "D" 0.03732 NA 0.2703
"443" "YBR088C" "POL30" "YDL164C" "CDC9" 5 4 6 "D" 0.06266 NA 0.6546
"444" "YBR088C" "POL30" "YDR097C" "MSH6" 10 6 12 "D" 0.04502 NA 0.5393
"445" "YBR088C" "POL30" "YDR409W" "SIZ1" 5 2 6 "D" -0.09709 NA -0.0242
"446" "YBR088C" "POL30" "YDR419W" "RAD30" 12 5 15 "D" 0.00338 NA 0.0988
"447" "YBR088C" "POL30" "YDR510W" "SMT3" 3 4 4 "D" 0.05293 NA 0.0871
"448" "YBR088C" "POL30" "YFR027W" "ECO1" 4 3 4 "D" 0.07006 NA 0.4881
"449" "YBR088C" "POL30" "YGL163C" "RAD54" 3 2 4 "C" 0.10938 NA 0.105
"450" "YBR088C" "POL30" "YHR031C" "RRM3" 4 2 5 "D" 0.05671 NA 0.1521
"451" "YBR088C" "POL30" "YIL150C" "MCM10" 3 3 5 "D" -0.0358 NA 0.0596
"452" "YBR088C" "POL30" "YJL092W" "SRS2" 8 7 12 "D" 0.03558 NA 0.3186
"453" "YBR088C" "POL30" "YJR043C" "POL32" 11 4 14 "C" 0.07325 NA 0.6627
"454" "YBR088C" "POL30" "YJR068W" "RFC2" 3 2 3 "C" 0.03969 NA 0.2049
"455" "YBR088C" "POL30" "YKL113C" "RAD27" 4 4 6 "D" 0.0922 NA 0.6598
"456" "YBR088C" "POL30" "YLR032W" "RAD5" 7 3 10 "C" 0.08414 NA 0.4312
"457" "YBR088C" "POL30" "YML021C" "UNG1" 2 3 4 "D" 0.01984 NA 0.382
"458" "YBR088C" "POL30" "YML061C" "PIF1" 2 2 3 "D" 0.00281 NA 0.456
"459" "YBR088C" "POL30" "YMR167W" "MLH1" 2 2 2 "D" 0.0222 NA 0.0214
"460" "YBR088C" "POL30" "YNL218W" "MGS1" 1 2 2 "D" 0.00341 NA 0.3147
"461" "YBR088C" "POL30" "YNL290W" "RFC3" 2 2 2 "C" NA NA 0.4177
"462" "YBR088C" "POL30" "YOL090W" "MSH2" 7 3 7 "D" 0.03716 NA 0.529
"463" "YBR088C" "POL30" "YOL094C" "RFC4" 2 2 2 "C" 0.06186 NA 0.453
"464" "YBR088C" "POL30" "YOR144C" "ELG1" 4 5 7 "C" 0.12176 NA 0.5158
"465" "YBR088C" "POL30" "YOR191W" "ULS1" 1 2 2 "D" NA NA NA
"466" "YBR088C" "POL30" "YOR217W" "RFC1" 3 3 3 "C" 0.11167 NA 0.326
"467" "YBR088C" "POL30" "YOR346W" "REV1" 7 3 7 "C" 0.00294 NA 0.1796
"468" "YBR088C" "POL30" "YPR018W" "RLF2" 5 3 5 "C" 0.06401 NA 0.4939
"469" "YBR089C-A" "NHP6B" "YCR084C" "TUP1" 2 2 3 "C" NA NA NA
"470" "YBR089C-A" "NHP6B" "YDL092W" "SRP14" 1 2 2 "C" NA NA NA
"471" "YBR089C-A" "NHP6B" "YDR224C" "HTB1" 1 2 2 "C" NA NA NA
"472" "YBR089C-A" "NHP6B" "YDR225W" "HTA1" 1 2 2 "C" -0.02414 0.00703800748034399 NA
"473" "YBR089C-A" "NHP6B" "YDR311W" "TFB1" 1 2 2 "C" -0.0367 NA NA
"474" "YBR089C-A" "NHP6B" "YGL025C" "PGD1" 1 2 2 "C" NA NA NA
"475" "YBR089C-A" "NHP6B" "YGR005C" "TFG2" 1 2 2 "C" 0.07645 NA NA
"476" "YBR089C-A" "NHP6B" "YHR154W" "RTT107" 1 2 2 "D" -0.03267 -0.00832055318659075 NA
"477" "YBR089C-A" "NHP6B" "YJL140W" "RPB4" 1 2 2 "C" NA NA NA
"478" "YBR089C-A" "NHP6B" "YPL248C" "GAL4" 1 2 2 "D" NA 0.159131613795643 NA
"479" "YBR089C-A" "NHP6B" "YPR056W" "TFB4" 1 2 2 "C" -0.01498 NA NA
"480" "YBR097W" "VPS15" "YLR240W" "VPS34" 6 4 7 "A" NA NA NA
"481" "YBR097W" "VPS15" "YPL120W" "VPS30" 4 6 7 "A" 0.13337 NA NA
"482" "YBR098W" "MMS4" "YDR386W" "MUS81" 12 7 13 "D" 0.57926 0.730945162251335 0.583
"483" "YBR098W" "MMS4" "YJL090C" "DPB11" 3 2 5 "C" 0.0494 NA 0.508
"484" "YBR102C" "EXO84" "YBR102C" "EXO84" 2 1 2 "A" NA NA NA
"485" "YBR102C" "EXO84" "YDR166C" "SEC5" 4 3 5 "A" 0.25913 NA 0.5941
"486" "YBR102C" "EXO84" "YGL233W" "SEC15" 6 3 6 "A" 0.37471 NA 0.5535
"487" "YBR102C" "EXO84" "YIL061C" "SNP1" 1 2 2 "B" NA NA 0.3569
"488" "YBR102C" "EXO84" "YLR166C" "SEC10" 5 4 6 "A" 0.32616 NA 0.4984
"489" "YBR102C" "EXO84" "YNR046W" "TRM112" 2 2 2 "C" -0.00354 NA 0.0551
"490" "YBR102C" "EXO84" "YPR032W" "SRO7" 2 2 3 "B" 0.05531 NA 0.5026
"491" "YBR103W" "SIF2" "YDR227W" "SIR4" 3 1 3 "B" NA NA NA
"492" "YBR103W" "SIF2" "YIL112W" "HOS4" 2 2 2 "A" 0.1886 0.508511154286887 0.4483
"493" "YBR103W" "SIF2" "YOR319W" "HSH49" 2 2 2 "B" 0.0264 NA 0.2108
"494" "YBR106W" "PHO88" "YBR283C" "SSH1" 2 2 2 "C" NA NA 0.4131
"495" "YBR106W" "PHO88" "YDR297W" "SUR2" 2 2 2 "D" NA NA 0.319
"496" "YBR106W" "PHO88" "YEL002C" "WBP1" 2 2 2 "C" NA NA 0.3721
"497" "YBR106W" "PHO88" "YER087C-B" "SBH1" 2 2 2 "C" NA NA NA
"498" "YBR106W" "PHO88" "YGL055W" "OLE1" 2 2 2 "D" NA NA 0.2747
"499" "YBR106W" "PHO88" "YGR060W" "ERG25" 2 2 2 "D" NA NA 0.4023
"500" "YBR106W" "PHO88" "YLR378C" "SEC61" 2 2 2 "C" NA NA 0.3324
"501" "YBR106W" "PHO88" "YML123C" "PHO84" 2 2 2 "D" NA NA 0.1374
"502" "YBR107C" "IML3" "YBR107C" "IML3" 2 2 2 "A" NA NA NA
"503" "YBR107C" "IML3" "YDR254W" "CHL4" 8 5 9 "A" 0.56022 0.367700949959247 NA
"504" "YBR107C" "IML3" "YGL071W" "AFT1" 2 2 2 "C" 0.00566 NA NA
"505" "YBR107C" "IML3" "YIR010W" "DSN1" 4 2 4 "B" 0.30035 NA NA
"506" "YBR108W" "AIM3" "YDR388W" "RVS167" 5 5 7 "D" 0.0776 NA NA
"507" "YBR108W" "AIM3" "YFR024C-A" "LSB3" 2 2 3 "D" -0.0156 -0.0877525329252918 NA
"508" "YBR108W" "AIM3" "YHR016C" "YSC84" 2 3 4 "D" -0.00783 0.213810443253576 NA
"509" "YBR108W" "AIM3" "YHR114W" "BZZ1" 1 2 2 "D" 0.12914 0.236874989666163 NA
"510" "YBR109C" "CMD1" "YDR356W" "SPC110" 9 6 10 "A" -0.09249 NA 0.1009
"511" "YBR109C" "CMD1" "YKL042W" "SPC42" 3 2 3 "A" 0.07127 NA -0.1877
"512" "YBR109C" "CMD1" "YLR433C" "CNA1" 3 3 3 "B" -0.05752 NA 0.024
"513" "YBR109C" "CMD1" "YMR109W" "MYO5" 4 4 6 "C" 0.2272 NA 0.2187
"514" "YBR109C" "CMD1" "YMR111C" "" 2 1 2 "C" 0.01827 NA 0.0798
"515" "YBR109C" "CMD1" "YNL225C" "CNM67" 2 1 2 "A" NA NA NA
"516" "YBR109C" "CMD1" "YNR035C" "ARC35" 3 3 4 "B" 0.31548 NA 0.4223
"517" "YBR109C" "CMD1" "YOR326W" "MYO2" 3 3 4 "A" 0.43013 NA 0.1065
"518" "YBR109C" "CMD1" "YPL124W" "SPC29" 2 1 2 "A" -0.05023 NA NA
"519" "YBR109C" "CMD1" "YPL242C" "IQG1" 3 3 3 "C" 0.08562 NA 0.0212
"520" "YBR110W" "ALG1" "YBR110W" "ALG1" 2 2 2 "D" NA NA NA
"521" "YBR111W-A" "SUS1" "YOR257W" "CDC31" 7 5 10 "A" NA NA 0.4182
"522" "YBR111W-A" "SUS1" "YPL047W" "SGF11" 10 6 14 "A" 0.30914 NA 0.3442
"523" "YBR112C" "CYC8" "YCR084C" "TUP1" 16 5 16 "A" NA NA 0.3158
"524" "YBR112C" "CYC8" "YDR043C" "NRG1" 2 2 3 "C" 0.02965 NA -0.091
"525" "YBR112C" "CYC8" "YGL025C" "PGD1" 1 2 2 "B" NA NA 0.3623
"526" "YBR112C" "CYC8" "YGL035C" "MIG1" 2 2 2 "C" 0.07461 NA 0.2173
"527" "YBR112C" "CYC8" "YGL162W" "SUT1" 2 3 3 "C" 0.09481 NA 0.1863
