A,B
YAL041W,YHR107C
YAL041W,YIL062C
YAL041W,YIL118W
YAL041W,YIL150C
YAL041W,YIR006C
YAL041W,YJL002C
YAL041W,YJL025W
YAL041W,YJL081C
YAL041W,YJL090C
YAL041W,YJL091C
YAL041W,YJL097W
YAL041W,YJL194W
YAL041W,YJR045C
YAL041W,YJR076C
YAL041W,YJR141W
YAL041W,YKL019W
YAL041W,YKL021C
YAL041W,YKL095W
YAL041W,YKL104C
YAL041W,YKL112W
YAL041W,YKL145W
YAL041W,YKL173W
YAL041W,YLL036C
YAL041W,YLR086W
YAL041W,YLR166C
YAL041W,YLR195C
YAL041W,YLR208W
YAL041W,YLR229C
YAL041W,YML015C
YAL041W,YML069W
YAL041W,YML098W
YAL041W,YMR005W
YAL041W,YMR028W
YAL041W,YMR043W
YAL041W,YMR093W
YAL041W,YMR168C
YAL041W,YMR236W
YAL041W,YMR277W
YAL041W,YMR298W
YAL041W,YNL061W
YAL041W,YNL118C
YAL041W,YNL138W
YAL041W,YNR053C
YAL041W,YOL034W
YAL041W,YOL038W
YAL041W,YOL094C
YAL041W,YOL123W
YAL041W,YOR020C
YAL041W,YOR103C
YAL041W,YOR116C
YAL041W,YOR122C
YAL041W,YOR151C
YAL041W,YOR168W
YAL041W,YOR174W
YAL041W,YOR181W
YAL041W,YOR194C
YAL041W,YOR236W
YAL041W,YOR254C
YAL041W,YOR326W
YAL041W,YOR370C
YAL041W,YPL082C
YAL041W,YPL094C
YAL041W,YPR016C
YAL041W,YPR033C
YAL041W,YPR055W
YAL041W,YPR162C
YAL041W,YPR168W
YAL043C,YBL076C
YAL043C,YBL097W
YAL043C,YBR193C
YAL043C,YDL003W
YAL043C,YDL043C
YAL043C,YDL102W
YAL043C,YDL111C
YAL043C,YDL140C
YAL043C,YDL147W
YAL043C,YDL207W
YAL043C,YDR164C
YAL043C,YDR172W
YAL043C,YDR182W
YAL043C,YDR238C
YAL043C,YDR246W
YAL043C,YDR292C
YAL043C,YDR416W
YAL043C,YFL005W
YAL043C,YGL044C
YAL043C,YGL091C
YAL043C,YGL112C
YAL043C,YGL130W
YAL043C,YGL137W
YAL043C,YGL145W
YAL043C,YGR091W
YAL043C,YGR156W
YAL043C,YGR195W
YAL043C,YGR264C
YAL043C,YHR058C
YAL043C,YIL118W
YAL043C,YIR008C
YAL043C,YJL072C
YAL043C,YJR017C
YAL043C,YJR057W
YAL043C,YJR093C
YAL043C,YJR141W
YAL043C,YKL018W
YAL043C,YKL045W
YAL043C,YKR068C
YAL043C,YLL050C
YAL043C,YLR005W
YAL043C,YLR088W
YAL043C,YLR115W
YAL043C,YLR215C
YAL043C,YLR310C
YAL043C,YLR316C
YAL043C,YLR430W
YAL043C,YML069W
YAL043C,YMR112C
YAL043C,YMR239C
YAL043C,YMR268C
YAL043C,YMR281W
YAL043C,YMR298W
YAL043C,YOL123W
YAL043C,YOR048C
YAL043C,YOR149C
YAL043C,YOR250C
YAL043C,YPR176C
YAR019C,YBR058CA
YAR019C,YBR109C
YAR019C,YBR156C
YAR019C,YBR198C
YAR019C,YCL059C
YAR019C,YCR052W
YAR019C,YDL007W
YAR019C,YDL030W
YAR019C,YDL064W
YAR019C,YDL097C
YAR019C,YDL103C
YAR019C,YDL111C
YAR019C,YDL193W
YAR019C,YDL207W
YAR019C,YDL217C
YAR019C,YDR002W
YAR019C,YDR021W
YAR019C,YDR044W
YAR019C,YDR060W
YAR019C,YDR087C
YAR019C,YDR168W
YAR019C,YDR228C
YAR019C,YDR238C
YAR019C,YDR292C
YAR019C,YDR478W
YAR019C,YDR527W
YAR019C,YFL017C
YAR019C,YFR004W
YAR019C,YFR028C
YAR019C,YFR052W
YAR019C,YGL011C
YAR019C,YGL022W
YAR019C,YGL044C
YAR019C,YGL048C
YAR019C,YGL073W
YAR019C,YGL116W
YAR019C,YGL145W
YAR019C,YGL155W
YAR019C,YGL247W
YAR019C,YGR006W
YAR019C,YGR092W
YAR019C,YGR195W
YAR019C,YHR020W
YAR019C,YHR024C
YAR019C,YHR166C
YAR019C,YHR196W
YAR019C,YIL068C
YAR019C,YIL083C
YAR019C,YIL106W
YAR019C,YIR011C
YAR019C,YJL081C
YAR019C,YJL203W
YAR019C,YJR064W
YAR019C,YJR141W
YAR019C,YKL021C
YAR019C,YKL104C
YAR019C,YKL145W
YAR019C,YKL173W
YAR019C,YKL203C
YAR019C,YKR081C
YAR019C,YLL036C
YAR019C,YLR005W
YAR019C,YLR022C
YAR019C,YLR045C
YAR019C,YLR115W
YAR019C,YLR195C
YAR019C,YLR316C
YAR019C,YLR340W
YAR019C,YLR347C
YAR019C,YML064C
YAR019C,YML065W
YAR019C,YML105C
YAR019C,YML127W
YAR019C,YMR033W
YAR019C,YMR076C
YAR019C,YMR093W
YAR019C,YMR236W
YAR019C,YMR239C
YAR019C,YNL006W
YAR019C,YOL021C
YAR019C,YOL123W
YAR019C,YOR020C
YAR019C,YOR074C
YAR019C,YOR250C
YAR019C,YOR259C
YAR019C,YPL020C
YAR019C,YPR016C
YAR019C,YPR025C
YAR019C,YPR034W
YAR019C,YPR108W
YAR019C,YPR133C
YAL041W,YBL020W
YBL020W,YBR202W
YBL020W,YCL059C
YBL020W,YDL143W
YBL020W,YDL145C
YBL020W,YDL148C
YBL020W,YDL193W
YBL020W,YDR021W
YBL020W,YDR062W
YBL020W,YDR141C
YBL020W,YDR182W
YBL020W,YDR196C
YBL020W,YDR212W
YBL020W,YDR339C
YBL020W,YDR361C
YBL020W,YDR373W
YBL020W,YDR434W
YBL020W,YDR531W
YBL020W,YER133W
YBL020W,YFL005W
YBL020W,YFL039C
YBL020W,YFR051C
YBL020W,YGL022W
YBL020W,YGL061C
YBL020W,YGL137W
YBL020W,YGL142C
YBL020W,YGL233W
YBL020W,YGR002C
YBL020W,YGR119C
YBL020W,YGR120C
YBL020W,YGR211W
YBL020W,YHR101C
YBL020W,YIL048W
YBL020W,YIL118W
YBL020W,YIR006C
YBL020W,YJL011C
YBL020W,YJL104W
YBL020W,YJL174W
YBL020W,YJL203W
YBL020W,YJR068W
YBL020W,YKL125W
YBL020W,YKR068C
YBL020W,YLL031C
YBL020W,YLL035W
YBL020W,YLR078C
YBL020W,YLR268W
YBL020W,YLR293C
YBL020W,YLR305C
YBL020W,YLR316C
YBL020W,YLR459W
YBL020W,YML023C
YBL020W,YML077W
YBL020W,YML105C
YBL020W,YML126C
YBL020W,YMR013C
YBL020W,YMR200W
YBL020W,YMR235C
YBL020W,YMR296C
YBL020W,YNL038W
YBL020W,YNL061W
YBL020W,YNL138W
YBL020W,YOL102C
YBL020W,YOR122C
YBL020W,YOR204W
YBL020W,YOR244W
YBL020W,YOR249C
YBL020W,YOR336W
YBL020W,YPL082C
YBL020W,YPL094C
YBL020W,YPL169C
YBL020W,YPR055W
YBL020W,YPR103W
YBL020W,YPR183W
YAR007C,YBL023C
YBL023C,YBR202W
YBL023C,YDL017W
YBL023C,YDL045C
YBL023C,YDL102W
YBL023C,YDR052C
YBL023C,YDR087C
YBL023C,YDR113C
YBL023C,YER157W
YBL023C,YFR028C
YBL023C,YGL097W
YBL023C,YGL113W
YBL023C,YGR172C
YBL023C,YHR036W
YBL023C,YHR118C
YBL023C,YHR164C
YBL023C,YIL106W
YBL023C,YJL194W
YBL023C,YJR046W
YBL023C,YJR057W
YBL023C,YLL004W
YBL023C,YLR195C
YBL023C,YLR222C
YBL023C,YLR274W
YBL023C,YLR298C
YBL023C,YML065W
YBL023C,YML069W
YBL023C,YML105C
YBL023C,YPL190C
YBL023C,YPR019W
YBL023C,YPR162C
YBL026W,YDL028C
YBL026W,YDL087C
YBL026W,YDL098C
YBL026W,YDL140C
YBL026W,YDL220C
YBL026W,YDR002W
YBL026W,YDR021W
YBL026W,YDR045C
YBL026W,YDR052C
YBL026W,YDR062W
YBL026W,YDR088C
YBL026W,YDR172W
YBL026W,YDR182W
YBL026W,YDR188W
YBL026W,YDR240C
YBL026W,YDR243C
YBL026W,YDR311W
YBL026W,YDR325W
YBL026W,YDR331W
YBL026W,YDR362C
YBL026W,YDR473C
YBL026W,YDR478W
YBL026W,YFL034CB
YBL026W,YFR005C
YBL026W,YFR037C
YBL026W,YGL044C
YBL026W,YGL098W
YBL026W,YGR002C
YBL026W,YGR006W
YBL026W,YGR047C
YBL026W,YGR091W
YBL026W,YGR119C
YBL026W,YGR274C
YBL026W,YHR085W
YBL026W,YHR118C
YBL026W,YJL011C
YBL026W,YJL025W
YBL026W,YJL039C
YBL026W,YJL081C
YBL026W,YJR017C
YBL026W,YJR045C
YBL026W,YKL095W
YBL026W,YKL112W
YBL026W,YKL173W
YBL026W,YKL196C
YBL026W,YKL203C
YBL026W,YLR022C
YBL026W,YLR026C
YBL026W,YLR078C
YBL026W,YLR117C
YBL026W,YLR268W
YBL026W,YLR298C
YBL026W,YLR310C
YBL026W,YLR316C
YBL026W,YLR317W
YBL026W,YLR347C
YBL026W,YLR397C
YBL026W,YLR430W
YBL026W,YLR459W
YBL026W,YML046W
YBL026W,YML049C
YBL026W,YML065W
YBL026W,YML126C
YBL026W,YML127W
YBL026W,YMR033W
YBL026W,YMR197C
YBL026W,YMR240C
YBL026W,YMR268C
YBL026W,YNL118C
YBL026W,YNL138W
YBL026W,YNR003C
YBL026W,YNR026C
YBL026W,YOR020C
YBL026W,YOR057W
YBL026W,YOR074C
YBL026W,YOR116C
YBL026W,YOR151C
YBL026W,YOR181W
YBL026W,YOR194C
YBL026W,YOR204W
YBL026W,YOR249C
YBL026W,YOR259C
YBL026W,YOR326W
YBL026W,YOR341W
YBL026W,YOR370C
YBL026W,YPL085W
YBL026W,YPL128C
YBL026W,YPL160W
YBL026W,YPL169C
YBL026W,YPL228W
YBL026W,YPR034W
YBL026W,YPR086W
YBL026W,YPR094W
YBL026W,YPR162C
YBL026W,YPR178W
YBL034C,YCL059C
YBL034C,YCR093W
YBL034C,YDL003W
YBL034C,YDL017W
YBL034C,YDL028C
YBL034C,YDL029W
YBL034C,YDL043C
YBL034C,YDL045C
YBL034C,YDL098C
YBL034C,YDL143W
YBL034C,YDL148C
YBL034C,YDL209C
YBL034C,YDR002W
YBL034C,YDR016C
YBL034C,YDR021W
YBL034C,YDR044W
YBL034C,YDR052C
YBL034C,YDR062W
YBL034C,YDR081C
YBL034C,YDR082W
YBL034C,YDR088C
YBL034C,YDR113C
YBL034C,YDR145W
YBL034C,YDR180W
YBL034C,YDR182W
YBL034C,YDR188W
YBL034C,YDR201W
YBL034C,YDR212W
YBL034C,YDR243C
YBL034C,YDR292C
YBL034C,YDR303C
YBL034C,YDR325W
YBL034C,YDR356W
YBL034C,YDR416W
YBL034C,YDR473C
YBL034C,YDR527W
YBL034C,YER093C
YBL034C,YER133W
YBL034C,YER147C
YBL034C,YER168C
YBL034C,YFL008W
YBL034C,YFL009W
YBL034C,YFL017C
YBL034C,YFR027W
YBL034C,YFR052W
YBL034C,YGL065C
YBL034C,YGL073W
YBL034C,YGL091C
YBL034C,YGL093W
YBL034C,YGL113W
YBL034C,YGL116W
YBL034C,YGL120C
YBL034C,YGL130W
YBL034C,YGR002C
YBL034C,YGR006W
YBL034C,YGR098C
YBL034C,YGR113W
YBL034C,YGR119C
YBL034C,YGR179C
YBL034C,YGR185C
YBL034C,YGR245C
YBL034C,YGR264C
YBL034C,YGR277C
YBL034C,YGR278W
YBL034C,YHR040W
YBL034C,YHR058C
YBL034C,YHR085W
YBL034C,YHR118C
YBL034C,YHR122W
YBL034C,YHR164C
YBL034C,YHR166C
YBL034C,YHR172W
YBL034C,YHR190W
YBL034C,YHR191C
YBL034C,YHR196W
YBL034C,YIL062C
YBL034C,YIL083C
YBL034C,YIL144W
YBL034C,YIR010W
YBL034C,YIR011C
YBL034C,YJL005W
YBL034C,YJL011C
YBL034C,YJL035C
YBL034C,YJL074C
YBL034C,YJL104W
YBL034C,YJR007W
YBL034C,YJR045C
YBL034C,YJR057W
YBL034C,YJR064W
YBL034C,YJR065C
YBL034C,YJR068W
YBL034C,YJR141W
YBL034C,YKL019W
YBL034C,YKL052C
YBL034C,YKL089W
YBL034C,YKL095W
YBL034C,YKL112W
YBL034C,YKL173W
YBL034C,YKL193C
YBL034C,YKL203C
YBL034C,YLL004W
YBL034C,YLL036C
YBL034C,YLR005W
YBL034C,YLR007W
YBL034C,YLR022C
YBL034C,YLR060W
YBL034C,YLR071C
YBL034C,YLR078C
YBL034C,YLR086W
YBL034C,YLR117C
YBL034C,YLR186W
YBL034C,YLR195C
YBL034C,YLR276C
YBL034C,YLR293C
YBL034C,YLR314C
YBL034C,YLR397C
YBL034C,YLR430W
YBL034C,YML015C
YBL034C,YML105C
YBL034C,YMR005W
YBL034C,YMR028W
YBL034C,YMR076C
YBL034C,YMR093W
YBL034C,YMR117C
YBL034C,YMR213W
YBL034C,YMR236W
YBL034C,YMR290C
YBL034C,YNL062C
YBL034C,YNL118C
YBL034C,YNR011C
YBL034C,YNR017W
YBL034C,YNR053C
YBL034C,YOL034W
YBL034C,YOL069W
YBL034C,YOL102C
YBL034C,YOR057W
YBL034C,YOR151C
YBL034C,YOR224C
YBL034C,YOR232W
YBL034C,YOR260W
YBL034C,YOR262W
YBL034C,YOR341W
YBL034C,YOR361C
YBL034C,YPL082C
YBL034C,YPL128C
YBL034C,YPL169C
YBL034C,YPL204W
YBL034C,YPL209C
YBL034C,YPL211W
YBL034C,YPL233W
YBL034C,YPL235W
YBL034C,YPR088C
YBL034C,YPR108W
YBL034C,YPR162C
YBL034C,YKR083C
YBL035C,YBR087W
YBL035C,YBR198C
YBL035C,YBR202W
YBL035C,YBR211C
YBL035C,YCL059C
YBL035C,YCR052W
YBL035C,YDL003W
YBL035C,YDL028C
YBL035C,YDL030W
YBL035C,YDL043C
YBL035C,YDL102W
YBL035C,YDL105W
YBL035C,YDL143W
YBL035C,YDL220C
YBL035C,YDR013W
YBL035C,YDR052C
YBL035C,YDR060W
YBL035C,YDR082W
YBL035C,YDR113C
YBL035C,YDR168W
YBL035C,YDR212W
YBL035C,YDR228C
YBL035C,YDR288W
YBL035C,YDR292C
YBL035C,YDR361C
YBL035C,YDR362C
YBL035C,YDR398W
YBL035C,YDR449C
YBL035C,YDR489W
YBL035C,YDR510W
YBL035C,YER148W
YBL035C,YFL005W
YBL035C,YFL017C
YBL035C,YFR027W
YBL035C,YFR028C
YBL035C,YFR037C
YBL035C,YGL022W
YBL035C,YGL044C
YBL035C,YGL112C
YBL035C,YGL113W
YBL035C,YGL116W
YBL035C,YGL130W
YBL035C,YGR094W
YBL035C,YGR179C
YBL035C,YGR211W
YBL035C,YGR216C
YBL035C,YGR274C
YBL035C,YGR278W
YBL035C,YHR036W
YBL035C,YHR088W
YBL035C,YHR118C
YBL035C,YHR164C
YBL035C,YHR166C
YBL035C,YHR191C
YBL035C,YHR196W
YBL035C,YIL106W
YBL035C,YIL109C
YBL035C,YIL118W
YBL035C,YIR008C
YBL035C,YJL025W
YBL035C,YJL072C
YBL035C,YJL074C
YBL035C,YJL090C
YBL035C,YJL194W
YBL035C,YJL203W
YBL035C,YJR006W
YBL035C,YJR057W
YBL035C,YJR065C
YBL035C,YJR068W
YBL035C,YJR076C
YBL035C,YJR093C
YBL035C,YKL022C
YBL035C,YKL045W
YBL035C,YKL125W
YBL035C,YKL193C
YBL035C,YKR086W
YBL035C,YLL004W
YBL035C,YLR007W
YBL035C,YLR033W
YBL035C,YLR060W
YBL035C,YLR088W
YBL035C,YLR103C
YBL035C,YLR105C
YBL035C,YLR115W
YBL035C,YLR127C
YBL035C,YLR186W
YBL035C,YLR222C
YBL035C,YLR229C
YBL035C,YLR274W
YBL035C,YLR347C
YBL035C,YLR430W
YBL035C,YML023C
YBL035C,YML065W
YBL035C,YML069W
YBL035C,YML098W
YBL035C,YML114C
YBL035C,YML127W
YBL035C,YML130C
YBL035C,YMR005W
YBL035C,YMR028W
YBL035C,YMR043W
YBL035C,YMR093W
YBL035C,YMR229C
YBL035C,YMR236W
YBL035C,YMR268C
YBL035C,YNL102W
YBL035C,YNR003C
YBL035C,YNR038W
YBL035C,YNR053C
YBL035C,YOL094C
YBL035C,YOL123W
YBL035C,YOL144W
YBL035C,YOR174W
YBL035C,YOR194C
YBL035C,YOR224C
YBL035C,YOR249C
YBL035C,YOR250C
YBL035C,YOR341W
YBL035C,YPL204W
YBL035C,YPL211W
YBL035C,YPL266W
YBL035C,YPR082C
YBL035C,YPR085C
YBL035C,YPR133C
YBL035C,YPR161C
YBL035C,YPR162C
YBL035C,YPR183W
YBL035C,YPR190C
YBL041W,YBR202W
YBL041W,YDL008W
YBL041W,YDL102W
YBL041W,YDL126C
YBL041W,YDL132W
YBL041W,YDL140C
YBL041W,YDL147W
YBL041W,YDL208W
YBL041W,YDR021W
YBL041W,YDR054C
YBL041W,YDR060W
YBL041W,YDR086C
YBL041W,YDR088C
YBL041W,YDR196C
YBL041W,YDR236C
YBL041W,YDR356W
YBL041W,YDR498C
YBL041W,YER094C
YBL041W,YER125W
YBL041W,YER168C
YBL041W,YFL008W
YBL041W,YFL039C
YBL041W,YFL045C
YBL041W,YFR005C
YBL041W,YFR027W
YBL041W,YFR028C
YBL041W,YFR050C
YBL041W,YFR052W
YBL041W,YGL011C
YBL041W,YGL048C
YBL041W,YGL097W
YBL041W,YGL116W
YBL041W,YGL142C
YBL041W,YGL207W
YBL041W,YGR006W
YBL041W,YGR098C
YBL041W,YGR113W
YBL041W,YGR119C
YBL041W,YGR264C
YBL041W,YHR036W
YBL041W,YHR166C
YBL041W,YHR188C
YBL041W,YHR191C
YBL041W,YIL046W
YBL041W,YIR011C
YBL041W,YJL091C
YBL041W,YJL104W
YBL041W,YJL194W
YBL041W,YJR065C
YBL041W,YJR076C
YBL041W,YKL125W
YBL041W,YKL145W
YBL041W,YKR081C
YBL041W,YLL050C
YBL041W,YLR008C
YBL041W,YLR060W
