A,B
YBL026W,YLR127C
YBL026W,YLR186W
YBL026W,YLR197W
YBL026W,YLR293C
YBL026W,YML105C
YBL026W,YMR112C
YBL026W,YMR168C
YBL026W,YMR277W
YBL026W,YMR290C
YBL026W,YNL002C
YBL026W,YOL077C
YBL026W,YOR254C
YBL026W,YOR272W
YBL026W,YPL094C
YBL026W,YPL233W
YBL026W,YPR016C
YBL026W,YPR085C
YBL026W,YPR161C
YBL034C,YBR254C
YBL034C,YBR265W
YBL034C,YCR002C
YBL034C,YCR052W
YBL034C,YDL008W
YBL034C,YDL014W
YBL034C,YDL015C
YBL034C,YDL102W
YBL034C,YDL108W
YBL034C,YDL145C
YBL034C,YDL147W
YBL034C,YDR050C
YBL034C,YDR054C
YBL034C,YDR086C
YBL034C,YDR166C
YBL034C,YDR189W
YBL034C,YDR196C
YBL034C,YDR228C
YBL034C,YDR238C
YBL034C,YDR246W
YBL034C,YDR280W
YBL034C,YDR331W
YBL034C,YDR361C
YBL034C,YDR404C
YBL034C,YDR434W
YBL034C,YDR437W
YBL034C,YDR454C
YBL034C,YDR489W
YBL034C,YDR510W
YBL034C,YDR531W
YBL034C,YFL029C
YBL034C,YFL038C
YBL034C,YFL045C
YBL034C,YFR036W
YBL034C,YFR051C
YBL034C,YGL011C
YBL034C,YGL044C
YBL034C,YGL048C
YBL034C,YGL061C
YBL034C,YGL092W
YBL034C,YGL097W
YBL034C,YGL112C
YBL034C,YGL142C
YBL034C,YGL145W
YBL034C,YGL207W
YBL034C,YGL233W
YBL034C,YGL245W
YBL034C,YGR094W
YBL034C,YGR156W
YBL034C,YGR195W
YBL034C,YGR211W
YBL034C,YGR218W
YBL034C,YHR024C
YBL034C,YHR027C
YBL034C,YHR107C
YBL034C,YHR188C
YBL034C,YIL046W
YBL034C,YIL115C
YBL034C,YIL118W
YBL034C,YIR006C
YBL034C,YIR008C
YBL034C,YJL034W
YBL034C,YJL050W
YBL034C,YJL085W
YBL034C,YJL097W
YBL034C,YJL174W
YBL034C,YJR006W
YBL034C,YJR042W
YBL034C,YJR076C
YBL034C,YJR112W
YBL034C,YKL022C
YBL034C,YKR008W
YBL034C,YLL031C
YBL034C,YLL050C
YBL034C,YLR045C
YBL034C,YLR066W
YBL034C,YLR088W
YBL034C,YLR163C
YBL034C,YLR166C
YBL034C,YLR197W
YBL034C,YLR229C
YBL034C,YLR274W
YBL034C,YLR310C
YBL034C,YLR378C
YBL034C,YLR383W
YBL034C,YLR459W
YBL034C,YML046W
YBL034C,YML064C
YBL034C,YML069W
YBL034C,YML077W
YBL034C,YML114C
YBL034C,YML125C
YBL034C,YML126C
YBL034C,YML130C
YBL034C,YMR061W
YBL034C,YMR094W
YBL034C,YMR112C
YBL034C,YMR197C
YBL034C,YMR239C
YBL034C,YMR281W
YBL034C,YNL006W
YBL034C,YNL038W
YBL034C,YNL138W
YBL034C,YNR026C
YBL034C,YNR035C
YBL034C,YOL038W
YBL034C,YOL135C
YBL034C,YOR048C
YBL034C,YOR103C
YBL034C,YOR122C
YBL034C,YOR149C
YBL034C,YOR157C
YBL034C,YOR194C
YBL034C,YOR204W
YBL034C,YOR236W
YBL034C,YOR249C
YBL034C,YOR250C
YBL034C,YOR259C
YBL034C,YOR272W
YBL034C,YOR370C
YBL034C,YPL007C
YBL034C,YPL020C
YBL034C,YPL028W
YBL034C,YPL076W
YBL034C,YPL085W
YBL034C,YPL160W
YBL034C,YPL190C
YBL034C,YPR016C
YBL034C,YPR034W
YBL034C,YPR055W
YBL034C,YPR094W
YBL034C,YPR103W
YBL034C,YPR161C
YBL034C,YPR168W
YBL034C,YPR176C
YBL034C,YPR181C
YBL034C,YDL164C
YBL034C,YDR373W
YBL034C,YFR050C
YBL035C,YBR110W
YBL035C,YBR152W
YBL035C,YBR193C
YBL035C,YBR254C
YBL035C,YCR093W
YBL035C,YDL007W
YBL035C,YDL097C
YBL035C,YDL098C
YBL035C,YDL126C
YBL035C,YDL140C
YBL035C,YDL147W
YBL035C,YDL207W
YBL035C,YDR045C
YBL035C,YDR062W
YBL035C,YDR086C
YBL035C,YDR182W
YBL035C,YDR196C
YBL035C,YDR236C
YBL035C,YDR302W
YBL035C,YDR325W
YBL035C,YDR394W
YBL035C,YDR437W
YBL035C,YDR498C
YBL035C,YDR531W
YBL035C,YER093C
YBL035C,YFL009W
YBL035C,YFL029C
YBL035C,YFL038C
YBL035C,YFL039C
YBL035C,YFR004W
YBL035C,YFR050C
YBL035C,YFR051C
YBL035C,YGL011C
YBL035C,YGL048C
YBL035C,YGL061C
YBL035C,YGL073W
YBL035C,YGL091C
YBL035C,YGL093W
YBL035C,YGL097W
YBL035C,YGR006W
YBL035C,YGR013W
YBL035C,YGR156W
YBL035C,YGR172C
YBL035C,YGR218W
YBL035C,YGR277C
YBL035C,YHR058C
YBL035C,YHR190W
YBL035C,YIL062C
YBL035C,YIR006C
YBL035C,YIR010W
YBL035C,YJL039C
YBL035C,YJL085W
YBL035C,YJL091C
YBL035C,YJL104W
YBL035C,YJR042W
YBL035C,YJR045C
YBL035C,YJR112W
YBL035C,YKL024C
YBL035C,YKL049C
YBL035C,YKL112W
YBL035C,YKL203C
YBL035C,YLL031C
YBL035C,YLR005W
YBL035C,YLR022C
YBL035C,YLR045C
YBL035C,YLR086W
YBL035C,YLR100W
YBL035C,YLR196W
YBL035C,YLR208W
YBL035C,YLR268W
YBL035C,YLR291C
YBL035C,YLR298C
YBL035C,YLR305C
YBL035C,YLR314C
YBL035C,YLR440C
YBL035C,YLR457C
YBL035C,YLR459W
YBL035C,YMR200W
YBL035C,YMR235C
YBL035C,YMR277W
YBL035C,YMR296C
YBL035C,YNL006W
YBL035C,YNL038W
YBL035C,YNL062C
YBL035C,YNL118C
YBL035C,YNL138W
YBL035C,YNR026C
YBL035C,YNR035C
YBL035C,YOR020C
YBL035C,YOR057W
YBL035C,YOR103C
YBL035C,YOR116C
YBL035C,YOR149C
YBL035C,YOR151C
YBL035C,YOR157C
YBL035C,YOR181W
YBL035C,YOR232W
YBL035C,YOR244W
YBL035C,YOR254C
YBL035C,YOR259C
YBL035C,YOR260W
YBL035C,YOR262W
YBL035C,YOR335C
YBL035C,YOR336W
YBL035C,YOR362C
YBL035C,YPL082C
YBL035C,YPL085W
YBL035C,YPL094C
YBL035C,YPL228W
YBL035C,YPR025C
YBL035C,YPR055W
YBL035C,YPR086W
YBL035C,YPR108W
YBL035C,YPR168W
YBL041W,YBR253W
YBL041W,YBR254C
YBL041W,YDL030W
YBL041W,YDL098C
YBL041W,YDL108W
YBL041W,YDL143W
YBL041W,YDL148C
YBL041W,YDL193W
YBL041W,YDL207W
YBL041W,YDR016C
YBL041W,YDR052C
YBL041W,YDR082W
YBL041W,YDR087C
YBL041W,YDR168W
YBL041W,YDR172W
YBL041W,YDR188W
YBL041W,YDR189W
YBL041W,YDR212W
YBL041W,YDR246W
YBL041W,YDR288W
YBL041W,YDR311W
YBL041W,YDR325W
YBL041W,YDR373W
YBL041W,YER147C
YBL041W,YER157W
YBL041W,YFL009W
YBL041W,YFL034CB
YBL041W,YFR004W
YBL041W,YFR037C
YBL041W,YGL044C
YBL041W,YGL098W
YBL041W,YGL130W
YBL041W,YGL137W
YBL041W,YGR091W
YBL041W,YGR092W
YBL041W,YHR058C
YBL041W,YHR118C
YBL041W,YHR122W
YBL041W,YIR008C
YBL041W,YJL050W
YBL041W,YJL081C
YBL041W,YJL085W
YBL041W,YJL097W
YBL041W,YJL203W
YBL041W,YJR006W
YBL041W,YJR068W
YBL041W,YKL045W
YBL041W,YKL112W
YBL041W,YKR008W
YBL041W,YKR068C
YBL041W,YLL004W
YBL041W,YLL031C
YBL041W,YLR005W
YBL041W,YLR007W
YBL041W,YLR026C
YBL041W,YLR045C
YBL041W,YLR078C
YBL041W,YLR115W
YBL041W,YLR186W
YBL041W,YLR316C
YBL041W,YML049C
YBL041W,YML065W
YBL041W,YML069W
YBL041W,YML077W
YBL041W,YMR112C
YBL041W,YMR117C
YBL041W,YMR235C
YBL041W,YNL006W
YBL041W,YNL102W
YBL041W,YNR035C
YBL041W,YOL135C
YBL041W,YOR174W
YBL041W,YOR194C
YBL041W,YOR204W
YBL041W,YOR236W
YBL041W,YOR262W
YBL041W,YPL020C
YBL041W,YPL228W
YBL041W,YPL233W
YBL041W,YPR016C
YBL041W,YPR133C
YBL041W,YPR181C
YAR007C,YBL050W
YBL050W,YBR135W
YBL050W,YBR160W
YBL050W,YCR002C
YBL050W,YDL147W
YBL050W,YDL148C
YBL050W,YDR052C
YBL050W,YDR164C
YBL050W,YDR172W
YBL050W,YDR180W
YBL050W,YDR182W
YBL050W,YDR188W
YBL050W,YDR208W
YBL050W,YDR288W
YBL050W,YDR292C
YBL050W,YDR302W
YBL050W,YDR325W
YBL050W,YDR356W
YBL050W,YDR373W
YBL050W,YDR510W
YBL050W,YER136W
YBL050W,YER147C
YBL050W,YER168C
YBL050W,YFL008W
YBL050W,YFR052W
YBL050W,YGL044C
YBL050W,YGL065C
YBL050W,YGL112C
YBL050W,YGL130W
YBL050W,YHR118C
YBL050W,YHR164C
YBL050W,YIL048W
YBL050W,YIR008C
YBL050W,YJL074C
YBL050W,YJR006W
YBL050W,YJR046W
YBL050W,YJR068W
YBL050W,YJR076C
YBL050W,YJR093C
YBL050W,YKL024C
YBL050W,YKL203C
YBL050W,YLR100W
YBL050W,YLR103C
YBL050W,YLR195C
YBL050W,YLR314C
YBL050W,YLR383W
YBL050W,YML126C
YBL050W,YMR028W
YBL050W,YMR076C
YBL050W,YMR268C
YBL050W,YMR290C
YBL050W,YNL006W
YBL050W,YNL118C
YBL050W,YOR057W
YBL050W,YOR122C
YBL050W,YOR194C
YBL050W,YOR259C
YBL050W,YOR326W
YBL050W,YPL209C
YBL050W,YPL233W
YBL050W,YPR033C
YBL050W,YPR161C
YBL074C,YBR135W
YBL074C,YBR160W
YBL074C,YBR193C
YBL074C,YBR236C
YBL074C,YCR002C
YBL074C,YDL008W
YBL074C,YDL015C
YBL074C,YDL102W
YBL074C,YDL105W
YBL074C,YDL126C
YBL074C,YDL148C
YBL074C,YDR002W
YBL074C,YDR013W
YBL074C,YDR228C
YBL074C,YDR288W
YBL074C,YDR311W
YBL074C,YDR325W
YBL074C,YDR331W
YBL074C,YDR404C
YBL074C,YDR489W
YBL074C,YDR527W
YBL074C,YER136W
YBL074C,YER157W
YBL074C,YFL008W
YBL074C,YFL009W
YBL074C,YFL017C
YBL074C,YFL029C
YBL074C,YFL045C
YBL074C,YGL022W
YBL074C,YGL044C
YBL074C,YGL061C
YBL074C,YGL092W
YBL074C,YGL097W
YBL074C,YGL116W
YBL074C,YGL130W
YBL074C,YGL142C
YBL074C,YGL247W
YBL074C,YGR013W
YBL074C,YGR156W
YBL074C,YHR019C
YBL074C,YHR036W
YBL074C,YHR166C
YBL074C,YIL048W
YBL074C,YIR011C
YBL074C,YJL072C
YBL074C,YJL074C
YBL074C,YJL085W
YBL074C,YJL194W
YBL074C,YJL203W
YBL074C,YJR057W
YBL074C,YJR093C
YBL074C,YKL024C
YBL074C,YLR005W
YBL074C,YLR033W
YBL074C,YLR186W
YBL074C,YLR215C
YBL074C,YLR222C
YBL074C,YLR274W
YBL074C,YLR293C
YBL074C,YLR347C
YBL074C,YLR459W
YBL074C,YML023C
YBL074C,YML069W
YBL074C,YMR005W
YBL074C,YMR061W
YBL074C,YMR079W
YBL074C,YMR094W
YBL074C,YMR112C
YBL074C,YMR117C
YBL074C,YMR200W
YBL074C,YMR235C
YBL074C,YMR239C
YBL074C,YMR290C
YBL074C,YMR296C
YBL074C,YNL102W
YBL074C,YNL118C
YBL074C,YNL132W
YBL074C,YOL135C
YBL074C,YOL144W
YBL074C,YOR103C
YBL074C,YOR194C
YBL074C,YOR260W
YBL074C,YOR262W
YBL074C,YPL007C
YBL074C,YPL094C
YBL074C,YPL128C
YBL074C,YPR088C
YBL074C,YPR103W
YBL074C,YPR108W
YBL074C,YPR162C
YBL074C,YPR183W
YBL076C,YBR156C
YBL076C,YDL145C
YBL076C,YDR168W
YBL076C,YFL034CB
YBL076C,YGL247W
YBL076C,YGR091W
YBL076C,YGR113W
YBL076C,YKR008W
YBL076C,YLL050C
YBL076C,YLR005W
YBL076C,YLR066W
YBL076C,YLR116W
YBL076C,YLR274W
YBL076C,YMR117C
YBL076C,YOR181W
YBL076C,YOR204W
YBL076C,YOR259C
YBL076C,YPL233W
YBL084C,YBR193C
YBL084C,YBR198C
YBL084C,YBR234C
YBL084C,YBR236C
YBL084C,YCR002C
YBL084C,YDL043C
YBL084C,YDL108W
YBL084C,YDL143W
YBL084C,YDL145C
YBL084C,YDR086C
YBL084C,YDR145W
YBL084C,YDR164C
YBL084C,YDR166C
YBL084C,YDR172W
YBL084C,YDR182W
YBL084C,YDR228C
YBL084C,YDR246W
YBL084C,YDR325W
YBL084C,YDR416W
YBL084C,YDR527W
YBL084C,YDR531W
YBL084C,YER125W
YBL084C,YER136W
YBL084C,YFL009W
YBL084C,YFR005C
YBL084C,YFR051C
YBL084C,YGL044C
YBL084C,YGL093W
YBL084C,YGL130W
YBL084C,YGL142C
YBL084C,YGL145W
YBL084C,YGR006W
YBL084C,YGR013W
YBL084C,YGR094W
YBL084C,YGR120C
YBL084C,YGR156W
YBL084C,YGR274C
YBL084C,YGR278W
YBL084C,YHR007C
