pair	orf_name_a	orf_name_b	GAVIN_2002	GAVIN_2006	KROGAN
YBR009C_YPL081W	YBR009C	YPL081W	False	True	False
YBR009C_YPL082C	YBR009C	YPL082C	False	True	False
YBR009C_YPL198W	YBR009C	YPL198W	False	True	False
YBR009C_YPL235W	YBR009C	YPL235W	False	True	False
YBR009C_YPR010C	YBR009C	YPR010C	True	True	False
YBR009C_YPR034W	YBR009C	YPR034W	False	True	False
YBR009C_YPR046W	YBR009C	YPR046W	False	False	True
YBR009C_YPR110C	YBR009C	YPR110C	True	False	False
YBR010W_YBR087W	YBR010W	YBR087W	False	False	True
YBR010W_YBR245C	YBR010W	YBR245C	False	False	True
YBR010W_YCR087C-A	YBR010W	YCR087C-A	False	False	True
YBR010W_YDR052C	YBR010W	YDR052C	False	False	True
YBR010W_YDR174W	YBR010W	YDR174W	False	False	True
YBR010W_YDR463W	YBR010W	YDR463W	False	False	True
YBR010W_YEL056W	YBR010W	YEL056W	False	False	True
YBR010W_YER147C	YBR010W	YER147C	False	False	True
YBR010W_YFR034C	YBR010W	YFR034C	False	False	True
YBR010W_YFR037C	YBR010W	YFR037C	False	False	True
YBR010W_YGL035C	YBR010W	YGL035C	False	False	True
YBR010W_YGL207W	YBR010W	YGL207W	False	False	True
YBR010W_YGR081C	YBR010W	YGR081C	False	False	True
YBR010W_YIL070C	YBR010W	YIL070C	False	False	True
YBR010W_YJL047C	YBR010W	YJL047C	False	False	True
YBR010W_YJL115W	YBR010W	YJL115W	False	False	True
YBR010W_YKR048C	YBR010W	YKR048C	False	False	True
YBR010W_YLL022C	YBR010W	YLL022C	False	False	True
YBR010W_YLR320W	YBR010W	YLR320W	False	False	True
YBR010W_YML069W	YBR010W	YML069W	False	False	True
YBR010W_YMR031C	YBR010W	YMR031C	False	False	True
YBR010W_YMR044W	YBR010W	YMR044W	False	False	True
YBR010W_YMR284W	YBR010W	YMR284W	False	False	True
YBR010W_YMR288W	YBR010W	YMR288W	False	False	True
YBR010W_YMR308C	YBR010W	YMR308C	False	False	True
YBR010W_YNL031C	YBR010W	YNL031C	False	False	True
YBR010W_YNL054W	YBR010W	YNL054W	False	False	True
YBR010W_YNL167C	YBR010W	YNL167C	False	False	True
YBR010W_YNL206C	YBR010W	YNL206C	False	False	True
YBR010W_YPL001W	YBR010W	YPL001W	False	False	True
YBR010W_YPR052C	YBR010W	YPR052C	False	False	True
YBR011C_YDL203C	YBR011C	YDL203C	True	True	False
YBR011C_YFR031C-A	YBR011C	YFR031C-A	False	True	False
YBR011C_YGL120C	YBR011C	YGL120C	True	False	False
YBR011C_YHR010W	YBR011C	YHR010W	False	True	False
YBR011C_YIL103W	YBR011C	YIL103W	False	False	True
YBR011C_YIL133C	YBR011C	YIL133C	False	True	False
YBR011C_YJL033W	YBR011C	YJL033W	False	False	True
YBR011C_YJL098W	YBR011C	YJL098W	False	False	True
YBR011C_YJL191W	YBR011C	YJL191W	False	True	False
YBR011C_YKR043C	YBR011C	YKR043C	False	False	True
YBR011C_YLL060C	YBR011C	YLL060C	False	False	True
YBR011C_YLR371W	YBR011C	YLR371W	True	True	True
YBR011C_YLR425W	YBR011C	YLR425W	True	True	False
YBR011C_YML056C	YBR011C	YML056C	False	False	True
YBR011C_YMR142C	YBR011C	YMR142C	False	True	False
YBR011C_YMR267W	YBR011C	YMR267W	True	False	False
YBR011C_YPL066W	YBR011C	YPL066W	True	True	True
YBR011C_YPR080W	YBR011C	YPR080W	False	False	True
YBR017C_YBR189W	YBR017C	YBR189W	False	False	True
YBR017C_YDL015C	YBR017C	YDL015C	False	True	False
YBR017C_YDR062W	YBR017C	YDR062W	True	True	False
YBR017C_YDR064W	YBR017C	YDR064W	False	True	False
YBR017C_YEL054C	YBR017C	YEL054C	False	True	False
YBR017C_YER110C	YBR017C	YER110C	True	False	False
YBR017C_YGL122C	YBR017C	YGL122C	True	False	True
YBR017C_YGL195W	YBR017C	YGL195W	True	True	False
YBR017C_YHL030W	YBR017C	YHL030W	True	True	False
YBR017C_YJL130C	YBR017C	YJL130C	False	True	False
YBR017C_YJR077C	YBR017C	YJR077C	False	True	False
YBR017C_YLR340W	YBR017C	YLR340W	False	True	False
YBR017C_YLR426W	YBR017C	YLR426W	False	False	True
YBR017C_YML085C	YBR017C	YML085C	False	True	False
YBR017C_YMR012W	YBR017C	YMR012W	True	True	False
YBR017C_YOL123W	YBR017C	YOL123W	True	True	False
YBR017C_YOR374W	YBR017C	YOR374W	False	False	True
YBR019C_YLR170C	YBR019C	YLR170C	False	False	True
YBR023C_YHR077C	YBR023C	YHR077C	False	False	True
YBR025C_YBR175W	YBR025C	YBR175W	False	True	False
YBR025C_YGL039W	YBR025C	YGL039W	False	True	False
YBR025C_YGL195W	YBR025C	YGL195W	False	True	False
YBR025C_YHR027C	YBR025C	YHR027C	False	False	True
YBR025C_YHR167W	YBR025C	YHR167W	False	True	False
YBR025C_YHR169W	YBR025C	YHR169W	False	True	False
YBR025C_YKL081W	YBR025C	YKL081W	True	True	False
YBR025C_YLR153C	YBR025C	YLR153C	False	True	False
YBR025C_YML062C	YBR025C	YML062C	False	True	False
YBR025C_YNL088W	YBR025C	YNL088W	True	True	False
YBR025C_YNL272C	YBR025C	YNL272C	False	True	False
YBR025C_YOL090W	YBR025C	YOL090W	True	False	False
YBR025C_YOL142W	YBR025C	YOL142W	False	False	True
YBR025C_YPL002C	YBR025C	YPL002C	False	False	True
YBR026C_YDR054C	YBR026C	YDR054C	False	False	True
YBR026C_YIL148W	YBR026C	YIL148W	False	False	True
YBR028C_YIL144W	YBR028C	YIL144W	False	False	True
YBR030W_YGL106W	YBR030W	YGL106W	False	False	True
YBR030W_YLR244C	YBR030W	YLR244C	False	False	True
YBR031W_YBR142W	YBR031W	YBR142W	False	True	False
YBR031W_YBR205W	YBR031W	YBR205W	False	True	False
YBR031W_YDL018C	YBR031W	YDL018C	False	True	False
YBR031W_YDL055C	YBR031W	YDL055C	False	True	False
YBR031W_YDR060W	YBR031W	YDR060W	False	True	False
YBR031W_YDR170C	YBR031W	YDR170C	False	True	False
YBR031W_YDR365C	YBR031W	YDR365C	False	True	False
YBR031W_YER082C	YBR031W	YER082C	False	True	False
YBR031W_YFR031C-A	YBR031W	YFR031C-A	False	True	False
YBR031W_YGL171W	YBR031W	YGL171W	False	True	False
YBR031W_YGR214W	YBR031W	YGR214W	False	True	False
YBR031W_YGR281W	YBR031W	YGR281W	False	True	False
YBR031W_YHR169W	YBR031W	YHR169W	False	True	False
YBR031W_YIL161W	YBR031W	YIL161W	False	True	False
YBR031W_YJL033W	YBR031W	YJL033W	False	True	False
YBR031W_YJL109C	YBR031W	YJL109C	False	True	False
YBR031W_YLR175W	YBR031W	YLR175W	False	True	False
YBR031W_YML072C	YBR031W	YML072C	False	True	False
YBR031W_YMR049C	YBR031W	YMR049C	False	True	False
YBR031W_YNL023C	YBR031W	YNL023C	False	True	False
YBR031W_YNL055C	YBR031W	YNL055C	False	True	False
YBR031W_YNL132W	YBR031W	YNL132W	False	True	False
YBR031W_YOL120C	YBR031W	YOL120C	False	True	False
YBR031W_YOR272W	YBR031W	YOR272W	False	True	False
YBR031W_YPL043W	YBR031W	YPL043W	False	True	False
YBR034C_YEL016C	YBR034C	YEL016C	False	False	True
YBR034C_YLR315W	YBR034C	YLR315W	False	False	True
YBR039W_YDR168W	YBR039W	YDR168W	False	True	False
YBR039W_YEL056W	YBR039W	YEL056W	False	False	True
YBR039W_YGR250C	YBR039W	YGR250C	False	False	True
YBR039W_YJR007W	YBR039W	YJR007W	False	True	False
YBR039W_YLR075W	YBR039W	YLR075W	False	True	False
YBR039W_YMR186W	YBR039W	YMR186W	False	False	True
YBR042C_YLR170C	YBR042C	YLR170C	False	False	True
YBR044C_YBR221C	YBR044C	YBR221C	True	False	False
YBR044C_YIL069C	YBR044C	YIL069C	False	False	True
YBR044C_YIL126W	YBR044C	YIL126W	False	False	True
YBR044C_YJR010C-A	YBR044C	YJR010C-A	False	False	True
YBR044C_YLR435W	YBR044C	YLR435W	False	False	True
YBR045C_YGL057C	YBR045C	YGL057C	False	False	True
YBR047W_YDR238C	YBR047W	YDR238C	False	False	True
YBR049C_YCR047C	YBR049C	YCR047C	False	False	True
YBR049C_YDR303C	YBR049C	YDR303C	True	True	False
YBR049C_YDR490C	YBR049C	YDR490C	False	False	True
YBR049C_YGL234W	YBR049C	YGL234W	True	True	False
YBR049C_YGR274C	YBR049C	YGR274C	True	True	False
YBR049C_YJR123W	YBR049C	YJR123W	False	True	False
YBR049C_YJR145C	YBR049C	YJR145C	False	True	False
YBR049C_YKR001C	YBR049C	YKR001C	True	True	False
YBR049C_YLR176C	YBR049C	YLR176C	True	False	False
YBR049C_YLR357W	YBR049C	YLR357W	True	True	False
YBR049C_YMR091C	YBR049C	YMR091C	True	True	False
YBR049C_YMR242C	YBR049C	YMR242C	False	True	False
YBR049C_YNL088W	YBR049C	YNL088W	False	False	True
YBR049C_YNL178W	YBR049C	YNL178W	False	True	False
YBR049C_YOL006C	YBR049C	YOL006C	True	True	False
YBR049C_YPL082C	YBR049C	YPL082C	True	True	False
YBR049C_YPR110C	YBR049C	YPR110C	True	True	False
YBR052C_YDR032C	YBR052C	YDR032C	False	True	False
YBR052C_YLL024C	YBR052C	YLL024C	False	True	False
YBR054W_YDL013W	YBR054W	YDL013W	False	False	True
YBR054W_YDR381W	YBR054W	YDR381W	False	False	True
YBR054W_YPL263C	YBR054W	YPL263C	False	False	True
YBR055C_YBR152W	YBR055C	YBR152W	True	True	False
YBR055C_YDR283C	YBR055C	YDR283C	True	True	False
YBR055C_YDR378C	YBR055C	YDR378C	False	True	False
YBR055C_YDR473C	YBR055C	YDR473C	False	True	True
YBR055C_YER029C	YBR055C	YER029C	False	True	True
YBR055C_YER112W	YBR055C	YER112W	False	True	False
YBR055C_YER146W	YBR055C	YER146W	True	True	False
YBR055C_YER172C	YBR055C	YER172C	False	True	True
YBR055C_YFL017W-A	YBR055C	YFL017W-A	True	False	False
YBR055C_YGR074W	YBR055C	YGR074W	True	True	False
YBR055C_YGR091W	YBR055C	YGR091W	True	True	True
YBR055C_YHR165C	YBR055C	YHR165C	True	True	False
YBR055C_YKL173W	YBR055C	YKL173W	False	True	True
YBR055C_YLR147C	YBR055C	YLR147C	False	False	True
YBR055C_YNL147W	YBR055C	YNL147W	True	True	False
YBR055C_YNR011C	YBR055C	YNR011C	False	False	True
YBR055C_YOR159C	YBR055C	YOR159C	True	False	False
YBR055C_YOR308C	YBR055C	YOR308C	False	False	True
YBR055C_YPR178W	YBR055C	YPR178W	True	True	True
YBR055C_YPR182W	YBR055C	YPR182W	True	False	True
YBR057C_YGL036W	YBR057C	YGL036W	True	False	False
YBR057C_YKR031C	YBR057C	YKR031C	True	False	False
YBR057C_YLL040C	YBR057C	YLL040C	False	False	True
YBR058C_YBR112C	YBR058C	YBR112C	False	False	True
YBR058C_YCR073W-A	YBR058C	YCR073W-A	False	False	True
YBR058C_YDL182W	YBR058C	YDL182W	False	False	True
YBR058C_YDR388W	YBR058C	YDR388W	False	False	True
YBR058C_YEL030W	YBR058C	YEL030W	False	False	True
YBR058C_YGL106W	YBR058C	YGL106W	False	False	True
YBR058C_YIL148W	YBR058C	YIL148W	False	False	True
YBR058C_YKR049C	YBR058C	YKR049C	False	False	True
YBR058C_YMR304W	YBR058C	YMR304W	False	False	True
YBR058C_YMR309C	YBR058C	YMR309C	True	False	False
YBR058C_YOL006C	YBR058C	YOL006C	False	False	True
YBR058C_YOL086C	YBR058C	YOL086C	True	False	False
YBR058C_YPL085W	YBR058C	YPL085W	False	False	True
YBR059C_YER177W	YBR059C	YER177W	False	False	True
YBR059C_YIL148W	YBR059C	YIL148W	False	False	True
YBR059C_YOL068C	YBR059C	YOL068C	False	False	True
YBR060C_YDR174W	YBR060C	YDR174W	False	False	True
YBR060C_YER165W	YBR060C	YER165W	False	True	False
YBR060C_YHR118C	YBR060C	YHR118C	True	True	True
YBR060C_YLL004W	YBR060C	YLL004W	True	True	True
YBR060C_YML065W	YBR060C	YML065W	True	True	True
YBR060C_YNL261W	YBR060C	YNL261W	True	True	True
YBR060C_YOR294W	YBR060C	YOR294W	False	False	True
YBR060C_YPL001W	YBR060C	YPL001W	False	False	True
YBR060C_YPR162C	YBR060C	YPR162C	True	True	True
YBR061C_YMR259C	YBR061C	YMR259C	False	False	True
YBR061C_YPL183C	YBR061C	YPL183C	False	False	True
YBR062C_YMR083W	YBR062C	YMR083W	False	False	True
YBR065C_YDR429C	YBR065C	YDR429C	False	False	True
YBR065C_YER172C	YBR065C	YER172C	False	True	False
YBR065C_YHR165C	YBR065C	YHR165C	False	True	False
YBR065C_YKL081W	YBR065C	YKL081W	False	False	True
YBR065C_YKR048C	YBR065C	YKR048C	False	False	True
YBR065C_YLL026W	YBR065C	YLL026W	False	False	True
YBR065C_YLL036C	YBR065C	YLL036C	True	True	False
YBR065C_YLR117C	YBR065C	YLR117C	True	True	False
YBR065C_YMR146C	YBR065C	YMR146C	False	False	True
YBR065C_YMR186W	YBR065C	YMR186W	False	False	True
YBR065C_YMR213W	YBR065C	YMR213W	True	True	False
YBR065C_YMR309C	YBR065C	YMR309C	False	False	True
YBR065C_YNL250W	YBR065C	YNL250W	False	False	True
YBR065C_YPL004C	YBR065C	YPL004C	False	False	True
YBR065C_YPL151C	YBR065C	YPL151C	True	True	False
YBR065C_YPL240C	YBR065C	YPL240C	False	False	True
YBR065C_YPR080W	YBR065C	YPR080W	False	False	True
YBR065C_YPR182W	YBR065C	YPR182W	True	False	False
YBR066C_YCR082W	YBR066C	YCR082W	False	False	True
YBR066C_YKR015C	YBR066C	YKR015C	False	False	True
YBR067C_YER151C	YBR067C	YER151C	False	False	True
YBR069C_YDL043C	YBR069C	YDL043C	True	False	False
YBR069C_YDL100C	YBR069C	YDL100C	False	False	True
YBR069C_YDR171W	YBR069C	YDR171W	True	False	False
YBR069C_YDR427W	YBR069C	YDR427W	False	False	True
YBR069C_YER110C	YBR069C	YER110C	True	False	False
YBR069C_YGR218W	YBR069C	YGR218W	True	False	False
YBR069C_YHR020W	YBR069C	YHR020W	True	False	False
YBR069C_YHR064C	YBR069C	YHR064C	False	False	True
YBR069C_YJR077C	YBR069C	YJR077C	True	False	False
YBR069C_YLR044C	YBR069C	YLR044C	True	False	False
YBR069C_YNL064C	YBR069C	YNL064C	True	False	False
YBR069C_YPL233W	YBR069C	YPL233W	True	False	False
YBR069C_YPR108W	YBR069C	YPR108W	False	False	True
YBR072W_YBR127C	YBR072W	YBR127C	False	False	True
YBR072W_YDR213W	YBR072W	YDR213W	False	False	True
YBR072W_YER070W	YBR072W	YER070W	False	False	True
YBR072W_YJL047C	YBR072W	YJL047C	False	False	True
YBR072W_YJR043C	YBR072W	YJR043C	False	False	True
YBR072W_YMR083W	YBR072W	YMR083W	False	False	True
YBR072W_YNL313C	YBR072W	YNL313C	False	False	True
YBR072W_YOR159C	YBR072W	YOR159C	False	False	True
YBR072W_YPL226W	YBR072W	YPL226W	False	False	True
YBR072W_YPR056W	YBR072W	YPR056W	False	False	True
YBR072W_YPR161C	YBR072W	YPR161C	False	False	True
YBR073W_YKR072C	YBR073W	YKR072C	False	False	True
YBR079C_YBR143C	YBR079C	YBR143C	True	False	False
YBR079C_YDL005C	YBR079C	YDL005C	True	False	False
YBR079C_YDL019C	YBR079C	YDL019C	False	False	True
YBR079C_YDR064W	YBR079C	YDR064W	False	True	False
YBR079C_YDR091C	YBR079C	YDR091C	True	True	False
YBR079C_YDR429C	YBR079C	YDR429C	False	True	True
YBR079C_YER025W	YBR079C	YER025W	False	False	True
YBR079C_YGL019W	YBR079C	YGL019W	False	True	False
YBR079C_YGL106W	YBR079C	YGL106W	False	False	True
YBR079C_YGL130W	YBR079C	YGL130W	True	False	False
YBR079C_YGR214W	YBR079C	YGR214W	False	True	False
YBR079C_YHL004W	YBR079C	YHL004W	False	False	True
YBR079C_YJR007W	YBR079C	YJR007W	True	True	True
YBR079C_YJR045C	YBR079C	YJR045C	False	False	True
YBR079C_YJR145C	YBR079C	YJR145C	False	True	False
YBR079C_YKL004W	YBR079C	YKL004W	False	False	True
YBR079C_YLR192C	YBR079C	YLR192C	True	True	True
YBR079C_YLR199C	YBR079C	YLR199C	False	False	True
YBR079C_YLR259C	YBR079C	YLR259C	False	False	True
YBR079C_YMR146C	YBR079C	YMR146C	True	True	True
YBR079C_YMR186W	YBR079C	YMR186W	False	False	True
YBR079C_YMR309C	YBR079C	YMR309C	True	True	True
YBR079C_YNL244C	YBR079C	YNL244C	False	False	True
YBR079C_YOR039W	YBR079C	YOR039W	True	True	False
YBR079C_YOR052C	YBR079C	YOR052C	False	False	True
YBR079C_YOR061W	YBR079C	YOR061W	False	False	True
YBR079C_YOR096W	YBR079C	YOR096W	False	True	False
YBR079C_YOR361C	YBR079C	YOR361C	True	True	True
YBR079C_YPL001W	YBR079C	YPL001W	True	False	False
YBR079C_YPL081W	YBR079C	YPL081W	False	True	False
YBR079C_YPL237W	YBR079C	YPL237W	True	True	False
YBR079C_YPR016C	YBR079C	YPR016C	True	False	False
YBR079C_YPR041W	YBR079C	YPR041W	False	True	True
YBR079C_YPR086W	YBR079C	YPR086W	True	False	False
YBR079C_YPR116W	YBR079C	YPR116W	False	False	True
YBR080C_YDL147W	YBR080C	YDL147W	False	False	True
YBR080C_YDR363W-A	YBR080C	YDR363W-A	False	False	True
YBR080C_YDR427W	YBR080C	YDR427W	False	False	True
YBR081C_YBR198C	YBR081C	YBR198C	True	True	True
YBR081C_YBR253W	YBR081C	YBR253W	True	True	False
YBR081C_YCL010C	YBR081C	YCL010C	True	True	False
YBR081C_YDR145W	YBR081C	YDR145W	False	True	True
YBR081C_YDR167W	YBR081C	YDR167W	True	True	True
YBR081C_YDR176W	YBR081C	YDR176W	True	True	True
YBR081C_YDR392W	YBR081C	YDR392W	False	True	True
YBR081C_YDR448W	YBR081C	YDR448W	True	True	True
YBR081C_YGL066W	YBR081C	YGL066W	True	True	False
YBR081C_YGL112C	YBR081C	YGL112C	True	True	True
YBR081C_YGR252W	YBR081C	YGR252W	True	True	True
YBR081C_YLR055C	YBR081C	YLR055C	True	True	True
YBR081C_YML007W	YBR081C	YML007W	True	True	False
YBR081C_YMR223W	YBR081C	YMR223W	True	True	True
YBR081C_YMR236W	YBR081C	YMR236W	True	True	True
YBR081C_YOL148C	YBR081C	YOL148C	True	True	True
YBR081C_YPL047W	YBR081C	YPL047W	False	False	True
YBR081C_YPL254W	YBR081C	YPL254W	True	True	False
YBR081C_YPR025C	YBR081C	YPR025C	True	False	False
YBR082C_YDR059C	YBR082C	YDR059C	False	False	True
YBR082C_YER068W	YBR082C	YER068W	False	False	True
YBR082C_YKL010C	YBR082C	YKL010C	False	False	True
YBR082C_YOR294W	YBR082C	YOR294W	False	False	True
YBR083W_YKL126W	YBR083W	YKL126W	False	False	True
YBR084C-A_YCR057C	YBR084C-A	YCR057C	False	True	False
YBR084C-A_YKL135C	YBR084C-A	YKL135C	False	True	False
YBR084C-A_YPR016C	YBR084C-A	YPR016C	False	True	False
YBR084W_YBR143C	YBR084W	YBR143C	True	False	False
YBR084W_YDL130W	YBR084W	YDL130W	False	False	True
YBR084W_YFR031C-A	YBR084W	YFR031C-A	True	True	False
YBR084W_YGL099W	YBR084W	YGL099W	True	True	False
YBR084W_YGL207W	YBR084W	YGL207W	False	False	True
YBR084W_YGR204W	YBR084W	YGR204W	False	False	True
YBR084W_YGR285C	YBR084W	YGR285C	True	True	False
YBR084W_YHR010W	YBR084W	YHR010W	False	True	False
YBR084W_YHR013C	YBR084W	YHR013C	True	False	False
YBR084W_YHR064C	YBR084W	YHR064C	False	True	False
YBR084W_YHR089C	YBR084W	YHR089C	True	False	False
YBR084W_YKL135C	YBR084W	YKL135C	True	True	False
YBR084W_YKL180W	YBR084W	YKL180W	False	True	False
YBR084W_YLR075W	YBR084W	YLR075W	False	True	False
YBR084W_YLR340W	YBR084W	YLR340W	False	True	False
YBR084W_YLR448W	YBR084W	YLR448W	False	True	False
YBR084W_YML063W	YBR084W	YML063W	False	True	False
YBR084W_YMR116C	YBR084W	YMR116C	False	True	False
YBR084W_YOL120C	YBR084W	YOL120C	False	True	False
YBR084W_YPL131W	YBR084W	YPL131W	False	True	False
YBR084W_YPL220W	YBR084W	YPL220W	False	True	False
YBR085W_YGL167C	YBR085W	YGL167C	False	False	True
YBR086C_YJR045C	YBR086C	YJR045C	False	True	False
YBR086C_YPR086W	YBR086C	YPR086W	True	False	False
YBR087W_YCL016C	YBR087W	YCL016C	False	False	True
YBR087W_YDR087C	YBR087W	YDR087C	False	False	True
YBR087W_YDR171W	YBR087W	YDR171W	False	False	True
YBR087W_YEL026W	YBR087W	YEL026W	False	False	True
YBR087W_YJR068W	YBR087W	YJR068W	False	False	True
YBR087W_YLR150W	YBR087W	YLR150W	False	False	True
YBR087W_YLR223C	YBR087W	YLR223C	False	False	True
YBR087W_YML105C	YBR087W	YML105C	False	False	True
YBR087W_YMR031C	YBR087W	YMR031C	False	False	True
YBR087W_YMR078C	YBR087W	YMR078C	True	True	False
YBR087W_YMR181C	YBR087W	YMR181C	True	False	False
YBR087W_YNL088W	YBR087W	YNL088W	True	False	False
YBR087W_YNL290W	YBR087W	YNL290W	True	True	True
YBR087W_YOL094C	YBR087W	YOL094C	True	True	False
YBR087W_YOR144C	YBR087W	YOR144C	False	True	True
YBR087W_YOR217W	YBR087W	YOR217W	True	True	True
YBR088C_YIL035C	YBR088C	YIL035C	False	False	True
YBR088C_YJR043C	YBR088C	YJR043C	False	False	True
YBR088C_YKL113C	YBR088C	YKL113C	False	False	True
YBR089C-A_YBR245C	YBR089C-A	YBR245C	True	False	False
YBR089C-A_YFR013W	YBR089C-A	YFR013W	True	False	False
YBR089C-A_YFR037C	YBR089C-A	YFR037C	True	False	False
YBR089C-A_YGL133W	YBR089C-A	YGL133W	True	False	False
YBR089C-A_YIL126W	YBR089C-A	YIL126W	True	False	False
YBR089C-A_YJL026W	YBR089C-A	YJL026W	True	False	False
YBR089C-A_YKR001C	YBR089C-A	YKR001C	True	False	False
YBR089C-A_YLR033W	YBR089C-A	YLR033W	True	False	False
YBR089C-A_YLR321C	YBR089C-A	YLR321C	True	False	False
YBR089C-A_YMR125W	YBR089C-A	YMR125W	True	False	False
YBR089C-A_YNR003C	YBR089C-A	YNR003C	True	False	False
YBR089C-A_YOR110W	YBR089C-A	YOR110W	True	False	False
YBR089C-A_YOR116C	YBR089C-A	YOR116C	True	False	False
YBR089C-A_YOR304W	YBR089C-A	YOR304W	True	False	False
YBR089C-A_YPL082C	YBR089C-A	YPL082C	True	False	False
YBR089C-A_YPL235W	YBR089C-A	YPL235W	True	False	False
YBR094W_YEL015W	YBR094W	YEL015W	False	True	True
YBR094W_YKR009C	YBR094W	YKR009C	False	False	True
YBR094W_YOL149W	YBR094W	YOL149W	False	False	True
YBR095C_YDL076C	YBR095C	YDL076C	False	False	True
YBR095C_YIL084C	YBR095C	YIL084C	False	False	True
YBR095C_YMR263W	YBR095C	YMR263W	False	True	True
YBR095C_YNL097C	YBR095C	YNL097C	False	False	True
YBR095C_YNL330C	YBR095C	YNL330C	True	True	True
YBR095C_YOL004W	YBR095C	YOL004W	True	True	True
YBR095C_YPL139C	YBR095C	YPL139C	False	True	True
YBR095C_YPL181W	YBR095C	YPL181W	False	False	True
YBR097W_YDR388W	YBR097W	YDR388W	False	False	True
YBR097W_YLR360W	YBR097W	YLR360W	False	True	False
YBR097W_YPL120W	YBR097W	YPL120W	False	True	False
YBR098W_YDR386W	YBR098W	YDR386W	False	False	True
YBR101C_YBR115C	YBR101C	YBR115C	False	False	True
YBR101C_YDR171W	YBR101C	YDR171W	True	False	False
YBR101C_YGL099W	YBR101C	YGL099W	False	False	True
YBR101C_YKR059W	YBR101C	YKR059W	True	False	False
YBR102C_YDR166C	YBR102C	YDR166C	True	True	False
YBR102C_YER008C	YBR102C	YER008C	True	True	False
YBR102C_YGL233W	YBR102C	YGL233W	False	True	False
YBR102C_YIL068C	YBR102C	YIL068C	True	True	False
YBR102C_YJL085W	YBR102C	YJL085W	False	True	False
YBR102C_YLR166C	YBR102C	YLR166C	True	True	False
YBR102C_YML097C	YBR102C	YML097C	True	True	False
YBR102C_YPR055W	YBR102C	YPR055W	True	True	False
YBR103W_YCR033W	YBR103W	YCR033W	True	True	True
YBR103W_YDR155C	YBR103W	YDR155C	True	True	True
YBR103W_YGL194C	YBR103W	YGL194C	True	True	False
YBR103W_YIL112W	YBR103W	YIL112W	True	True	True
YBR103W_YKR029C	YBR103W	YKR029C	True	True	True
YBR103W_YLR347C	YBR103W	YLR347C	True	True	False
YBR103W_YMR273C	YBR103W	YMR273C	True	True	False
YBR103W_YOL068C	YBR103W	YOL068C	True	False	False
YBR105C_YDL082W	YBR105C	YDL082W	False	True	False
YBR105C_YDR171W	YBR105C	YDR171W	False	True	False
YBR105C_YEL054C	YBR105C	YEL054C	False	True	False
YBR105C_YGL227W	YBR105C	YGL227W	False	False	True
YBR105C_YIL097W	YBR105C	YIL097W	False	False	True
YBR105C_YLR259C	YBR105C	YLR259C	False	True	False
YBR105C_YLR340W	YBR105C	YLR340W	False	True	False
YBR105C_YMR061W	YBR105C	YMR061W	True	True	False
YBR105C_YMR135C	YBR105C	YMR135C	False	False	True
YBR105C_YNL085W	YBR105C	YNL085W	False	True	False
YBR105C_YOR151C	YBR105C	YOR151C	False	True	False
YBR105C_YPR010C	YBR105C	YPR010C	False	True	False
YBR107C_YBR211C	YBR107C	YBR211C	True	False	True
YBR107C_YDR254W	YBR107C	YDR254W	True	False	True
YBR107C_YDR318W	YBR107C	YDR318W	True	False	True
YBR107C_YDR383C	YBR107C	YDR383C	True	False	False
YBR107C_YGR179C	YBR107C	YGR179C	False	False	True
YBR107C_YJR135C	YBR107C	YJR135C	True	False	True
YBR107C_YLR315W	YBR107C	YLR315W	False	False	True
YBR107C_YLR381W	YBR107C	YLR381W	True	False	False
YBR107C_YPL018W	YBR107C	YPL018W	True	False	True
YBR107C_YPR046W	YBR107C	YPR046W	False	False	True
YBR107C_YPR049C	YBR107C	YPR049C	False	False	True
YBR108W_YCR009C	YBR108W	YCR009C	False	False	True
YBR108W_YDR388W	YBR108W	YDR388W	False	False	True
YBR108W_YGR086C	YBR108W	YGR086C	False	False	True
YBR108W_YPL004C	YBR108W	YPL004C	False	False	True
YBR109C_YBR130C	YBR109C	YBR130C	False	False	True
YBR109C_YBR218C	YBR109C	YBR218C	False	False	True
YBR109C_YCR008W	YBR109C	YCR008W	False	False	True
YBR109C_YDR155C	YBR109C	YDR155C	False	False	True
YBR109C_YEL037C	YBR109C	YEL037C	False	False	True
YBR109C_YER098W	YBR109C	YER098W	False	False	True
YBR109C_YFL014W	YBR109C	YFL014W	False	False	True
YBR109C_YFR014C	YBR109C	YFR014C	False	False	True
YBR109C_YGL106W	YBR109C	YGL106W	False	False	True
YBR109C_YGL242C	YBR109C	YGL242C	False	False	True
YBR109C_YGR240C	YBR109C	YGR240C	False	False	True
YBR109C_YJL115W	YBR109C	YJL115W	False	False	True
YBR109C_YJR104C	YBR109C	YJR104C	False	False	True
YBR109C_YKL122C	YBR109C	YKL122C	False	False	True
YBR109C_YKL129C	YBR109C	YKL129C	False	False	True
YBR109C_YKL190W	YBR109C	YKL190W	False	False	True
YBR109C_YLL060C	YBR109C	YLL060C	False	False	True
YBR109C_YLR196W	YBR109C	YLR196W	False	True	False
YBR109C_YLR274W	YBR109C	YLR274W	False	True	False
YBR109C_YLR288C	YBR109C	YLR288C	False	False	True
YBR109C_YLR304C	YBR109C	YLR304C	False	False	True
YBR109C_YLR356W	YBR109C	YLR356W	False	False	True
