pair	orf_name_a	orf_name_b	GAVIN_2002	GAVIN_2006	KROGAN
Q0050_YPR140W	Q0050	YPR140W	False	False	True
Q0110_YGR037C	Q0110	YGR037C	False	False	True
Q0250_YIL051C	Q0250	YIL051C	False	False	True
YAL001C_YBR123C	YAL001C	YBR123C	True	True	True
YAL001C_YDL074C	YAL001C	YDL074C	False	False	True
YAL001C_YDL078C	YAL001C	YDL078C	False	False	True
YAL001C_YDL097C	YAL001C	YDL097C	False	False	True
YAL001C_YDL147W	YAL001C	YDL147W	False	False	True
YAL001C_YDR362C	YAL001C	YDR362C	False	False	True
YAL001C_YDR381W	YAL001C	YDR381W	False	False	True
YAL001C_YDR449C	YAL001C	YDR449C	False	False	True
YAL001C_YDR523C	YAL001C	YDR523C	False	False	True
YAL001C_YFR052W	YAL001C	YFR052W	False	False	True
YAL001C_YGR047C	YAL001C	YGR047C	False	False	True
YAL001C_YMR093W	YAL001C	YMR093W	False	False	True
YAL001C_YOR110W	YAL001C	YOR110W	False	True	True
YAL001C_YPL007C	YAL001C	YPL007C	False	True	False
YAL002W_YLR148W	YAL002W	YLR148W	True	True	False
YAL002W_YLR396C	YAL002W	YLR396C	True	True	False
YAL002W_YMR231W	YAL002W	YMR231W	True	True	False
YAL002W_YPL045W	YAL002W	YPL045W	True	True	False
YAL003W_YBR118W	YAL003W	YBR118W	True	False	False
YAL003W_YKL081W	YAL003W	YKL081W	True	True	False
YAL003W_YPL048W	YAL003W	YPL048W	False	True	False
YAL003W_YPR080W	YAL003W	YPR080W	False	True	False
YAL005C_YCR009C	YAL005C	YCR009C	False	True	False
YAL005C_YDR388W	YAL005C	YDR388W	False	True	False
YAL005C_YJL006C	YAL005C	YJL006C	False	True	False
YAL005C_YKL139W	YAL005C	YKL139W	False	True	False
YAL005C_YNR050C	YAL005C	YNR050C	False	True	False
YAL005C_YOR151C	YAL005C	YOR151C	True	False	False
YAL005C_YOR164C	YAL005C	YOR164C	False	True	False
YAL005C_YPR010C	YAL005C	YPR010C	True	False	False
YAL007C_YAR002C-A	YAL007C	YAR002C-A	True	True	True
YAL007C_YBL003C	YAL007C	YBL003C	False	False	True
YAL007C_YBR009C	YAL007C	YBR009C	False	False	True
YAL007C_YDR086C	YAL007C	YDR086C	False	False	True
YAL007C_YDR087C	YAL007C	YDR087C	True	True	False
YAL007C_YDR101C	YAL007C	YDR101C	True	False	False
YAL007C_YDR127W	YAL007C	YDR127W	True	False	False
YAL007C_YDR174W	YAL007C	YDR174W	False	False	True
YAL007C_YDR381W	YAL007C	YDR381W	False	False	True
YAL007C_YER110C	YAL007C	YER110C	True	False	False
YAL007C_YGL008C	YAL007C	YGL008C	False	False	True
YAL007C_YGL055W	YAL007C	YGL055W	False	False	True
YAL007C_YGL200C	YAL007C	YGL200C	True	True	True
YAL007C_YGR085C	YAL007C	YGR085C	False	True	False
YAL007C_YGR231C	YAL007C	YGR231C	False	False	True
YAL007C_YJL034W	YAL007C	YJL034W	False	False	True
YAL007C_YLR075W	YAL007C	YLR075W	False	False	True
YAL007C_YLR150W	YAL007C	YLR150W	False	False	True
YAL007C_YLR342W	YAL007C	YLR342W	True	False	True
YAL007C_YML012W	YAL007C	YML012W	True	True	True
YAL007C_YMR214W	YAL007C	YMR214W	False	False	True
YAL007C_YMR290C	YAL007C	YMR290C	True	False	False
YAL007C_YNL055C	YAL007C	YNL055C	False	False	True
YAL007C_YPL211W	YAL007C	YPL211W	True	False	False
YAL008W_YJL033W	YAL008W	YJL033W	False	False	True
YAL009W_YDL040C	YAL009W	YDL040C	True	False	False
YAL009W_YDR211W	YAL009W	YDR211W	True	False	False
YAL009W_YHR004C	YAL009W	YHR004C	True	False	False
YAL009W_YJL176C	YAL009W	YJL176C	True	False	False
YAL009W_YLR342W	YAL009W	YLR342W	True	False	False
YAL010C_YJL066C	YAL010C	YJL066C	True	False	False
YAL010C_YMR203W	YAL010C	YMR203W	True	False	False
YAL010C_YPL235W	YAL010C	YPL235W	True	False	False
YAL011W_YBL003C	YAL011W	YBL003C	False	False	True
YAL011W_YBR231C	YAL011W	YBR231C	False	False	True
YAL011W_YDR190C	YAL011W	YDR190C	False	False	True
YAL011W_YDR334W	YAL011W	YDR334W	False	False	True
YAL011W_YDR485C	YAL011W	YDR485C	False	False	True
YAL011W_YGR086C	YAL011W	YGR086C	False	False	True
YAL011W_YJL081C	YAL011W	YJL081C	False	False	True
YAL011W_YLR085C	YAL011W	YLR085C	False	False	True
YAL011W_YLR385C	YAL011W	YLR385C	False	False	True
YAL011W_YML041C	YAL011W	YML041C	False	False	True
YAL011W_YPL235W	YAL011W	YPL235W	False	False	True
YAL012W_YKL210W	YAL012W	YKL210W	False	False	True
YAL012W_YMR300C	YAL012W	YMR300C	True	False	False
YAL012W_YOL013C	YAL012W	YOL013C	False	False	True
YAL013W_YBR095C	YAL013W	YBR095C	False	False	True
YAL013W_YIL084C	YAL013W	YIL084C	False	True	False
YAL013W_YMR263W	YAL013W	YMR263W	False	True	True
YAL013W_YNL330C	YAL013W	YNL330C	True	True	False
YAL013W_YPL139C	YAL013W	YPL139C	False	True	True
YAL013W_YPL181W	YAL013W	YPL181W	False	False	True
YAL016W_YAL024C	YAL016W	YAL024C	True	True	False
YAL016W_YBR079C	YAL016W	YBR079C	False	False	True
YAL016W_YDL134C	YAL016W	YDL134C	True	True	True
YAL016W_YDL188C	YAL016W	YDL188C	True	True	True
YAL016W_YGL190C	YAL016W	YGL190C	True	True	True
YAL016W_YGR161C	YAL016W	YGR161C	True	True	True
YAL016W_YGR281W	YAL016W	YGR281W	True	True	False
YAL016W_YHR158C	YAL016W	YHR158C	True	True	False
YAL016W_YIL069C	YAL016W	YIL069C	False	True	False
YAL016W_YML024W	YAL016W	YML024W	False	True	False
YAL016W_YML063W	YAL016W	YML063W	False	True	False
YAL016W_YML109W	YAL016W	YML109W	True	True	True
YAL016W_YMR273C	YAL016W	YMR273C	True	True	True
YAL016W_YNL209W	YAL016W	YNL209W	False	False	True
YAL016W_YOR014W	YAL016W	YOR014W	True	True	True
YAL016W_YOR162C	YAL016W	YOR162C	False	False	True
YAL016W_YPL090C	YAL016W	YPL090C	False	True	False
YAL016W_YPL152W	YAL016W	YPL152W	True	False	True
YAL017W_YCR020W-B	YAL017W	YCR020W-B	False	False	True
YAL017W_YDL100C	YAL017W	YDL100C	False	False	True
YAL017W_YDR099W	YAL017W	YDR099W	True	True	False
YAL017W_YGL112C	YAL017W	YGL112C	True	True	False
YAL017W_YLR150W	YAL017W	YLR150W	False	False	True
YAL017W_YNL247W	YAL017W	YNL247W	False	False	True
YAL017W_YOR196C	YAL017W	YOR196C	False	False	True
YAL017W_YPR034W	YAL017W	YPR034W	False	False	True
YAL019W_YAL026C	YAL019W	YAL026C	False	False	True
YAL019W_YBL088C	YAL019W	YBL088C	True	False	False
YAL019W_YBR084W	YAL019W	YBR084W	True	False	False
YAL019W_YDL097C	YAL019W	YDL097C	False	False	True
YAL019W_YDL147W	YAL019W	YDL147W	False	False	True
YAL019W_YFR052W	YAL019W	YFR052W	False	False	True
YAL019W_YIL035C	YAL019W	YIL035C	False	False	True
YAL019W_YJR119C	YAL019W	YJR119C	False	False	True
YAL019W_YLR027C	YAL019W	YLR027C	False	False	True
YAL020C_YBL071W-A	YAL020C	YBL071W-A	False	False	True
YAL021C_YCR093W	YAL021C	YCR093W	True	True	True
YAL021C_YDL149W	YAL021C	YDL149W	False	True	False
YAL021C_YDR188W	YAL021C	YDR188W	True	False	False
YAL021C_YDR252W	YAL021C	YDR252W	False	False	True
YAL021C_YER068W	YAL021C	YER068W	True	False	False
YAL021C_YGL195W	YAL021C	YGL195W	True	False	False
YAL021C_YGR134W	YAL021C	YGR134W	True	True	True
YAL021C_YNL288W	YAL021C	YNL288W	True	True	True
YAL021C_YNR052C	YAL021C	YNR052C	True	True	True
YAL023C_YBR159W	YAL023C	YBR159W	False	False	True
YAL023C_YCR043C	YAL023C	YCR043C	False	False	True
YAL024C_YHR158C	YAL024C	YHR158C	True	True	False
YAL024C_YNL312W	YAL024C	YNL312W	False	False	True
YAL024C_YPR140W	YAL024C	YPR140W	False	False	True
YAL026C_YAL053W	YAL026C	YAL053W	True	False	False
YAL026C_YDL019C	YAL026C	YDL019C	False	False	True
YAL026C_YDR054C	YAL026C	YDR054C	False	False	True
YAL026C_YKL010C	YAL026C	YKL010C	False	False	True
YAL026C_YLR447C	YAL026C	YLR447C	False	True	False
YAL026C_YML069W	YAL026C	YML069W	False	False	True
YAL027W_YBR196C	YAL027W	YBR196C	True	False	False
YAL027W_YCL024W	YAL027W	YCL024W	True	False	False
YAL027W_YCR009C	YAL027W	YCR009C	False	False	True
YAL027W_YCR028C-A	YAL027W	YCR028C-A	False	False	True
YAL027W_YDL014W	YAL027W	YDL014W	False	False	True
YAL027W_YDR174W	YAL027W	YDR174W	True	False	False
YAL027W_YDR381W	YAL027W	YDR381W	True	False	True
YAL027W_YDR388W	YAL027W	YDR388W	False	False	True
YAL027W_YDR507C	YAL027W	YDR507C	True	False	False
YAL027W_YER049W	YAL027W	YER049W	False	False	True
YAL027W_YGL106W	YAL027W	YGL106W	False	False	True
YAL027W_YIL095W	YAL027W	YIL095W	False	False	True
YAL027W_YIL105C	YAL027W	YIL105C	False	False	True
YAL027W_YLL018C	YAL027W	YLL018C	False	False	True
YAL027W_YLR044C	YAL027W	YLR044C	True	False	False
YAL027W_YLR429W	YAL027W	YLR429W	False	False	True
YAL027W_YML095C	YAL027W	YML095C	True	False	True
YAL027W_YMR128W	YAL027W	YMR128W	False	False	True
YAL027W_YNL106C	YAL027W	YNL106C	False	False	True
YAL027W_YOL086C	YAL027W	YOL086C	True	False	False
YAL027W_YOR294W	YAL027W	YOR294W	False	False	True
YAL027W_YPL004C	YAL027W	YPL004C	False	False	True
YAL027W_YPL022W	YAL027W	YPL022W	True	False	True
YAL027W_YPL146C	YAL027W	YPL146C	False	False	True
YAL027W_YPR171W	YAL027W	YPR171W	False	False	True
YAL028W_YMR186W	YAL028W	YMR186W	False	False	True
YAL029C_YBR081C	YAL029C	YBR081C	True	False	False
YAL029C_YBR130C	YAL029C	YBR130C	True	True	True
YAL029C_YDR101C	YAL029C	YDR101C	True	False	False
YAL029C_YDR457W	YAL029C	YDR457W	False	False	True
YAL029C_YER110C	YAL029C	YER110C	True	False	False
YAL029C_YFL039C	YAL029C	YFL039C	True	True	False
YAL029C_YGL106W	YAL029C	YGL106W	True	True	True
YAL029C_YGL195W	YAL029C	YGL195W	True	False	False
YAL029C_YGL213C	YAL029C	YGL213C	False	False	True
YAL029C_YHR023W	YAL029C	YHR023W	True	True	False
YAL029C_YKL018W	YAL029C	YKL018W	False	False	True
YAL029C_YKL124W	YAL029C	YKL124W	False	False	True
YAL029C_YKL130C	YAL029C	YKL130C	True	True	False
YAL029C_YLR196W	YAL029C	YLR196W	False	True	False
YAL029C_YLR249W	YAL029C	YLR249W	True	False	False
YAL029C_YLR274W	YAL029C	YLR274W	False	True	False
YAL029C_YLR304C	YAL029C	YLR304C	False	False	True
YAL029C_YML056C	YAL029C	YML056C	False	True	False
YAL029C_YMR075W	YAL029C	YMR075W	False	False	True
YAL029C_YMR186W	YAL029C	YMR186W	True	False	False
YAL029C_YMR309C	YAL029C	YMR309C	True	False	False
YAL029C_YOL086C	YAL029C	YOL086C	True	False	False
YAL031C_YNL317W	YAL031C	YNL317W	False	False	True
YAL032C_YDL043C	YAL032C	YDL043C	False	False	True
YAL032C_YDL209C	YAL032C	YDL209C	True	True	False
YAL032C_YDR364C	YAL032C	YDR364C	True	True	False
YAL032C_YDR416W	YAL032C	YDR416W	True	True	True
YAL032C_YER172C	YAL032C	YER172C	False	True	False
YAL032C_YGL120C	YAL032C	YGL120C	True	True	False
YAL032C_YGL128C	YAL032C	YGL128C	True	True	False
YAL032C_YGR278W	YAL032C	YGR278W	True	True	False
YAL032C_YHR165C	YAL032C	YHR165C	False	True	False
YAL032C_YJL203W	YAL032C	YJL203W	True	True	False
YAL032C_YKL095W	YAL032C	YKL095W	True	False	False
YAL032C_YKL173W	YAL032C	YKL173W	True	True	False
YAL032C_YLL036C	YAL032C	YLL036C	True	True	False
YAL032C_YLR117C	YAL032C	YLR117C	True	True	False
YAL032C_YML049C	YAL032C	YML049C	True	True	False
YAL032C_YMR213W	YAL032C	YMR213W	True	True	False
YAL032C_YMR288W	YAL032C	YMR288W	True	True	False
YAL032C_YPL151C	YAL032C	YPL151C	True	True	True
YAL032C_YPL213W	YAL032C	YPL213W	True	True	False
YAL033W_YBR167C	YAL033W	YBR167C	True	False	False
YAL033W_YBR257W	YAL033W	YBR257W	False	False	True
YAL033W_YHR062C	YAL033W	YHR062C	False	False	True
YAL033W_YIR015W	YAL033W	YIR015W	False	False	True
YAL033W_YNL221C	YAL033W	YNL221C	False	False	True
YAL033W_YNL282W	YAL033W	YNL282W	False	True	False
YAL034C_YBR198C	YAL034C	YBR198C	True	False	False
YAL034C_YER110C	YAL034C	YER110C	True	True	True
YAL034C_YGR274C	YAL034C	YGR274C	True	False	False
YAL034C_YJR123W	YAL034C	YJR123W	False	True	False
YAL034C_YML063W	YAL034C	YML063W	False	True	False
YAL034C_YOL004W	YAL034C	YOL004W	True	False	True
YAL034C_YOL086C	YAL034C	YOL086C	True	False	False
YAL034W-A_YIR010W	YAL034W-A	YIR010W	False	True	True
YAL034W-A_YJR112W	YAL034W-A	YJR112W	False	False	True
YAL034W-A_YPL233W	YAL034W-A	YPL233W	False	False	True
YAL035W_YBR084W	YAL035W	YBR084W	True	True	False
YAL035W_YDL014W	YAL035W	YDL014W	True	True	False
YAL035W_YDL082W	YAL035W	YDL082W	False	True	False
YAL035W_YDR429C	YAL035W	YDR429C	False	True	False
YAL035W_YDR496C	YAL035W	YDR496C	True	True	False
YAL035W_YEL054C	YAL035W	YEL054C	False	True	False
YAL035W_YER036C	YAL035W	YER036C	True	True	False
YAL035W_YFR031C-A	YAL035W	YFR031C-A	True	True	False
YAL035W_YGL030W	YAL035W	YGL030W	False	True	False
YAL035W_YGL076C	YAL035W	YGL076C	False	True	False
YAL035W_YGL130W	YAL035W	YGL130W	True	True	False
YAL035W_YGR102C	YAL035W	YGR102C	True	False	False
YAL035W_YHL033C	YAL035W	YHL033C	False	True	False
YAL035W_YHR010W	YAL035W	YHR010W	False	True	False
YAL035W_YHR216W	YAL035W	YHR216W	False	True	False
YAL035W_YJL190C	YAL035W	YJL190C	False	True	False
YAL035W_YJR123W	YAL035W	YJR123W	False	True	False
YAL035W_YJR145C	YAL035W	YJR145C	False	True	False
YAL035W_YLL045C	YAL035W	YLL045C	False	True	False
YAL035W_YLR075W	YAL035W	YLR075W	False	True	False
YAL035W_YLR175W	YAL035W	YLR175W	True	True	False
YAL035W_YLR340W	YAL035W	YLR340W	False	True	False
YAL035W_YLR367W	YAL035W	YLR367W	False	True	False
YAL035W_YLR432W	YAL035W	YLR432W	False	True	False
YAL035W_YMR142C	YAL035W	YMR142C	False	True	False
YAL035W_YMR194W	YAL035W	YMR194W	False	True	False
YAL035W_YMR229C	YAL035W	YMR229C	False	True	False
YAL035W_YMR242C	YAL035W	YMR242C	False	True	False
YAL035W_YMR309C	YAL035W	YMR309C	True	True	False
YAL035W_YNL030W	YAL035W	YNL030W	True	False	False
YAL035W_YNL178W	YAL035W	YNL178W	False	True	False
YAL035W_YOR063W	YAL035W	YOR063W	False	True	False
YAL035W_YOR361C	YAL035W	YOR361C	True	True	False
YAL035W_YPR041W	YAL035W	YPR041W	True	True	False
YAL036C_YBR279W	YAL036C	YBR279W	False	False	True
YAL036C_YDL168W	YAL036C	YDL168W	False	False	True
YAL036C_YGR162W	YAL036C	YGR162W	True	True	False
YAL036C_YHR064C	YAL036C	YHR064C	False	True	False
YAL036C_YNL209W	YAL036C	YNL209W	False	False	True
YAL036C_YOR091W	YAL036C	YOR091W	False	False	True
YAL038W_YBR221C	YAL038W	YBR221C	False	True	False
YAL038W_YDL055C	YAL038W	YDL055C	False	True	False
YAL038W_YDL066W	YAL038W	YDL066W	False	True	False
YAL038W_YDR148C	YAL038W	YDR148C	False	True	False
YAL038W_YDR335W	YAL038W	YDR335W	False	True	False
YAL038W_YER151C	YAL038W	YER151C	False	True	False
YAL038W_YER171W	YAL038W	YER171W	False	True	False
YAL038W_YFL045C	YAL038W	YFL045C	False	True	False
YAL038W_YFR049W	YAL038W	YFR049W	False	True	False
YAL038W_YHR128W	YAL038W	YHR128W	False	True	False
YAL038W_YHR169W	YAL038W	YHR169W	False	True	False
YAL038W_YIL128W	YAL038W	YIL128W	False	True	False
YAL038W_YJL074C	YAL038W	YJL074C	False	True	False
YAL038W_YJL101C	YAL038W	YJL101C	False	True	False
YAL038W_YKL029C	YAL038W	YKL029C	False	True	False
YAL038W_YLR153C	YAL038W	YLR153C	False	True	False
YAL038W_YLR180W	YAL038W	YLR180W	False	True	False
YAL038W_YOL098C	YAL038W	YOL098C	False	True	False
YAL038W_YOR136W	YAL038W	YOR136W	False	True	False
YAL038W_YOR160W	YAL038W	YOR160W	False	True	False
YAL038W_YPR010C	YAL038W	YPR010C	False	True	False
YAL041W_YBR200W	YAL041W	YBR200W	True	False	False
YAL041W_YDR012W	YAL041W	YDR012W	False	True	False
YAL041W_YER114C	YAL041W	YER114C	True	True	False
YAL041W_YJL177W	YAL041W	YJL177W	False	True	False
YAL041W_YLR340W	YAL041W	YLR340W	False	True	False
YAL041W_YLR357W	YAL041W	YLR357W	True	False	False
YAL041W_YNL007C	YAL041W	YNL007C	True	False	False
YAL042W_YDL097C	YAL042W	YDL097C	False	False	True
YAL042W_YDL147W	YAL042W	YDL147W	False	False	True
YAL042W_YFR052W	YAL042W	YFR052W	False	False	True
YAL042W_YML067C	YAL042W	YML067C	False	True	False
YAL042W_YML130C	YAL042W	YML130C	True	True	False
YAL043C_YAL046C	YAL043C	YAL046C	False	False	True
YAL043C_YBL076C	YAL043C	YBL076C	False	False	True
YAL043C_YBL101C	YAL043C	YBL101C	False	False	True
YAL043C_YBR119W	YAL043C	YBR119W	False	False	True
YAL043C_YDL199C	YAL043C	YDL199C	False	False	True
YAL043C_YDR195W	YAL043C	YDR195W	True	True	True
YAL043C_YDR301W	YAL043C	YDR301W	True	True	False
YAL043C_YER133W	YAL043C	YER133W	True	True	True
YAL043C_YGR156W	YAL043C	YGR156W	True	True	True
YAL043C_YJL033W	YAL043C	YJL033W	True	True	False
YAL043C_YJR093C	YAL043C	YJR093C	True	True	True
YAL043C_YKL018W	YAL043C	YKL018W	False	True	True
YAL043C_YKL059C	YAL043C	YKL059C	True	True	True
YAL043C_YKR002W	YAL043C	YKR002W	True	True	False
YAL043C_YLR115W	YAL043C	YLR115W	True	True	True
YAL043C_YLR277C	YAL043C	YLR277C	True	True	True
YAL043C_YLR303W	YAL043C	YLR303W	False	False	True
YAL043C_YMR061W	YAL043C	YMR061W	True	True	False
YAL043C_YNL222W	YAL043C	YNL222W	True	True	False
YAL043C_YNL317W	YAL043C	YNL317W	True	True	True
YAL043C_YOR179C	YAL043C	YOR179C	True	True	True
YAL043C_YPR107C	YAL043C	YPR107C	True	True	True
YAL044C_YLR239C	YAL044C	YLR239C	False	False	True
YAL047C_YDR179C	YAL047C	YDR179C	False	False	True
YAL047C_YHR172W	YAL047C	YHR172W	False	True	True
YAL047C_YLR179C	YAL047C	YLR179C	False	False	True
YAL047C_YNL126W	YAL047C	YNL126W	False	True	False
YAL047C_YNL209W	YAL047C	YNL209W	False	False	True
YAL047C_YNL224C	YAL047C	YNL224C	False	False	True
YAL048C_YJR009C	YAL048C	YJR009C	False	True	False
YAL048C_YOR284W	YAL048C	YOR284W	False	True	False
YAL051W_YCR087C-A	YAL051W	YCR087C-A	False	False	True
YAL051W_YDR060W	YAL051W	YDR060W	False	False	True
YAL051W_YDR412W	YAL051W	YDR412W	False	False	True
YAL051W_YIL036W	YAL051W	YIL036W	False	False	True
YAL051W_YKL172W	YAL051W	YKL172W	False	False	True
YAL051W_YLR197W	YAL051W	YLR197W	False	False	True
YAL051W_YNL325C	YAL051W	YNL325C	False	False	True
YAL051W_YOR310C	YAL051W	YOR310C	False	False	True
YAL051W_YPL146C	YAL051W	YPL146C	False	False	True
YAL051W_YPR169W	YAL051W	YPR169W	False	False	True
YAL053W_YKL028W	YAL053W	YKL028W	False	False	True
YAL053W_YLR342W	YAL053W	YLR342W	True	False	False
YAL053W_YML072C	YAL053W	YML072C	True	False	False
YAL053W_YOR153W	YAL053W	YOR153W	True	False	False
YAL059W_YBR115C	YAL059W	YBR115C	True	False	False
YAL059W_YDR395W	YAL059W	YDR395W	True	False	False
YAL059W_YER110C	YAL059W	YER110C	True	False	False
YAL059W_YGL195W	YAL059W	YGL195W	True	False	False
YAL059W_YMR124W	YAL059W	YMR124W	False	False	True
YAL059W_YMR186W	YAL059W	YMR186W	True	False	False
YAL059W_YMR308C	YAL059W	YMR308C	True	False	False
YAL059W_YOL086C	YAL059W	YOL086C	True	False	False
YAL060W_YAL061W	YAL060W	YAL061W	False	False	True
YAL061W_YMR308C	YAL061W	YMR308C	True	False	False
YAL062W_YAR071W	YAL062W	YAR071W	False	False	True
YAL062W_YCR020W-B	YAL062W	YCR020W-B	False	False	True
YAL062W_YGL070C	YAL062W	YGL070C	False	False	True
YAL062W_YIL033C	YAL062W	YIL033C	False	False	True
YAL062W_YOR362C	YAL062W	YOR362C	False	False	True
YAL062W_YPL160W	YAL062W	YPL160W	False	False	True
YAL067C_YNL162W	YAL067C	YNL162W	False	False	True
YAR002C-A_YGL200C	YAR002C-A	YGL200C	True	True	True
YAR002C-A_YGR132C	YAR002C-A	YGR132C	True	False	False
YAR002C-A_YML012W	YAR002C-A	YML012W	True	True	False
YAR002C-A_YNL030W	YAR002C-A	YNL030W	True	False	False
YAR002W_YER110C	YAR002W	YER110C	False	True	True
YAR002W_YLR335W	YAR002W	YLR335W	False	True	True
YAR002W_YLR347C	YAR002W	YLR347C	True	True	True
YAR002W_YNL189W	YAR002W	YNL189W	True	True	True
YAR003W_YBR175W	YAR003W	YBR175W	True	True	True
YAR003W_YDR069C	YAR003W	YDR069C	True	True	False
YAR003W_YDR469W	YAR003W	YDR469W	True	True	True
YAR003W_YHR119W	YAR003W	YHR119W	True	True	True
YAR003W_YJR113C	YAR003W	YJR113C	True	True	False
YAR003W_YKL018W	YAR003W	YKL018W	False	True	False
YAR003W_YLR015W	YAR003W	YLR015W	True	True	True
YAR003W_YPL138C	YAR003W	YPL138C	True	True	True
YAR007C_YBL002W	YAR007C	YBL002W	False	False	True
YAR007C_YBR089C-A	YAR007C	YBR089C-A	True	False	False
YAR007C_YBR136W	YAR007C	YBR136W	True	True	False
YAR007C_YCR012W	YAR007C	YCR012W	True	True	False
YAR007C_YCR092C	YAR007C	YCR092C	False	True	False
YAR007C_YDL140C	YAR007C	YDL140C	False	False	True
YAR007C_YDL156W	YAR007C	YDL156W	False	True	False
YAR007C_YDR097C	YAR007C	YDR097C	True	True	False
YAR007C_YDR121W	YAR007C	YDR121W	False	True	False
YAR007C_YDR129C	YAR007C	YDR129C	False	False	True
YAR007C_YDR174W	YAR007C	YDR174W	False	False	True
YAR007C_YEL030W	YAR007C	YEL030W	False	False	True
YAR007C_YER095W	YAR007C	YER095W	True	True	False
YAR007C_YFL014W	YAR007C	YFL014W	False	False	True
YAR007C_YFR013W	YAR007C	YFR013W	False	True	False
YAR007C_YHR164C	YAR007C	YHR164C	True	True	True
YAR007C_YIR002C	YAR007C	YIR002C	True	True	False
YAR007C_YJL115W	YAR007C	YJL115W	False	False	True
YAR007C_YJL173C	YAR007C	YJL173C	False	True	True
YAR007C_YLR347C	YAR007C	YLR347C	True	True	False
YAR007C_YLR429W	YAR007C	YLR429W	False	False	True
YAR007C_YML032C	YAR007C	YML032C	True	True	False
YAR007C_YMR234W	YAR007C	YMR234W	True	False	False
YAR007C_YNL031C	YAR007C	YNL031C	False	False	True
YAR007C_YNL312W	YAR007C	YNL312W	True	True	True
YAR007C_YOL090W	YAR007C	YOL090W	True	True	False
YAR007C_YPR161C	YAR007C	YPR161C	False	False	True
YAR014C_YDL082W	YAR014C	YDL082W	False	True	False
YAR014C_YER133W	YAR014C	YER133W	False	True	True
YAR014C_YER155C	YAR014C	YER155C	True	False	True
YAR014C_YGR285C	YAR014C	YGR285C	True	False	False
YAR014C_YHR064C	YAR014C	YHR064C	True	False	False
YAR014C_YHR158C	YAR014C	YHR158C	False	False	True
YAR014C_YML131W	YAR014C	YML131W	False	False	True
YAR014C_YMR116C	YAR014C	YMR116C	True	False	False
YAR015W_YLR291C	YAR015W	YLR291C	False	False	True
YAR018C_YGR285C	YAR018C	YGR285C	True	False	False
YAR018C_YHR064C	YAR018C	YHR064C	True	False	False
YAR018C_YMR116C	YAR018C	YMR116C	True	False	False
YAR019C_YDL220C	YAR019C	YDL220C	False	False	True
YAR019C_YGR173W	YAR019C	YGR173W	False	False	True
YAR042W_YAR042W	YAR042W	YAR042W	False	False	True
YAR042W_YBR079C	YAR042W	YBR079C	False	False	True
YAR042W_YBR143C	YAR042W	YBR143C	False	True	False
YAR042W_YDL019C	YAR042W	YDL019C	False	False	True
YAR042W_YDL040C	YAR042W	YDL040C	False	False	True
YAR042W_YER120W	YAR042W	YER120W	True	True	False
YAR042W_YGR192C	YAR042W	YGR192C	True	False	False
YAR042W_YIL074C	YAR042W	YIL074C	False	True	False
YAR042W_YJR145C	YAR042W	YJR145C	False	True	False
YAR042W_YLR119W	YAR042W	YLR119W	False	False	True
YAR042W_YLR397C	YAR042W	YLR397C	True	False	False
YAR042W_YML069W	YAR042W	YML069W	False	False	True
YAR042W_YOR096W	YAR042W	YOR096W	False	True	False
YAR042W_YOR361C	YAR042W	YOR361C	False	False	True
YAR042W_YPR080W	YAR042W	YPR080W	False	False	True
YAR071W_YBR093C	YAR071W	YBR093C	False	False	True
YAR071W_YCR038C	YAR071W	YCR038C	False	False	True
YAR071W_YFR055W	YAR071W	YFR055W	False	False	True
YAR071W_YGL245W	YAR071W	YGL245W	False	False	True
YBL002W_YBL003C	YBL002W	YBL003C	False	False	True
YBL002W_YBR009C	YBL002W	YBR009C	False	False	True
YBL002W_YBR010W	YBL002W	YBR010W	False	False	True
YBL002W_YBR060C	YBL002W	YBR060C	False	False	True
YBL002W_YBR245C	YBL002W	YBR245C	True	False	False
YBL002W_YCR043C	YBL002W	YCR043C	False	False	True
YBL002W_YDL095W	YBL002W	YDL095W	False	False	True
YBL002W_YDL156W	YBL002W	YDL156W	False	False	True
YBL002W_YDR044W	YBL002W	YDR044W	False	False	True
YBL002W_YDR075W	YBL002W	YDR075W	False	False	True
YBL002W_YDR121W	YBL002W	YDR121W	True	False	False
YBL002W_YDR224C	YBL002W	YDR224C	False	False	True
YBL002W_YDR496C	YBL002W	YDR496C	True	False	False
YBL002W_YER091C	YBL002W	YER091C	False	False	True
YBL002W_YGL035C	YBL002W	YGL035C	False	False	True
YBL002W_YGL112C	YBL002W	YGL112C	False	False	True
YBL002W_YGL207W	YBL002W	YGL207W	False	False	True
YBL002W_YGL241W	YBL002W	YGL241W	True	False	True
YBL002W_YGR275W	YBL002W	YGR275W	False	False	True
YBL002W_YHR118C	YBL002W	YHR118C	False	False	True
YBL002W_YIL076W	YBL002W	YIL076W	False	False	True
YBL002W_YIL126W	YBL002W	YIL126W	True	False	False
YBL002W_YJR010C-A	YBL002W	YJR010C-A	False	False	True
YBL002W_YKR001C	YBL002W	YKR001C	True	False	False
YBL002W_YKR048C	YBL002W	YKR048C	True	False	True
YBL002W_YLR133W	YBL002W	YLR133W	False	False	True
YBL002W_YLR320W	YBL002W	YLR320W	False	False	True
YBL002W_YLR385C	YBL002W	YLR385C	False	False	True
