geneA	geneB	complex name	complex size
YDL143W	YOR281C	chaperonin-containing T-complex	13
YDR171W	YDR188W	chaperonin-containing T-complex	13
YDR171W	YDR212W	chaperonin-containing T-complex	13
YDR171W	YIL142W	chaperonin-containing T-complex	13
YDR171W	YJL008C	chaperonin-containing T-complex	13
YDR171W	YJL014W	chaperonin-containing T-complex	13
YDR171W	YJL111W	chaperonin-containing T-complex	13
YDR171W	YJR064W	chaperonin-containing T-complex	13
YDR171W	YLL024C	chaperonin-containing T-complex	13
YDR171W	YNL212W	chaperonin-containing T-complex	13
YDR171W	YOR281C	chaperonin-containing T-complex	13
YDR188W	YDR212W	chaperonin-containing T-complex	13
YDR188W	YIL142W	chaperonin-containing T-complex	13
YDR188W	YJL008C	chaperonin-containing T-complex	13
YDR188W	YJL014W	chaperonin-containing T-complex	13
YDR188W	YJL111W	chaperonin-containing T-complex	13
YDR188W	YJR064W	chaperonin-containing T-complex	13
YDR188W	YLL024C	chaperonin-containing T-complex	13
YDR188W	YNL212W	chaperonin-containing T-complex	13
YDR188W	YOR281C	chaperonin-containing T-complex	13
YDR212W	YIL142W	chaperonin-containing T-complex	13
YDR212W	YJL008C	chaperonin-containing T-complex	13
YDR212W	YJL014W	chaperonin-containing T-complex	13
YDR212W	YJL111W	chaperonin-containing T-complex	13
YDR212W	YJR064W	chaperonin-containing T-complex	13
YDR212W	YLL024C	chaperonin-containing T-complex	13
YDR212W	YNL212W	chaperonin-containing T-complex	13
YDR212W	YOR281C	chaperonin-containing T-complex	13
YIL142W	YJL008C	chaperonin-containing T-complex	13
YIL142W	YJL014W	chaperonin-containing T-complex	13
YIL142W	YJL111W	chaperonin-containing T-complex	13
YIL142W	YJR064W	chaperonin-containing T-complex	13
YIL142W	YLL024C	chaperonin-containing T-complex	13
YIL142W	YNL212W	chaperonin-containing T-complex	13
YIL142W	YOR281C	chaperonin-containing T-complex	13
YJL008C	YJL014W	chaperonin-containing T-complex	13
YJL008C	YJL111W	chaperonin-containing T-complex	13
YJL008C	YJR064W	chaperonin-containing T-complex	13
YJL008C	YLL024C	chaperonin-containing T-complex	13
YJL008C	YNL212W	chaperonin-containing T-complex	13
YJL008C	YOR281C	chaperonin-containing T-complex	13
YJL014W	YJL111W	chaperonin-containing T-complex	13
YJL014W	YJR064W	chaperonin-containing T-complex	13
YJL014W	YLL024C	chaperonin-containing T-complex	13
YJL014W	YNL212W	chaperonin-containing T-complex	13
YJL014W	YOR281C	chaperonin-containing T-complex	13
YJL111W	YJR064W	chaperonin-containing T-complex	13
YJL111W	YLL024C	chaperonin-containing T-complex	13
YJL111W	YNL212W	chaperonin-containing T-complex	13
YJL111W	YOR281C	chaperonin-containing T-complex	13
YJR064W	YLL024C	chaperonin-containing T-complex	13
YJR064W	YNL212W	chaperonin-containing T-complex	13
YJR064W	YOR281C	chaperonin-containing T-complex	13
YLL024C	YNL212W	chaperonin-containing T-complex	13
YLL024C	YOR281C	chaperonin-containing T-complex	13
YNL212W	YOR281C	chaperonin-containing T-complex	13
YBL061C	YBR023C	chitin biosynth pathway	6
YBL061C	YHR142W	chitin biosynth pathway	6
YBL061C	YJL099W	chitin biosynth pathway	6
YBL061C	YLR330W	chitin biosynth pathway	6
YBL061C	YOL003C	chitin biosynth pathway	6
YBR023C	YHR142W	chitin biosynth pathway	6
YBR023C	YJL099W	chitin biosynth pathway	6
YBR023C	YLR330W	chitin biosynth pathway	6
YBR023C	YOL003C	chitin biosynth pathway	6
YHR142W	YJL099W	chitin biosynth pathway	6
YHR142W	YLR330W	chitin biosynth pathway	6
YHR142W	YOL003C	chitin biosynth pathway	6
YJL099W	YLR330W	chitin biosynth pathway	6
YJL099W	YOL003C	chitin biosynth pathway	6
YLR330W	YOL003C	chitin biosynth pathway	6
YGR157W	YJR073C	cho2-opi3	2
YDR121W	YGL133W	chromatin accessibility complex (GO)	4
YDR121W	YJL065C	chromatin accessibility complex (GO)	4
YDR121W	YOR304W	chromatin accessibility complex (GO)	4
YGL133W	YJL065C	chromatin accessibility complex (GO)	4
YGL133W	YOR304W	chromatin accessibility complex (GO)	4
YJL065C	YOR304W	chromatin accessibility complex (GO)	4
YER030W	YJL115W	chromatin assembly complex (GO)	3
YER030W	YOL012C	chromatin assembly complex (GO)	3
YJL115W	YOL012C	chromatin assembly complex (GO)	3
YBR195C	YDL042C	chromatin silencing complex	5
YBR195C	YDR227W	chromatin silencing complex	5
YBR195C	YKR101W	chromatin silencing complex	5
YBR195C	YLR442C	chromatin silencing complex	5
YDL042C	YDR227W	chromatin silencing complex	5
YDL042C	YKR101W	chromatin silencing complex	5
YDL042C	YLR442C	chromatin silencing complex	5
YDR227W	YKR101W	chromatin silencing complex	5
YDR227W	YLR442C	chromatin silencing complex	5
YKR101W	YLR442C	chromatin silencing complex	5
YDL192W	YJL099W	Chs5p/Arf-1binding proteins (ChAPs)	6
YDL192W	YKR027W	Chs5p/Arf-1binding proteins (ChAPs)	6
YDL192W	YLR330W	Chs5p/Arf-1binding proteins (ChAPs)	6
YDL192W	YMR237W	Chs5p/Arf-1binding proteins (ChAPs)	6
YDL192W	YOR299W	Chs5p/Arf-1binding proteins (ChAPs)	6
YJL099W	YKR027W	Chs5p/Arf-1binding proteins (ChAPs)	6
YJL099W	YLR330W	Chs5p/Arf-1binding proteins (ChAPs)	6
YJL099W	YMR237W	Chs5p/Arf-1binding proteins (ChAPs)	6
YJL099W	YOR299W	Chs5p/Arf-1binding proteins (ChAPs)	6
YKR027W	YLR330W	Chs5p/Arf-1binding proteins (ChAPs)	6
YKR027W	YMR237W	Chs5p/Arf-1binding proteins (ChAPs)	6
YKR027W	YOR299W	Chs5p/Arf-1binding proteins (ChAPs)	6
YLR330W	YMR237W	Chs5p/Arf-1binding proteins (ChAPs)	6
YLR330W	YOR299W	Chs5p/Arf-1binding proteins (ChAPs)	6
YMR237W	YOR299W	Chs5p/Arf-1binding proteins (ChAPs)	6
YDR224C	YER030W	Chz1p/Htz1p/Htb1p complex	3
YDR224C	YOL012C	Chz1p/Htz1p/Htb1p complex	3
YER030W	YOL012C	Chz1p/Htz1p/Htb1p complex	3
YDR153C	YGL206C	clathrin vesicle coat	4
YDR153C	YGR167W	clathrin vesicle coat	4
YDR153C	YJR125C	clathrin vesicle coat	4
YGL206C	YGR167W	clathrin vesicle coat	4
YGL206C	YJR125C	clathrin vesicle coat	4
YGR167W	YJR125C	clathrin vesicle coat	4
YBR135W	YBR160W	Cln-Cdc28 protein kinase complex	8
YBR135W	YDL155W	Cln-Cdc28 protein kinase complex	8
YBR135W	YKR091W	Cln-Cdc28 protein kinase complex	8
YBR135W	YLR079W	Cln-Cdc28 protein kinase complex	8
YBR135W	YLR210W	Cln-Cdc28 protein kinase complex	8
YBR135W	YMR199W	Cln-Cdc28 protein kinase complex	8
YBR135W	YPL256C	Cln-Cdc28 protein kinase complex	8
YBR160W	YDL155W	Cln-Cdc28 protein kinase complex	8
YBR160W	YKR091W	Cln-Cdc28 protein kinase complex	8
YBR160W	YLR079W	Cln-Cdc28 protein kinase complex	8
YBR160W	YLR210W	Cln-Cdc28 protein kinase complex	8
YBR160W	YMR199W	Cln-Cdc28 protein kinase complex	8
YBR160W	YPL256C	Cln-Cdc28 protein kinase complex	8
YDL155W	YKR091W	Cln-Cdc28 protein kinase complex	8
YDL155W	YLR079W	Cln-Cdc28 protein kinase complex	8
YDL155W	YLR210W	Cln-Cdc28 protein kinase complex	8
YDL155W	YMR199W	Cln-Cdc28 protein kinase complex	8
YDL155W	YPL256C	Cln-Cdc28 protein kinase complex	8
YKR091W	YLR079W	Cln-Cdc28 protein kinase complex	8
YKR091W	YLR210W	Cln-Cdc28 protein kinase complex	8
YKR091W	YMR199W	Cln-Cdc28 protein kinase complex	8
YKR091W	YPL256C	Cln-Cdc28 protein kinase complex	8
YLR079W	YLR210W	Cln-Cdc28 protein kinase complex	8
YLR079W	YMR199W	Cln-Cdc28 protein kinase complex	8
YLR079W	YPL256C	Cln-Cdc28 protein kinase complex	8
YLR210W	YMR199W	Cln-Cdc28 protein kinase complex	8
YLR210W	YPL256C	Cln-Cdc28 protein kinase complex	8
YMR199W	YPL256C	Cln-Cdc28 protein kinase complex	8
YDR180W	YER147C	cohesin loading complex (GO)	2
YBR107C	YBR211C	COMA complex	11
YBR107C	YDR254W	COMA complex	11
YBR107C	YDR318W	COMA complex	11
YBR107C	YDR383C	COMA complex	11
YBR107C	YGR179C	COMA complex	11
YBR107C	YJR135C	COMA complex	11
YBR107C	YLR315W	COMA complex	11
YBR107C	YLR381W	COMA complex	11
YBR107C	YPL018W	COMA complex	11
YBR107C	YPR046W	COMA complex	11
YBR211C	YDR254W	COMA complex	11
YBR211C	YDR318W	COMA complex	11
YBR211C	YDR383C	COMA complex	11
YBR211C	YGR179C	COMA complex	11
YBR211C	YJR135C	COMA complex	11
YBR211C	YLR315W	COMA complex	11
YBR211C	YLR381W	COMA complex	11
YBR211C	YPL018W	COMA complex	11
YBR211C	YPR046W	COMA complex	11
YDR254W	YDR318W	COMA complex	11
YDR254W	YDR383C	COMA complex	11
YDR254W	YGR179C	COMA complex	11
YDR254W	YJR135C	COMA complex	11
YDR254W	YLR315W	COMA complex	11
YDR254W	YLR381W	COMA complex	11
YDR254W	YPL018W	COMA complex	11
YDR254W	YPR046W	COMA complex	11
YDR318W	YDR383C	COMA complex	11
YDR318W	YGR179C	COMA complex	11
YDR318W	YJR135C	COMA complex	11
YDR318W	YLR315W	COMA complex	11
YDR318W	YLR381W	COMA complex	11
YDR318W	YPL018W	COMA complex	11
YDR318W	YPR046W	COMA complex	11
YDR383C	YGR179C	COMA complex	11
YDR383C	YJR135C	COMA complex	11
YDR383C	YLR315W	COMA complex	11
YDR383C	YLR381W	COMA complex	11
YDR383C	YPL018W	COMA complex	11
YDR383C	YPR046W	COMA complex	11
YGR179C	YJR135C	COMA complex	11
YGR179C	YLR315W	COMA complex	11
YGR179C	YLR381W	COMA complex	11
YGR179C	YPL018W	COMA complex	11
YGR179C	YPR046W	COMA complex	11
YJR135C	YLR315W	COMA complex	11
YJR135C	YLR381W	COMA complex	11
YJR135C	YPL018W	COMA complex	11
YJR135C	YPR046W	COMA complex	11
YLR315W	YLR381W	COMA complex	11
YLR315W	YPL018W	COMA complex	11
YLR315W	YPR046W	COMA complex	11
YLR381W	YPL018W	COMA complex	11
YLR381W	YPR046W	COMA complex	11
YPL018W	YPR046W	COMA complex	11
YBR119W	YDL087C	commitment complex	21
YBR119W	YDR235W	commitment complex	21
YBR119W	YDR240C	commitment complex	21
YBR119W	YER029C	commitment complex	21
YBR119W	YFL017W-A	commitment complex	21
YBR119W	YGR013W	commitment complex	21
YBR119W	YGR074W	commitment complex	21
YBR119W	YHR086W	commitment complex	21
YBR119W	YIL061C	commitment complex	21
YBR119W	YKL012W	commitment complex	21
YBR119W	YKL074C	commitment complex	21
YBR119W	YLR116W	commitment complex	21
YBR119W	YLR147C	commitment complex	21
YBR119W	YLR275W	commitment complex	21
YBR119W	YLR298C	commitment complex	21
YBR119W	YML046W	commitment complex	21
YBR119W	YMR125W	commitment complex	21
YBR119W	YOR159C	commitment complex	21
YBR119W	YPL178W	commitment complex	21
YBR119W	YPR182W	commitment complex	21
YDL087C	YDR235W	commitment complex	21
YDL087C	YDR240C	commitment complex	21
YDL087C	YER029C	commitment complex	21
YDL087C	YFL017W-A	commitment complex	21
YDL087C	YGR013W	commitment complex	21
YDL087C	YGR074W	commitment complex	21
YDL087C	YHR086W	commitment complex	21
YDL087C	YIL061C	commitment complex	21
YDL087C	YKL012W	commitment complex	21
YDL087C	YKL074C	commitment complex	21
YDL087C	YLR116W	commitment complex	21
YDL087C	YLR147C	commitment complex	21
YDL087C	YLR275W	commitment complex	21
YDL087C	YLR298C	commitment complex	21
YDL087C	YML046W	commitment complex	21
YDL087C	YMR125W	commitment complex	21
YDL087C	YOR159C	commitment complex	21
YDL087C	YPL178W	commitment complex	21
YDL087C	YPR182W	commitment complex	21
YDR235W	YDR240C	commitment complex	21
YDR235W	YER029C	commitment complex	21
YDR235W	YFL017W-A	commitment complex	21
YDR235W	YGR013W	commitment complex	21
YDR235W	YGR074W	commitment complex	21
YDR235W	YHR086W	commitment complex	21
YDR235W	YIL061C	commitment complex	21
YDR235W	YKL012W	commitment complex	21
YDR235W	YKL074C	commitment complex	21
YDR235W	YLR116W	commitment complex	21
YDR235W	YLR147C	commitment complex	21
YDR235W	YLR275W	commitment complex	21
YDR235W	YLR298C	commitment complex	21
YDR235W	YML046W	commitment complex	21
YDR235W	YMR125W	commitment complex	21
YDR235W	YOR159C	commitment complex	21
YDR235W	YPL178W	commitment complex	21
YDR235W	YPR182W	commitment complex	21
YDR240C	YER029C	commitment complex	21
YDR240C	YFL017W-A	commitment complex	21
YDR240C	YGR013W	commitment complex	21
YDR240C	YGR074W	commitment complex	21
YDR240C	YHR086W	commitment complex	21
YDR240C	YIL061C	commitment complex	21
YDR240C	YKL012W	commitment complex	21
YDR240C	YKL074C	commitment complex	21
YDR240C	YLR116W	commitment complex	21
YDR240C	YLR147C	commitment complex	21
YDR240C	YLR275W	commitment complex	21
YDR240C	YLR298C	commitment complex	21
YDR240C	YML046W	commitment complex	21
YDR240C	YMR125W	commitment complex	21
YDR240C	YOR159C	commitment complex	21
YDR240C	YPL178W	commitment complex	21
YDR240C	YPR182W	commitment complex	21
YER029C	YFL017W-A	commitment complex	21
YER029C	YGR013W	commitment complex	21
YER029C	YGR074W	commitment complex	21
YER029C	YHR086W	commitment complex	21
YER029C	YIL061C	commitment complex	21
YER029C	YKL012W	commitment complex	21
YER029C	YKL074C	commitment complex	21
YER029C	YLR116W	commitment complex	21
YER029C	YLR147C	commitment complex	21
YER029C	YLR275W	commitment complex	21
YER029C	YLR298C	commitment complex	21
YER029C	YML046W	commitment complex	21
YER029C	YMR125W	commitment complex	21
YER029C	YOR159C	commitment complex	21
YER029C	YPL178W	commitment complex	21
YER029C	YPR182W	commitment complex	21
YFL017W-A	YGR013W	commitment complex	21
YFL017W-A	YGR074W	commitment complex	21
YFL017W-A	YHR086W	commitment complex	21
YFL017W-A	YIL061C	commitment complex	21
YFL017W-A	YKL012W	commitment complex	21
YFL017W-A	YKL074C	commitment complex	21
YFL017W-A	YLR116W	commitment complex	21
YFL017W-A	YLR147C	commitment complex	21
YFL017W-A	YLR275W	commitment complex	21
YFL017W-A	YLR298C	commitment complex	21
YFL017W-A	YML046W	commitment complex	21
YFL017W-A	YMR125W	commitment complex	21
YFL017W-A	YOR159C	commitment complex	21
YFL017W-A	YPL178W	commitment complex	21
YFL017W-A	YPR182W	commitment complex	21
YGR013W	YGR074W	commitment complex	21
YGR013W	YHR086W	commitment complex	21
YGR013W	YIL061C	commitment complex	21
YGR013W	YKL012W	commitment complex	21
YGR013W	YKL074C	commitment complex	21
YGR013W	YLR116W	commitment complex	21
YGR013W	YLR147C	commitment complex	21
YGR013W	YLR275W	commitment complex	21
YGR013W	YLR298C	commitment complex	21
YGR013W	YML046W	commitment complex	21
YGR013W	YMR125W	commitment complex	21
YGR013W	YOR159C	commitment complex	21
YGR013W	YPL178W	commitment complex	21
YGR013W	YPR182W	commitment complex	21
YGR074W	YHR086W	commitment complex	21
YGR074W	YIL061C	commitment complex	21
YGR074W	YKL012W	commitment complex	21
YGR074W	YKL074C	commitment complex	21
YGR074W	YLR116W	commitment complex	21
YGR074W	YLR147C	commitment complex	21
YGR074W	YLR275W	commitment complex	21
YGR074W	YLR298C	commitment complex	21
YGR074W	YML046W	commitment complex	21
YGR074W	YMR125W	commitment complex	21
YGR074W	YOR159C	commitment complex	21
YGR074W	YPL178W	commitment complex	21
YGR074W	YPR182W	commitment complex	21
YHR086W	YIL061C	commitment complex	21
YHR086W	YKL012W	commitment complex	21
YHR086W	YKL074C	commitment complex	21
YHR086W	YLR116W	commitment complex	21
YHR086W	YLR147C	commitment complex	21
YHR086W	YLR275W	commitment complex	21
YHR086W	YLR298C	commitment complex	21
YHR086W	YML046W	commitment complex	21
YHR086W	YMR125W	commitment complex	21
YHR086W	YOR159C	commitment complex	21
YHR086W	YPL178W	commitment complex	21
YHR086W	YPR182W	commitment complex	21
YIL061C	YKL012W	commitment complex	21
YIL061C	YKL074C	commitment complex	21
YIL061C	YLR116W	commitment complex	21
YIL061C	YLR147C	commitment complex	21
YIL061C	YLR275W	commitment complex	21
YIL061C	YLR298C	commitment complex	21
YIL061C	YML046W	commitment complex	21
YIL061C	YMR125W	commitment complex	21
YIL061C	YOR159C	commitment complex	21
YIL061C	YPL178W	commitment complex	21
YIL061C	YPR182W	commitment complex	21
YKL012W	YKL074C	commitment complex	21
YKL012W	YLR116W	commitment complex	21
YKL012W	YLR147C	commitment complex	21
YKL012W	YLR275W	commitment complex	21
YKL012W	YLR298C	commitment complex	21
YKL012W	YML046W	commitment complex	21
YKL012W	YMR125W	commitment complex	21
YKL012W	YOR159C	commitment complex	21
YKL012W	YPL178W	commitment complex	21
YKL012W	YPR182W	commitment complex	21
YKL074C	YLR116W	commitment complex	21
YKL074C	YLR147C	commitment complex	21
YKL074C	YLR275W	commitment complex	21
YKL074C	YLR298C	commitment complex	21
YKL074C	YML046W	commitment complex	21
YKL074C	YMR125W	commitment complex	21
YKL074C	YOR159C	commitment complex	21
YKL074C	YPL178W	commitment complex	21
YKL074C	YPR182W	commitment complex	21
YLR116W	YLR147C	commitment complex	21
YLR116W	YLR275W	commitment complex	21
YLR116W	YLR298C	commitment complex	21
YLR116W	YML046W	commitment complex	21
YLR116W	YMR125W	commitment complex	21
YLR116W	YOR159C	commitment complex	21
YLR116W	YPL178W	commitment complex	21
YLR116W	YPR182W	commitment complex	21
YLR147C	YLR275W	commitment complex	21
YLR147C	YLR298C	commitment complex	21
YLR147C	YML046W	commitment complex	21
YLR147C	YMR125W	commitment complex	21
YLR147C	YOR159C	commitment complex	21
YLR147C	YPL178W	commitment complex	21
YLR147C	YPR182W	commitment complex	21
YLR275W	YLR298C	commitment complex	21
YLR275W	YML046W	commitment complex	21
YLR275W	YMR125W	commitment complex	21
YLR275W	YOR159C	commitment complex	21
YLR275W	YPL178W	commitment complex	21
YLR275W	YPR182W	commitment complex	21
YLR298C	YML046W	commitment complex	21
YLR298C	YMR125W	commitment complex	21
YLR298C	YOR159C	commitment complex	21
YLR298C	YPL178W	commitment complex	21
YLR298C	YPR182W	commitment complex	21
YML046W	YMR125W	commitment complex	21
YML046W	YOR159C	commitment complex	21
YML046W	YPL178W	commitment complex	21
YML046W	YPR182W	commitment complex	21
YMR125W	YOR159C	commitment complex	21
YMR125W	YPL178W	commitment complex	21
YMR125W	YPR182W	commitment complex	21
YOR159C	YPL178W	commitment complex	21
YOR159C	YPR182W	commitment complex	21
YPL178W	YPR182W	commitment complex	21
YAR003W	YBR175W	COMPASS complex	8
YAR003W	YBR258C	COMPASS complex	8
YAR003W	YDR469W	COMPASS complex	8
YAR003W	YHR119W	COMPASS complex	8
YAR003W	YKL018W	COMPASS complex	8
YAR003W	YLR015W	COMPASS complex	8
YAR003W	YPL138C	COMPASS complex	8
YBR175W	YBR258C	COMPASS complex	8
YBR175W	YDR469W	COMPASS complex	8
YBR175W	YHR119W	COMPASS complex	8
YBR175W	YKL018W	COMPASS complex	8
YBR175W	YLR015W	COMPASS complex	8
YBR175W	YPL138C	COMPASS complex	8
YBR258C	YDR469W	COMPASS complex	8
YBR258C	YHR119W	COMPASS complex	8
YBR258C	YKL018W	COMPASS complex	8
YBR258C	YLR015W	COMPASS complex	8
YBR258C	YPL138C	COMPASS complex	8
YDR469W	YHR119W	COMPASS complex	8
YDR469W	YKL018W	COMPASS complex	8
YDR469W	YLR015W	COMPASS complex	8
YDR469W	YPL138C	COMPASS complex	8
YHR119W	YKL018W	COMPASS complex	8
YHR119W	YLR015W	COMPASS complex	8
YHR119W	YPL138C	COMPASS complex	8
YKL018W	YLR015W	COMPASS complex	8
YKL018W	YPL138C	COMPASS complex	8
YLR015W	YPL138C	COMPASS complex	8
YDL145C	YDR238C	COPI vesicle coat	8
YDL145C	YER122C	COPI vesicle coat	8
YDL145C	YFR051C	COPI vesicle coat	8
YDL145C	YGL137W	COPI vesicle coat	8
YDL145C	YIL076W	COPI vesicle coat	8
YDL145C	YNL287W	COPI vesicle coat	8
YDL145C	YPL010W	COPI vesicle coat	8
YDR238C	YER122C	COPI vesicle coat	8
YDR238C	YFR051C	COPI vesicle coat	8
YDR238C	YGL137W	COPI vesicle coat	8
YDR238C	YIL076W	COPI vesicle coat	8
YDR238C	YNL287W	COPI vesicle coat	8
YDR238C	YPL010W	COPI vesicle coat	8
YER122C	YFR051C	COPI vesicle coat	8
YER122C	YGL137W	COPI vesicle coat	8
YER122C	YIL076W	COPI vesicle coat	8
YER122C	YNL287W	COPI vesicle coat	8
YER122C	YPL010W	COPI vesicle coat	8
YFR051C	YGL137W	COPI vesicle coat	8
YFR051C	YIL076W	COPI vesicle coat	8
YFR051C	YNL287W	COPI vesicle coat	8
YFR051C	YPL010W	COPI vesicle coat	8
YGL137W	YIL076W	COPI vesicle coat	8
YGL137W	YNL287W	COPI vesicle coat	8
YGL137W	YPL010W	COPI vesicle coat	8
YIL076W	YNL287W	COPI vesicle coat	8
YIL076W	YPL010W	COPI vesicle coat	8
YNL287W	YPL010W	COPI vesicle coat	8
YAL007C	YAL042W	COPII	11
YAL007C	YAR002C-A	COPII	11
YAL007C	YDL195W	COPII	11
YAL007C	YGL200C	COPII	11
YAL007C	YIL109C	COPII	11
YAL007C	YLR208W	COPII	11
YAL007C	YML012W	COPII	11
YAL007C	YPL085W	COPII	11
YAL007C	YPL218W	COPII	11
YAL007C	YPR181C	COPII	11
YAL042W	YAR002C-A	COPII	11
YAL042W	YDL195W	COPII	11
YAL042W	YGL200C	COPII	11
YAL042W	YIL109C	COPII	11
YAL042W	YLR208W	COPII	11
YAL042W	YML012W	COPII	11
YAL042W	YPL085W	COPII	11
YAL042W	YPL218W	COPII	11
YAL042W	YPR181C	COPII	11
YAR002C-A	YDL195W	COPII	11
YAR002C-A	YGL200C	COPII	11
YAR002C-A	YIL109C	COPII	11
YAR002C-A	YLR208W	COPII	11
YAR002C-A	YML012W	COPII	11
YAR002C-A	YPL085W	COPII	11
YAR002C-A	YPL218W	COPII	11
YAR002C-A	YPR181C	COPII	11
YDL195W	YGL200C	COPII	11
YDL195W	YIL109C	COPII	11
YDL195W	YLR208W	COPII	11
YDL195W	YML012W	COPII	11
YDL195W	YPL085W	COPII	11
YDL195W	YPL218W	COPII	11
YDL195W	YPR181C	COPII	11
YGL200C	YIL109C	COPII	11
YGL200C	YLR208W	COPII	11
YGL200C	YML012W	COPII	11
YGL200C	YPL085W	COPII	11
YGL200C	YPL218W	COPII	11
YGL200C	YPR181C	COPII	11
YIL109C	YLR208W	COPII	11
YIL109C	YML012W	COPII	11
YIL109C	YPL085W	COPII	11
YIL109C	YPL218W	COPII	11
YIL109C	YPR181C	COPII	11
YLR208W	YML012W	COPII	11
YLR208W	YPL085W	COPII	11
YLR208W	YPL218W	COPII	11
YLR208W	YPR181C	COPII	11
YML012W	YPL085W	COPII	11
YML012W	YPL218W	COPII	11
YML012W	YPR181C	COPII	11
YPL085W	YPL218W	COPII	11
YPL085W	YPR181C	COPII	11
YPL218W	YPR181C	COPII	11
YDL195W	YDR517W	COPII vesicle coat	9
YDL195W	YHR098C	COPII vesicle coat	9
YDL195W	YIL109C	COPII vesicle coat	9
YDL195W	YLR208W	COPII vesicle coat	9
YDL195W	YNL049C	COPII vesicle coat	9
YDL195W	YPL085W	COPII vesicle coat	9
YDL195W	YPL218W	COPII vesicle coat	9
YDL195W	YPR181C	COPII vesicle coat	9
YDR517W	YHR098C	COPII vesicle coat	9
YDR517W	YIL109C	COPII vesicle coat	9
YDR517W	YLR208W	COPII vesicle coat	9
YDR517W	YNL049C	COPII vesicle coat	9
YDR517W	YPL085W	COPII vesicle coat	9
YDR517W	YPL218W	COPII vesicle coat	9
YDR517W	YPR181C	COPII vesicle coat	9
YHR098C	YIL109C	COPII vesicle coat	9
YHR098C	YLR208W	COPII vesicle coat	9
YHR098C	YNL049C	COPII vesicle coat	9
YHR098C	YPL085W	COPII vesicle coat	9
YHR098C	YPL218W	COPII vesicle coat	9
YHR098C	YPR181C	COPII vesicle coat	9
YIL109C	YLR208W	COPII vesicle coat	9
YIL109C	YNL049C	COPII vesicle coat	9
YIL109C	YPL085W	COPII vesicle coat	9
YIL109C	YPL218W	COPII vesicle coat	9
YIL109C	YPR181C	COPII vesicle coat	9
YLR208W	YNL049C	COPII vesicle coat	9
YLR208W	YPL085W	COPII vesicle coat	9
YLR208W	YPL218W	COPII vesicle coat	9
YLR208W	YPR181C	COPII vesicle coat	9
YNL049C	YPL085W	COPII vesicle coat	9
YNL049C	YPL218W	COPII vesicle coat	9
YNL049C	YPR181C	COPII vesicle coat	9
YPL085W	YPL218W	COPII vesicle coat	9
YPL085W	YPR181C	COPII vesicle coat	9
YPL218W	YPR181C	COPII vesicle coat	9
YDL208W	YHR072W-A	core H-ACA snoRNP	5
YDL208W	YHR089C	core H-ACA snoRNP	5
YDL208W	YLR175W	core H-ACA snoRNP	5
YDL208W	YNL308C	core H-ACA snoRNP	5
YHR072W-A	YHR089C	core H-ACA snoRNP	5
YHR072W-A	YLR175W	core H-ACA snoRNP	5
YHR072W-A	YNL308C	core H-ACA snoRNP	5
YHR089C	YLR175W	core H-ACA snoRNP	5
YHR089C	YNL308C	core H-ACA snoRNP	5
YLR175W	YNL308C	core H-ACA snoRNP	5
YAL002W	YDR495C	CORVET complex	6
YAL002W	YLR148W	CORVET complex	6
YAL002W	YLR396C	CORVET complex	6
YAL002W	YMR231W	CORVET complex	6
YAL002W	YPL045W	CORVET complex	6
YDR495C	YLR148W	CORVET complex	6
YDR495C	YLR396C	CORVET complex	6
YDR495C	YMR231W	CORVET complex	6
YDR495C	YPL045W	CORVET complex	6
YLR148W	YLR396C	CORVET complex	6
YLR148W	YMR231W	CORVET complex	6
YLR148W	YPL045W	CORVET complex	6
YLR396C	YMR231W	CORVET complex	6
YLR396C	YPL045W	CORVET complex	6
YMR231W	YPL045W	CORVET complex	6
YLR203C	YML129C	Cox14p/Cox1p/Mss51p complex	2
YAL043C	YDR195W	CPF complex	16
YAL043C	YDR301W	CPF complex	16
YAL043C	YER133W	CPF complex	16
YAL043C	YGR156W	CPF complex	16
YAL043C	YJR093C	CPF complex	16
YAL043C	YKL018W	CPF complex	16
YAL043C	YKL059C	CPF complex	16
YAL043C	YKR002W	CPF complex	16
YAL043C	YLR115W	CPF complex	16
YAL043C	YLR277C	CPF complex	16
YAL043C	YMR061W	CPF complex	16
YAL043C	YNL222W	CPF complex	16
YAL043C	YNL317W	CPF complex	16
YAL043C	YOR179C	CPF complex	16
YAL043C	YPR107C	CPF complex	16
YDR195W	YDR301W	CPF complex	16
YDR195W	YER133W	CPF complex	16
YDR195W	YGR156W	CPF complex	16
YDR195W	YJR093C	CPF complex	16
YDR195W	YKL018W	CPF complex	16
YDR195W	YKL059C	CPF complex	16
YDR195W	YKR002W	CPF complex	16
YDR195W	YLR115W	CPF complex	16
YDR195W	YLR277C	CPF complex	16
YDR195W	YMR061W	CPF complex	16
YDR195W	YNL222W	CPF complex	16
YDR195W	YNL317W	CPF complex	16
YDR195W	YOR179C	CPF complex	16
YDR195W	YPR107C	CPF complex	16
YDR301W	YER133W	CPF complex	16
YDR301W	YGR156W	CPF complex	16
YDR301W	YJR093C	CPF complex	16
YDR301W	YKL018W	CPF complex	16
YDR301W	YKL059C	CPF complex	16
YDR301W	YKR002W	CPF complex	16
YDR301W	YLR115W	CPF complex	16
YDR301W	YLR277C	CPF complex	16
YDR301W	YMR061W	CPF complex	16
