	orf_name_a	gene_name_a	orf_name_b	gene_name_b	Zone	GI_PCC	CS_PCC	GE_PCC
1236	YDR079C-A	TFB5	YPL188W	POS5	C	NA	NA	-0.035
1240	YDR084C	TVP23	YGL198W	YIP4	D	0.00739	0.251244954	0.5176
1243	YDR088C	SLU7	YDR416W	SYF1	C	0.19071	NA	0.4888
1244	YDR088C	SLU7	YGR074W	SMD1	C	0.0476	NA	0.3904
1277	YDR101C	ARX1	YJL122W	ALB1	C	0.08341	0.134491245	0.8403
1279	YDR106W	ARP10	YHR129C	ARP1	A	0.00154	NA	NA
1284	YDR121W	DPB4	YJL065C	DLS1	A	0.13082	0.007226532	NA
1289	YDR130C	FIN1	YER094C	PUP3	C	-0.02049	NA	NA
1290	YDR130C	FIN1	YJR011C		D	-0.00744	0.137894619	NA
1291	YDR130C	FIN1	YJR050W	ISY1	C	0.04134	0.056366031	NA
1292	YDR130C	FIN1	YOR185C	GSP2	C	-0.02638	-0.017156764	NA
1293	YDR130C	FIN1	YOR368W	RAD17	C	-0.02584	-0.162591305	NA
1295	YDR132C		YFL009W	CDC4	C	0.00104	NA	0.3216
1297	YDR132C		YHR170W	NMD3	C	-0.06454	NA	0.1692
1301	YDR137W	RGP1	YLR327C	TMA10	C	0.00102	NA	NA
1305	YDR140W	MTQ2	YNR046W	TRM112	D	NA	NA	0.352
1306	YDR142C	PEX7	YEL009C-A		D	NA	NA	NA
1308	YDR142C	PEX7	YGR067C		D	-0.04345	0.246941492	NA
1309	YDR142C	PEX7	YGR168C		D	NA	0.209190954	NA
1310	YDR142C	PEX7	YGR235C	MIC26	D	0.02582	-0.074028654	0.33
1311	YDR142C	PEX7	YGR239C	PEX21	D	0.06064	0.374904148	0.2851
1313	YDR142C	PEX7	YIL160C	POT1	D	0.00075	0.145414533	0.2896
1314	YDR142C	PEX7	YML030W	RCF1	D	0.00501	0.104542885	0.1938
1316	YDR142C	PEX7	YMR267W	PPA2	D	-0.06344	NA	0.3305
1317	YDR142C	PEX7	YNL100W	MIC27	D	-0.01824	0.222250957	0.5094
1318	YDR142C	PEX7	YNL214W	PEX17	C	0.00071	0.229411964	NA
1319	YDR142C	PEX7	YNL334C	SNO2	D	-0.01971	0.400677531	NA
1325	YDR148C	KGD2	YGR048W	UFD1	B	0.02757	NA	0.2225
1328	YDR152W	GIR2	YGR173W	RBG2	D	0.05822	0.163249009	0.6585
1330	YDR160W	SSY1	YJL057C	IKS1	D	NA	NA	0.2726
1331	YDR160W	SSY1	YNL234W		D	NA	NA	0.2623
1332	YDR160W	SSY1	YPL096C-A	ERI1	C	NA	NA	NA
1333	YDR161W	ACL4	YPL068C		D	-0.01038	NA	NA
1334	YDR165W	TRM82	YGR146C	ECL1	D	0.01921	-0.0105546	NA
1342	YDR173C	ARG82	YMR042W	ARG80	D	NA	NA	NA
1351	YDR175C	RSM24	YDR280W	RRP45	B	0.05046	NA	0.4001
1352	YDR175C	RSM24	YER094C	PUP3	B	-0.00416	NA	0.4288
1353	YDR175C	RSM24	YGL115W	SNF4	B	0.03866	NA	0.3659
1354	YDR175C	RSM24	YGR215W	RSM27	A	-0.01161	NA	0.4229
1355	YDR175C	RSM24	YJR046W	TAH11	C	0.03189	NA	0.2449
1356	YDR175C	RSM24	YKR027W	BCH2	B	0.00044	NA	0.1646
1357	YDR175C	RSM24	YLR048W	RPS0B	B	-0.00852	NA	0.1889
1358	YDR175C	RSM24	YMR130W		C	0.00437	NA	0.2847
1363	YDR179C	CSN9	YMR025W	CSI1	A	0.02389	-0.050340092	NA
1364	YDR181C	SAS4	YOR213C	SAS5	A	0.19229	0.689348728	0.3508
1365	YDR184C	ATC1	YDR439W	LRS4	C	0.04767	0.230798553	NA
1366	YDR184C	ATC1	YML051W	GAL80	D	-0.01554	0.148451364	NA
1367	YDR188W	CCT6	YMR211W	DML1	C	0.01284	NA	0.1857
1369	YDR189W	SLY1	YOR075W	UFE1	C	0.23207	NA	0.1974
1372	YDR192C	NUP42	YGR161W-C		C	0.04598	NA	NA
1374	YDR194C	MSS116	YKL075C		D	-0.02803	NA	0.3786
1376	YDR197W	CBS2	YOR368W	RAD17	C	0.02788	0.056435874	0.3285
1377	YDR200C	VPS64	YMR052W	FAR3	A	0.20526	NA	0.5473
1380	YDR201W	SPC19	YIR017C	MET28	B	-0.0489	NA	-0.011
1381	YDR201W	SPC19	YKL138C-A	HSK3	A	NA	NA	NA
1382	YDR201W	SPC19	YKR037C	SPC34	A	NA	NA	0.4484
1384	YDR201W	SPC19	YLR313C	SPH1	B	0.05001	NA	NA
1385	YDR201W	SPC19	YNL086W	SNN1	B	0.01048	NA	NA
1387	YDR202C	RAV2	YDR295C	HDA2	B	0.09294	-0.013601912	0.4059
1388	YDR202C	RAV2	YJL004C	SYS1	B	0.22962	0.584885126	0.271
1389	YDR205W	MSC2	YNR039C	ZRG17	D	0.12931	0.440064856	0.55
1406	YDR228C	PCF11	YLR108C		C	-0.01263	NA	NA
1407	YDR228C	PCF11	YMR213W	CEF1	B	0.02342	NA	0.185
1408	YDR228C	PCF11	YOR250C	CLP1	A	0.29131	NA	0.2423
1409	YDR228C	PCF11	YPL065W	VPS28	B	-0.03777	NA	0.3293
1416	YDR236C	FMN1	YNL125C	ESBP6	D	0.01192	NA	0.1806
1417	YDR240C	SNU56	YLR048W	RPS0B	B	0.00918	NA	0.0453
1419	YDR240C	SNU56	YNL189W	SRP1	B	0.02954	NA	0.3189
1420	YDR240C	SNU56	YPR178W	PRP4	B	0.11049	NA	0.3992
1426	YDR246W	TRS23	YDR472W	TRS31	A	0.0838	NA	0.1953
1427	YDR247W	VHS1	YPL173W	MRPL40	C	-0.02877	NA	0.2623
1428	YDR249C		YLR288C	MEC3	C	0.05181	0.264850741	0.4024
1429	YDR252W	BTT1	YER068W	MOT2	B	NA	NA	NA
1431	YDR252W	BTT1	YHR193C	EGD2	A	0.06584	0.056917005	NA
1432	YDR252W	BTT1	YJR011C		C	0.04427	-0.110506412	NA
1433	YDR254W	CHL4	YGR142W	BTN2	C	0.02599	0.197451728	0.1608
1434	YDR254W	CHL4	YOR368W	RAD17	B	-0.00834	0.213504678	0.414
1436	YDR255C	RMD5	YMR135C	GID8	A	0.32723	0.66904974	0.4629
1451	YDR260C	SWM1	YHR166C	CDC23	A	0.26526	NA	NA
1455	YDR265W	PEX10	YGR133W	PEX4	C	0.29241	0.784792711	0.356
1456	YDR265W	PEX10	YGR168C		C	0.0127	0.052801584	NA
1457	YDR265W	PEX10	YNL100W	MIC27	C	0.00407	0.060723648	0.3992
1459	YDR267C	CIA1	YOL111C	MDY2	B	-0.01444	NA	0.0354
1463	YDR279W	RNH202	YLR154C	RNH203	A	0.20655	0.079157439	NA
1464	YDR280W	RRP45	YGR195W	SKI6	A	0.19319	NA	0.6681
1465	YDR281C	PHM6	YNL044W	YIP3	D	-0.00789	-0.178513791	NA
1466	YDR281C	PHM6	YNL204C	SPS18	D	-0.00669	-0.057341761	NA
1473	YDR284C	DPP1	YPR159W	KRE6	D	NA	NA	0.2533
1474	YDR288W	NSE3	YLR007W	NSE1	A	0.35904	NA	0.4295
1475	YDR292C	SRP101	YKL154W	SRP102	D	0.32481	NA	0.484
1477	YDR295C	HDA2	YER180C-A	SLO1	C	0.03024	NA	NA
1478	YDR295C	HDA2	YLR117C	CLF1	B	-0.01407	NA	0.4876
1479	YDR295C	HDA2	YLR315W	NKP2	B	-0.00647	NA	NA
1480	YDR295C	HDA2	YMR002W	MIX17	C	-0.02934	0.025336214	0.1734
1481	YDR295C	HDA2	YMR052W	FAR3	B	-0.00741	-0.101378153	0.4397
1482	YDR295C	HDA2	YNL107W	YAF9	B	NA	NA	0.3718
1483	YDR295C	HDA2	YOL069W	NUF2	B	0.0748	NA	0.3152
1484	YDR295C	HDA2	YOR117W	RPT5	B	-0.03771	NA	0.331
1485	YDR295C	HDA2	YOR304C-A	BIL1	C	0.0901	0.173316879	NA
1486	YDR295C	HDA2	YPL121C	MEI5	C	0.11088	0.100587835	0.1177
1487	YDR295C	HDA2	YPR083W	MDM36	C	0.06083	0.279369632	0.3066
1494	YDR308C	SRB7	YHR148W	IMP3	B	NA	NA	0.1925
1495	YDR308C	SRB7	YJL036W	SNX4	B	-0.0144	NA	0.1216
1496	YDR308C	SRB7	YLR315W	NKP2	B	0.01709	NA	NA
1497	YDR308C	SRB7	YLR347C	KAP95	B	NA	NA	0.0775
1498	YDR308C	SRB7	YML051W	GAL80	C	-0.01659	NA	0.005
1499	YDR308C	SRB7	YNL086W	SNN1	B	0.03158	NA	NA
1500	YDR308C	SRB7	YNL189W	SRP1	B	0.00913	NA	0.155
1503	YDR308C	SRB7	YOR216C	RUD3	C	0.01556	NA	0.3641
1504	YDR308C	SRB7	YPL077C		C	-0.00835	NA	NA
1505	YDR311W	TFB1	YER134C		C	-0.00882	NA	0.0369
1506	YDR311W	TFB1	YGR005C	TFG2	B	0.12407	NA	0.4473
1508	YDR311W	TFB1	YHL004W	MRP4	B	NA	NA	0.0943
1511	YDR311W	TFB1	YLR288C	MEC3	B	0.01707	NA	0.5497
1512	YDR311W	TFB1	YLR423C	ATG17	B	0.00348	NA	0.3548
1513	YDR311W	TFB1	YML064C	TEM1	C	NA	NA	0.1791
1515	YDR311W	TFB1	YNL189W	SRP1	B	0.0307	NA	0.3459
1517	YDR311W	TFB1	YPL065W	VPS28	B	0.05637	NA	0.5051
1518	YDR312W	SSF2	YPR143W	RRP15	D	0.05173	NA	0.6734
1525	YDR317W	HIM1	YPL222W	FMP40	D	0.02296	0.037217148	NA
1526	YDR318W	MCM21	YNL189W	SRP1	B	0.07492	NA	0.1804
1527	YDR319C	YFT2	YGL209W	MIG2	D	-0.01938	-0.061337365	0.0106
1528	YDR320C-A	DAD4	YKL138C-A	HSK3	A	NA	NA	NA
1529	YDR320C-A	DAD4	YKR037C	SPC34	A	NA	NA	0.187
1531	YDR320C-A	DAD4	YLL049W	LDB18	C	NA	NA	NA
1532	YDR320C-A	DAD4	YLR313C	SPH1	B	NA	NA	NA
1533	YDR320C-A	DAD4	YNL086W	SNN1	B	NA	NA	NA
1535	YDR322C-A	TIM11	YML130C	ERO1	B	0.03553	NA	0.0169
1537	YDR323C	PEP7	YKL218C	SRY1	D	NA	NA	0.1705
1538	YDR323C	PEP7	YOR368W	RAD17	C	-0.04068	NA	0.4726
1542	YDR328C	SKP1	YGR222W	PET54	C	NA	NA	0.1185
1543	YDR328C	SKP1	YIL046W	MET30	A	NA	NA	0.2374
1544	YDR328C	SKP1	YLR097C	HRT3	A	NA	NA	0.2992
1545	YDR328C	SKP1	YLR224W	UCC1	B	NA	NA	NA
1546	YDR328C	SKP1	YLR267W	BOP2	C	NA	NA	NA
1550	YDR328C	SKP1	YML088W	UFO1	A	NA	NA	0.0333
1551	YDR328C	SKP1	YMR094W	CTF13	A	NA	NA	-0.0587
1552	YDR328C	SKP1	YMR258C	ROY1	A	NA	NA	0.1249
1553	YDR328C	SKP1	YOR158W	PET123	B	NA	NA	0.014
1559	YDR346C	SVF1	YIL132C	CSM2	D	9.00E-04	-0.023836902	NA
1560	YDR347W	MRP1	YJR101W	RSM26	A	0.04097	NA	0.6229
1561	YDR347W	MRP1	YNL135C	FPR1	B	-0.02723	NA	0.1053
1563	YDR351W	SBE2	YJR046W	TAH11	D	0.00589	NA	0.1205
1564	YDR351W	SBE2	YKL078W	DHR2	D	-0.01496	NA	0.1925
1565	YDR351W	SBE2	YML064C	TEM1	D	0.10801	NA	0.153
1569	YDR357C	CNL1	YEL005C	VAB2	A	NA	0.087230102	NA
1571	YDR357C	CNL1	YJL036W	SNX4	B	-0.00139	-0.073218564	0.2017
1573	YDR357C	CNL1	YML064C	TEM1	C	0.00965	NA	-0.0015
1574	YDR357C	CNL1	YPL225W		C	-0.00239	0.164962039	0.4972
1585	YDR364C	CDC40	YLR233C	EST1	B	-0.00942	NA	NA
1586	YDR364C	CDC40	YPR101W	SNT309	A	0.08823	NA	NA
1588	YDR367W	KEI1	YOL044W	PEX15	D	NA	NA	NA
1589	YDR367W	KEI1	YPR174C		D	NA	NA	NA
1590	YDR373W	FRQ1	YGL006W-A		D	0.01208	NA	NA
1592	YDR373W	FRQ1	YGR082W	TOM20	C	0.04523	NA	0.1647
1593	YDR373W	FRQ1	YHR139C	SPS100	D	0.00508	NA	NA
1594	YDR373W	FRQ1	YJL174W	KRE9	D	0.05566	NA	0.3092
1595	YDR373W	FRQ1	YLR099W-A	MIM2	D	NA	NA	NA
1596	YDR373W	FRQ1	YMR122W-A		D	0.01927	NA	NA
1598	YDR373W	FRQ1	YOL077W-A	ATP19	C	0.01092	NA	NA
1599	YDR373W	FRQ1	YOR003W	YSP3	D	0.00853	NA	0.1058
1600	YDR373W	FRQ1	YPL038W-A		D	0.03522	NA	NA
1601	YDR373W	FRQ1	YPR010C-A		D	NA	NA	NA
1604	YDR375C	BCS1	YDR375C	BCS1	D	NA	NA	NA
1605	YDR375C	BCS1	YGR026W		D	0.01813	0.026049026	0.0277
1606	YDR375C	BCS1	YGR284C	ERV29	D	0.04966	0.124597804	-0.0162
1607	YDR375C	BCS1	YJL097W	PHS1	D	0.01555	NA	-0.0259
1608	YDR375C	BCS1	YLR108C		D	0.00758	0.118804886	NA
1609	YDR375C	BCS1	YML031W	NDC1	C	NA	NA	0.308
1610	YDR375C	BCS1	YOR285W	RDL1	D	0.03287	-0.070451026	0.0877
1611	YDR375C	BCS1	YPR028W	YOP1	D	-0.02134	-0.148590349	0.1019
1613	YDR378C	LSM6	YER146W	LSM5	A	NA	NA	NA
1614	YDR378C	LSM6	YLR275W	SMD2	A	0.11228	NA	NA
1616	YDR378C	LSM6	YNL147W	LSM7	A	0.49016	NA	NA
1617	YDR378C	LSM6	YOR159C	SME1	A	0.1219	NA	NA
1618	YDR379C-A	SDH6	YKL075C		D	0.04534	NA	0.1052
1622	YDR386W	MUS81	YNL024C	EFM6	D	0.04833	0.055899624	0.0457
1623	YDR386W	MUS81	YPL108W		D	0.03087	0.022285233	0.2724
1628	YDR388W	RVS167	YIR018W	YAP5	D	-0.02641	NA	NA
1629	YDR388W	RVS167	YNL086W	SNN1	C	0.03693	NA	NA
1636	YDR395W	SXM1	YML094W	GIM5	C	0.01698	NA	0.4202
1641	YDR404C	RPB7	YJL140W	RPB4	A	NA	NA	0.3661
1644	YDR410C	STE14	YPL191C		D	NA	NA	0.0587
1651	YDR416W	SYF1	YHL004W	MRP4	B	NA	NA	0.1928
1655	YDR416W	SYF1	YMR124W	EPO1	C	-0.02689	NA	0.4753
1656	YDR416W	SYF1	YOR275C	RIM20	B	-0.02204	NA	0.501
1657	YDR416W	SYF1	YPL211W	NIP7	B	-0.00923	NA	0.165
1659	YDR422C	SIP1	YDR477W	SNF1	A	-0.02193	NA	NA
1660	YDR422C	SIP1	YDR516C	EMI2	C	0.03541	-0.196639392	NA
1662	YDR422C	SIP1	YOR018W	ROD1	C	0.02124	-0.079376096	NA
1666	YDR424C	DYN2	YHR005C	GPA1	B	NA	NA	-0.0472
1667	YDR424C	DYN2	YNL196C	SLZ1	C	0.0082	0.171658575	NA
1670	YDR425W	SNX41	YJL036W	SNX4	A	0.09918	0.292891229	0.6081
1671	YDR425W	SNX41	YJR110W	YMR1	C	-0.00661	0.027216028	0.6026
1673	YDR428C	BNA7	YOR157C	PUP1	C	0.0268	NA	0.0736
1679	YDR434W	GPI17	YNL125C	ESBP6	C	0.00639	NA	0.2035
1680	YDR436W	PPZ2	YPR005C	HAL1	D	-0.03342	0.109383689	NA
1681	YDR437W	GPI19	YER083C	GET2	B	0.09353	NA	NA
1684	YDR446W	ECM11	YEL005C	VAB2	C	-0.07108	0.277658765	NA
1685	YDR447C	RPS17B	YLR288C	MEC3	B	0.03805	-0.019378653	0.0074
1703	YDR449C	UTP6	YLR146W-A		C	NA	NA	NA
1705	YDR453C	TSA2	YLL029W	FRA1	D	0.02612	0.154861227	0.1579
1709	YDR462W	MRPL28	YPR083W	MDM36	C	-0.00129	0.076309763	0.2025
1710	YDR465C	RMT2	YEL054C	RPL12A	C	-0.04402	NA	0.4602
1711	YDR468C	TLG1	YML088W	UFO1	B	0.01681	NA	0.1363
1712	YDR469W	SDC1	YEL005C	VAB2	B	0.02673	0.081516069	NA
1717	YDR472W	TRS31	YML077W	BET5	A	0.10965	NA	0.4013
1721	YDR473C	PRP3	YPR178W	PRP4	A	0.41125	NA	0.4814
1726	YDR476C		YJR010C-A	SPC1	C	-0.00251	NA	NA
1728	YDR477W	SNF1	YGL115W	SNF4	A	0.44841	NA	3.00E-04
1729	YDR477W	SNF1	YGL179C	TOS3	C	-0.02618	NA	NA
1730	YDR477W	SNF1	YGL208W	SIP2	A	0.00721	NA	0.1666
1761	YDR480W	DIG2	YGR048W	UFD1	B	0.02405	NA	NA
1773	YDR484W	VPS52	YNL214W	PEX17	B	0.02149	-0.031241301	NA
1774	YDR484W	VPS52	YPR031W	NTO1	B	0.03833	0.084200473	0.4374
1776	YDR486C	VPS60	YLR356W	ATG33	D	-0.00379	-0.028019613	NA
1780	YDR489W	SLD5	YFR043C	IRC6	C	-0.00124	NA	0.2475
1784	YDR489W	SLD5	YPL135W	ISU1	C	0.00882	NA	0.1272
1788	YDR495C	VPS3	YMR231W	PEP5	A	0.17343	NA	0.4241
1789	YDR498C	SEC20	YGL145W	TIP20	A	0.1046	NA	0.1975
1791	YDR498C	SEC20	YOR075W	UFE1	A	0.143	NA	0.1483
1829	YDR517W	GRH1	YLR226W	BUR2	C	-0.01306	NA	0.1028
1830	YDR517W	GRH1	YOL129W	VPS68	C	-0.02597	-0.026767871	0.3037
1831	YDR517W	GRH1	YPR113W	PIS1	C	NA	NA	0.2645
1840	YDR523C	SPS1	YKL189W	HYM1	C	NA	NA	0.3047
1850	YEL005C	VAB2	YNL086W	SNN1	A	NA	0.394511088	NA
1852	YEL009C-A		YGR183C	QCR9	C	NA	NA	NA
1853	YEL009C-A		YJL205C	NCE101	D	NA	NA	NA
1855	YEL013W	VAC8	YGL068W	MNP1	C	NA	NA	0.2502
1857	YEL013W	VAC8	YMR251W-A	HOR7	D	-0.0054	0.05071417	NA
1858	YEL013W	VAC8	YPL135W	ISU1	D	-0.00035	-0.137614959	0.2212
1861	YEL015W	EDC3	YGL209W	MIG2	C	-0.02493	-0.112429165	0.1954
1867	YEL017W	GTT3	YPR174C		D	0.04542	0.179953041	NA
1868	YEL018W	EAF5	YNL136W	EAF7	A	0.56777	NA	NA
1871	YEL025C		YJR103W	URA8	D	-0.01291	0.251126848	NA
1872	YEL026W	SNU13	YLR197W	NOP56	A	0.37366	NA	0.7695
1873	YEL029C	BUD16	YIL113W	SDP1	D	NA	NA	-0.1405
1874	YEL029C	BUD16	YML064C	TEM1	D	NA	NA	0.2535
1875	YEL029C	BUD16	YNR027W	BUD17	D	NA	NA	0.4395
1876	YEL029C	BUD16	YOR385W		D	NA	NA	0.1216
1879	YEL037C	RAD23	YIL148W	RPL40A	B	-0.00106	-0.086802355	-0.0318
1880	YEL037C	RAD23	YPL096W	PNG1	C	0.05784	-0.034518633	0.2475
1881	YEL041W	YEF1	YGR246C	BRF1	C	NA	NA	0.2211
1883	YEL041W	YEF1	YLR347C	KAP95	C	NA	NA	-0.0305
1884	YEL041W	YEF1	YNL116W	DMA2	D	-0.03777	0.051102389	0.2182
1885	YEL041W	YEF1	YPL188W	POS5	D	NA	NA	0.222
1887	YEL042W	GDA1	YNL125C	ESBP6	D	0.0461	-0.000441778	-0.0804
1890	YEL044W	IES6	YNL059C	ARP5	C	NA	NA	0.0978
1893	YEL051W	VMA8	YGR020C	VMA7	A	0.27022	NA	0.5942
1899	YEL056W	HAT2	YPL001W	HAT1	A	NA	-0.031033052	0.2924
1902	YEL063C	CAN1	YML132W	COS3	D	NA	NA	NA
1904	YEL066W	HPA3	YGR048W	UFD1	C	0.01221	NA	-0.1261
1907	YER003C	PMI40	YGL017W	ATE1	D	NA	NA	0.0281
1908	YER007C-A	TMA20	YJR014W	TMA22	D	0.26825	0.772378063	0.6131
1909	YER007W	PAC2	YLR438C-A	LSM3	C	0.1257	NA	0.1552
1911	YER009W	NTF2	YGR029W	ERV1	D	NA	NA	0.4142
1912	YER009W	NTF2	YIR018W	YAP5	D	0.01031	NA	NA
1913	YER009W	NTF2	YLR335W	NUP2	C	0.35944	NA	0.1018
1914	YER009W	NTF2	YNL334C	SNO2	D	-0.03301	NA	NA
1915	YER009W	NTF2	YOR158W	PET123	C	NA	NA	0.0184
1920	YER016W	BIM1	YGL113W	SLD3	D	0.10469	NA	0.1706
1921	YER016W	BIM1	YKL091C		D	0.02927	-0.152081385	NA
1922	YER016W	BIM1	YKL099C	UTP11	D	NA	NA	NA
1923	YER016W	BIM1	YLR385C	SWC7	C	0.03115	-0.088162691	0.1737
1924	YER016W	BIM1	YNL073W	MSK1	D	NA	NA	0.0859
1928	YER020W	GPA2	YJL106W	IME2	D	NA	0.000619711	0.2499
1937	YER025W	GCD11	YJR007W	SUI2	A	0.01641	NA	0.6679
1939	YER026C	CHO1	YMR153W	NUP53	C	NA	NA	NA
1940	YER026C	CHO1	YOL044W	PEX15	D	NA	NA	NA
1959	YER068W	MOT2	YGL044C	RNA15	B	NA	NA	0.3684
1962	YER074W-A	YOS1	YNL024C-A	KSH1	D	NA	NA	0.5873
1963	YER079W		YNL154C	YCK2	D	-0.02447	-0.005784425	NA
1968	YER083C	GET2	YHR057C	CPR2	C	-0.0182	NA	0.3116
1969	YER083C	GET2	YHR213W-B		C	-0.00027	NA	NA
1970	YER083C	GET2	YLR162W		C	0.03184	NA	NA
1971	YER083C	GET2	YOL044W	PEX15	C	-0.01065	NA	NA
1972	YER083C	GET2	YPR010C-A		C	NA	NA	NA
1978	YER087C-B	SBH1	YJR010C-A	SPC1	B	0.06746	NA	NA
1982	YER092W	IES5	YLR423C	ATG17	B	0.02998	NA	NA
1983	YER094C	PUP3	YFL024C	EPL1	B	NA	NA	0.1569
1984	YER094C	PUP3	YGR057C	LST7	C	0.03766	NA	0.3413
1985	YER094C	PUP3	YLL027W	ISA1	C	0.04781	NA	0.208
1986	YER094C	PUP3	YLR119W	SRN2	B	0.00909	NA	0.1473
1987	YER094C	PUP3	YLR291C	GCD7	B	-0.05864	NA	0.2159
1988	YER094C	PUP3	YLR433C	CNA1	B	0.0178	NA	0.1896
1989	YER094C	PUP3	YML003W		C	0.00909	NA	NA
1990	YER094C	PUP3	YOR157C	PUP1	A	0.45521	NA	0.7654
1991	YER094C	PUP3	YOR313C	SPS4	C	-0.02935	NA	-0.1941
1992	YER094C	PUP3	YPL135W	ISU1	C	0.08596	NA	0.5103
1993	YER094C	PUP3	YPL173W	MRPL40	B	-0.00376	NA	0.4402
1994	YER094C	PUP3	YPL188W	POS5	C	NA	NA	0.2085
1996	YER095W	RAD51	YGR042W	MTE1	C	0.00883	NA	-0.0784
1997	YER095W	RAD51	YGR048W	UFD1	B	0.01086	NA	0.2006
2004	YER101C	AST2	YPR134W	MSS18	D	0.02298	NA	NA
2009	YER112W	LSM4	YLR264W	RPS28B	B	NA	NA	0.022
2010	YER112W	LSM4	YLR275W	SMD2	A	NA	NA	0.5236
2012	YER112W	LSM4	YNL147W	LSM7	A	NA	NA	NA
2013	YER116C	SLX8	YGR024C	THG1	C	NA	NA	NA
2014	YER116C	SLX8	YIL106W	MOB1	C	0.02961	NA	NA
2015	YER116C	SLX8	YKR035W-A	DID2	C	0.01684	NA	NA
2016	YER116C	SLX8	YML016C	PPZ1	C	0.00278	NA	NA
2017	YER116C	SLX8	YPL018W	CTF19	B	0.00486	NA	NA
2021	YER124C	DSE1	YML051W	GAL80	D	0.03721	-0.040882411	0.0242
2035	YER126C	NSA2	YPR017C	DSS4	C	NA	NA	NA
2036	YER127W	LCP5	YKL075C		C	0.03436	NA	0.3894
2038	YER127W	LCP5	YMR213W	CEF1	B	0.00466	NA	0.3344
2039	YER127W	LCP5	YMR232W	FUS2	C	-0.01331	NA	0.1012
2040	YER127W	LCP5	YNL086W	SNN1	B	0.03689	NA	NA
2041	YER127W	LCP5	YOR158W	PET123	B	NA	NA	0.0129
2042	YER128W	VFA1	YJR003C	MRX12	D	0.00251	0.233885536	NA
2043	YER128W	VFA1	YKR035W-A	DID2	D	0.03969	0.264194811	0.2004
2044	YER128W	VFA1	YLR181C	VTA1	D	0.0014	0.320786044	0.2616
2048	YER131W	RPS26B	YLR435W	TSR2	C	0.14922	NA	0.4205
2051	YER134C		YJL031C	BET4	D	NA	NA	0.0705
2052	YER134C		YML088W	UFO1	C	0.0144	0.095497282	-0.0465
2053	YER136W	GDI1	YFL005W	SEC4	B	0.36986	NA	0.4652
2054	YER136W	GDI1	YFL038C	YPT1	A	0.24184	NA	0.4339
2055	YER136W	GDI1	YOR089C	VPS21	C	0.02845	NA	0.381
2056	YER137C		YER137C		D	NA	NA	NA
2058	YER143W	DDI1	YIL148W	RPL40A	B	0.11495	0.019828452	-0.1923
2059	YER143W	DDI1	YJR141W	IPA1	C	-0.02131	NA	0.0958
2060	YER143W	DDI1	YLR203C	MSS51	C	-0.03792	0.112191073	0.2615
2064	YER146W	LSM5	YFL017W-A	SMX2	A	NA	NA	0.6403
2066	YER146W	LSM5	YLR275W	SMD2	A	NA	NA	0.426
2067	YER146W	LSM5	YLR438C-A	LSM3	A	NA	NA	0.5298
2068	YER146W	LSM5	YNL075W	IMP4	B	NA	NA	0.2833
2069	YER146W	LSM5	YNL147W	LSM7	A	NA	NA	NA
2070	YER149C	PEA2	YIR017C	MET28	B	0.03221	-0.089604679	0.1631
2071	YER149C	PEA2	YKL012W	PRP40	B	0.04303	NA	0.2407
2075	YER170W	ADK2	YLR048W	RPS0B	C	0.01364	NA	0.18
2076	YER170W	ADK2	YLR315W	NKP2	C	0.02017	NA	NA
2077	YER170W	ADK2	YNL189W	SRP1	C	-0.05026	NA	0.1095
2078	YER173W	RAD24	YNL290W	RFC3	A	NA	NA	0.2132
2079	YER173W	RAD24	YOL094C	RFC4	A	0.20541	NA	0.3772
2092	YFL010C	WWM1	YML051W	GAL80	D	0.01844	-0.1584238	0.1954
2101	YFL017W-A	SMX2	YOR159C	SME1	A	NA	NA	0.4648
2102	YFL017W-A	SMX2	YPR182W	SMX3	A	NA	NA	0.6468
2103	YFL018C	LPD1	YGR193C	PDX1	A	0.09354	NA	0.4069
2106	YFL024C	EPL1	YHR090C	YNG2	A	NA	NA	0.5226
2107	YFL027C	GYP8	YNL100W	MIC27	D	0.06984	-0.01365311	0.2054
2112	YFL037W	TUB2	YOR265W	RBL2	C	0.05198	NA	0.1312
2119	YFL039C	ACT1	YNL078W	NIS1	C	-0.04763	NA	0.091
2126	YFL059W	SNZ3	YFL060C	SNO3	D	NA	NA	0.688
2132	YFL059W	SNZ3	YNL334C	SNO2	D	NA	NA	NA
2134	YFL060C	SNO3	YLR291C	GCD7	C	-0.05738	NA	0.038
2136	YFL060C	SNO3	YMR096W	SNZ1	D	-0.00477	NA	0.2084
2137	YFL060C	SNO3	YMR239C	RNT1	C	0.02087	NA	-0.0052
2138	YFL060C	SNO3	YNL333W	SNZ2	D	0.00897	NA	NA
2143	YFR004W	RPN11	YOR026W	BUB3	B	0.04708	NA	0.0537
2150	YFR015C	GSY1	YJL137C	GLG2	D	-0.01465	-0.122946449	0.2884
2151	YFR015C	GSY1	YLR258W	GSY2	D	0.02734	0.177010841	0.6464
2152	YFR015C	GSY1	YOR060C	SLD7	D	NA	NA	0.0017
2153	YFR015C	GSY1	YPL173W	MRPL40	C	0.00351	NA	0.1543
2155	YFR021W	ATG18	YPL166W	ATG29	C	0.07714	-0.228298013	0.1788
2156	YFR022W	ROG3	YHR097C		D	0.02246	-0.017310118	NA
