orf_name_a,orf_name_b,Uetz-screen,Ito-core,CCSB-YI1,YeRI
YCR052W,YOR232W,False,True,False,False
YCR054C,YDL230W,False,False,False,True
YCR054C,YGR181W,False,False,False,True
YCR057C,YGR154C,True,False,False,False
YCR057C,YLR409C,False,False,False,True
YCR059C,YDR400W,True,False,False,False
YCR059C,YHR193C,False,False,False,True
YCR059C,YJL160C,True,False,False,False
YCR060W,YGR237C,False,False,False,True
YCR060W,YHR034C,False,True,True,False
YCR060W,YKL117W,False,False,True,True
YCR063W,YDR408C,True,False,False,False
YCR063W,YGL127C,False,False,False,True
YCR063W,YOL135C,False,False,True,False
YCR063W,YPR152C,False,False,True,False
YCR065W,YML051W,False,False,True,False
YCR066W,YGL058W,True,False,False,False
YCR066W,YOR128C,True,False,False,False
YCR067C,YOR128C,True,False,False,False
YCR068W,YIR033W,False,False,True,False
YCR068W,YIR038C,False,False,True,False
YCR068W,YMR153W,False,False,False,True
YCR068W,YNL111C,False,False,True,False
YCR068W,YNL125C,False,False,False,True
YCR073C,YGR142W,False,False,True,False
YCR073C,YLR006C,False,False,True,False
YCR075WA,YEL020WA,False,False,False,True
YCR075WA,YKR007W,False,False,False,True
YCR075WA,YMR213W,False,False,False,True
YCR076C,YNL189W,False,True,False,False
YCR077C,YDL139C,False,True,False,False
YCR077C,YDL175C,False,True,False,False
YCR077C,YJL124C,False,True,False,False
YCR082W,YER022W,False,True,False,False
YCR082W,YOR023C,True,True,False,False
YCR083W,YCR086W,False,False,True,False
YCR083W,YDR448W,False,False,True,False
YCR086W,YCR086W,False,False,True,False
YCR086W,YDL089W,False,True,False,False
YCR086W,YDR061W,True,False,False,False
YCR086W,YDR088C,False,False,False,True
YCR086W,YDR439W,True,True,True,True
YCR086W,YER086W,False,False,True,False
YCR086W,YER106W,False,True,True,False
YCR086W,YER144C,False,False,True,False
YCR086W,YFR028C,False,False,False,True
YCR086W,YGL175C,True,False,False,False
YCR086W,YGR155W,True,False,False,False
YCR086W,YIL152W,False,False,True,False
YCR086W,YJL110C,False,False,True,False
YCR086W,YKR010C,False,False,True,False
YCR086W,YKR034W,False,False,True,False
YCR086W,YKR068C,False,False,True,False
YCR086W,YLR291C,False,False,True,False
YCR086W,YNL311C,False,False,True,False
YCR086W,YOL020W,True,False,False,False
YCR086W,YOL036W,False,False,False,True
YCR086W,YOR264W,True,True,True,False
YCR086W,YOR281C,False,True,False,False
YCR086W,YPL093W,False,False,False,True
YCR087CA,YKR092C,False,True,False,False
YCR088W,YOR284W,False,False,True,False
YCR093W,YDR376W,True,False,False,False
YCR095C,YDR067C,False,False,False,True
YCR095C,YHL029C,False,False,False,True
YCR095C,YNL099C,False,True,False,False
YCR095C,YNL189W,False,False,False,True
YCR095WA,YDL226C,False,False,False,True
YCR095WA,YEL009CA,False,False,False,True
YCR099C,YPR017C,False,False,False,True
YCR105W,YCR105W,False,False,True,False
YCR106W,YDR222W,False,False,True,False
YCR106W,YEL072W,False,False,True,False
YCR106W,YGL247W,False,False,True,False
YCR106W,YGR081C,False,False,True,False
YCR106W,YGR140W,False,False,True,False
YCR106W,YHR130C,False,False,True,False
YCR106W,YJL006C,False,False,True,False
YCR106W,YJL077WB,False,False,True,False
YCR106W,YMR060C,False,False,True,False
YCR106W,YMR141C,False,False,True,False
YCR106W,YPL034W,False,False,True,False
YCR106W,YPL243W,False,False,True,False
YCR106W,YPL267W,False,False,True,False
YCR106W,YPR046W,False,False,True,False
YDL001W,YDL133W,True,False,False,False
YDL001W,YMR079W,True,False,False,False
YDL002C,YER092W,True,False,False,True
YDL002C,YGL150C,True,False,False,False
YDL002C,YLR052W,False,True,False,True
YDL002C,YNL084C,False,False,False,True
YDL002C,YOL069W,False,False,False,True
YDL004W,YPL271W,False,False,False,True
YDL005C,YHR167W,False,False,True,False
YDL005C,YML051W,False,False,True,False
YDL006W,YDR162C,True,True,True,False
YDL012C,YDR151C,True,False,False,False
YDL012C,YFR047C,True,False,False,False
YDL012C,YHR032W,True,False,False,False
YDL012C,YHR140W,True,False,False,False
YDL012C,YIL172C,True,False,False,False
YDL012C,YJL065C,True,False,False,False
YDL012C,YOR355W,True,False,False,False
YDL013W,YDL013W,False,False,False,True
YDL013W,YDR148C,False,False,False,True
YDL013W,YDR510W,True,False,True,False
YDL013W,YER116C,True,False,False,False
YDL013W,YJL110C,False,False,False,True
YDL013W,YJR091C,False,True,False,False
YDL013W,YMR111C,False,False,True,True
YDL013W,YOR285W,False,False,False,True
YDL013W,YOR368W,False,False,False,True
YDL015C,YFR035C,False,False,False,True
YDL015C,YIR038C,False,False,True,False
YDL015C,YMR153W,False,False,False,True
YDL015C,YNR039C,False,False,False,True
YDL015C,YOL110W,False,False,False,True
YDL015C,YOR324C,False,False,True,False
YDL017W,YDL160C,True,False,False,False
YDL017W,YEL023C,True,False,False,False
YDL017W,YFR057W,True,False,False,False
YDL017W,YGR099W,True,False,False,False
YDL017W,YJL088W,True,False,False,False
YDL017W,YKL039W,True,False,False,False
YDL017W,YNR048W,True,False,False,False
YDL017W,YOR006C,True,False,False,False
YDL020C,YML051W,False,False,False,True
YDL022W,YDR142C,False,False,True,True
YDL025C,YPL260W,False,False,True,False
YDL030W,YDR026C,False,True,False,False
YDL031W,YPL004C,False,False,True,False
YDL039C,YDR373W,False,False,False,True
YDL042C,YOR279C,False,False,False,True
YDL043C,YJL203W,False,False,False,True
YDL043C,YLR291C,False,False,False,True
YDL043C,YML064C,False,False,False,True
YDL043C,YPL173W,False,False,False,True
YDL044C,YDL087C,False,False,False,True
YDL044C,YDR422C,False,False,False,True
YDL044C,YER094C,False,False,False,True
YDL044C,YGR048W,False,False,False,True
YDL044C,YJR046W,False,False,False,True
YDL044C,YKR027W,False,False,False,True
YDL044C,YLR347C,False,False,False,True
YDL044C,YLR386W,False,True,True,False
YDL044C,YMR055C,False,False,False,True
YDL044C,YNL189W,False,False,False,True
YDL044C,YOR023C,False,False,False,True
YDL045C,YGR077C,False,False,True,False
YDL047W,YKL192C,False,False,False,True
YDL049C,YDL226C,False,False,False,True
YDL049C,YJR110W,False,False,False,True
YDL049C,YNL044W,False,False,False,True
YDL049C,YNL204C,False,False,False,True
YDL049C,YPL070W,False,False,False,True
YDL053C,YER016W,False,False,False,True
YDL053C,YGR178C,False,False,True,True
YDL053C,YHR121W,False,False,False,True
YDL053C,YIL105WA,False,False,False,True
YDL055C,YDR510W,False,False,True,False
YDL056W,YMR197C,False,False,True,False
YDL057W,YJL058C,False,False,True,False
YDL057W,YLR098C,False,False,True,False
YDL057W,YLR240W,False,False,False,True
YDL057W,YPL049C,False,False,True,False
YDL063C,YDR381W,True,False,False,False
YDL063C,YPL131W,True,False,False,False
YDL064W,YDR510W,False,False,True,False
YDL065C,YGR119C,False,True,False,False
YDL065C,YGR218W,False,True,False,False
YDL065C,YLR071C,True,False,False,False
YDL065C,YMR047C,False,True,False,False
YDL065C,YMR163C,False,True,False,False
YDL066W,YGL187C,False,False,True,False
YDL070W,YLR227C,False,False,True,False
YDL070W,YLR399C,False,False,True,False
YDL070W,YMR227C,False,False,True,False
YDL070W,YNR034W,False,False,True,False
YDL072C,YML029W,False,False,True,False
YDL073W,YER118C,False,False,True,False
YDL076C,YLR098C,True,False,True,False
YDL076C,YMR168C,False,False,False,True
YDL077C,YMR231W,False,False,False,True
YDL081C,YGR209C,False,True,False,False
YDL081C,YLR340W,False,True,False,False
YDL081C,YPR086W,False,True,False,False
YDL083C,YLR449W,False,False,False,True
YDL084W,YDL084W,False,False,True,False
YDL084W,YDR381W,False,False,False,True
YDL084W,YDR510W,False,False,True,False
YDL084W,YER063W,False,True,True,False
YDL084W,YGL122C,False,False,True,False
YDL084W,YKL214C,False,False,True,False
YDL087C,YDL233W,False,False,False,True
YDL087C,YDR404C,False,False,False,True
YDL087C,YHL006C,False,False,False,True
YDL087C,YHR033W,False,False,False,True
YDL087C,YJR003C,False,False,False,True
YDL087C,YJR050W,False,False,False,True
YDL087C,YKL078W,False,False,False,True
YDL087C,YKL138CA,False,False,False,True
YDL087C,YLL007C,False,False,False,True
YDL087C,YLR291C,False,False,False,True
YDL087C,YMR213W,False,False,False,True
YDL087C,YMR293C,False,False,False,True
YDL087C,YNL086W,False,False,False,True
YDL087C,YOL024W,False,False,False,True
YDL087C,YOR060C,False,False,False,True
YDL087C,YOR158W,False,False,False,True
YDL087C,YPL002C,False,False,False,True
YDL087C,YPL282C,False,False,False,True
YDL087C,YPR083W,False,False,False,True
YDL088C,YFR002W,False,False,False,True
YDL088C,YJL117W,False,False,False,True
YDL088C,YJR046W,False,False,False,True
YDL088C,YLR201C,False,False,False,True
YDL088C,YML031W,True,False,False,False
YDL088C,YML051W,False,False,False,True
YDL088C,YML064C,False,False,False,True
YDL088C,YMR153W,False,True,False,True
YDL088C,YPR017C,False,False,False,True
YDL088C,YPR054W,False,False,False,True
YDL089W,YDL089W,True,True,False,False
YDL089W,YDR233C,False,True,False,False
YDL089W,YDR375C,False,False,False,True
YDL089W,YLR324W,True,True,False,False
YDL089W,YML008C,False,True,False,False
YDL089W,YNR039C,False,False,False,True
YDL089W,YPR028W,False,True,False,False
YDL090C,YKL019W,True,False,True,True
YDL090C,YKR048C,False,False,True,False
YDL090C,YMR139W,False,False,True,False
YDL092W,YKL122C,False,False,True,True
YDL097C,YDL242W,False,False,False,True
YDL097C,YDR179C,False,False,False,True
YDL097C,YEL009C,True,False,False,False
YDL097C,YJR055W,False,False,False,True
YDL097C,YKL222C,False,False,False,True
YDL097C,YLR031W,False,False,False,True
YDL097C,YLR313C,False,False,False,True
YDL097C,YLR315W,False,False,False,True
YDL097C,YLR408C,False,False,False,True
YDL097C,YOR158W,False,False,False,True
YDL098C,YGL016W,False,False,False,True
YDL098C,YGR075C,True,False,False,True
YDL098C,YJR046W,False,False,False,True
YDL098C,YLR291C,False,False,False,True
YDL098C,YML064C,False,False,False,True
YDL098C,YNL189W,False,False,False,True
YDL098C,YOR226C,False,False,False,True
YDL098C,YPL135W,False,False,False,True
YDL100C,YDL121C,False,True,False,False
YDL100C,YDR304C,False,False,True,False
YDL100C,YDR513W,False,False,True,False
YDL100C,YER017C,False,False,True,False
YDL100C,YER150W,False,False,True,False
YDL100C,YGL153W,False,False,True,False
YDL100C,YGR028W,False,False,True,False
YDL100C,YGR189C,False,True,False,False
YDL100C,YHL004W,False,True,False,False
YDL100C,YHR057C,False,True,True,False
YDL100C,YHR128W,False,False,True,False
YDL100C,YHR180W,False,True,True,False
YDL100C,YIL065C,False,False,True,False
YDL100C,YIL162W,False,False,True,False
YDL100C,YJL153C,False,True,False,False
YDL100C,YKL154W,False,False,True,False
YDL100C,YKR100C,False,True,False,False
YDL100C,YLR297W,False,False,True,False
YDL100C,YML101C,False,True,True,False
YDL100C,YNL149C,False,False,True,False
YDL100C,YNL199C,False,True,False,False
YDL100C,YNR067C,False,False,True,False
YDL100C,YOL018C,False,False,True,False
YDL100C,YOL111C,False,False,True,False
YDL100C,YOL126C,False,True,True,False
YDL100C,YOR164C,False,True,False,False
YDL100C,YPR075C,False,False,True,False
YDL101C,YPL269W,False,False,True,False
YDL105W,YDR288W,False,False,False,True
YDL105W,YOL034W,False,False,True,False
YDL106C,YML051W,False,False,True,False
YDL108W,YGL134W,False,True,True,False
YDL108W,YNL025C,False,False,True,False
YDL108W,YPR025C,False,False,False,True
YDL109C,YEL041W,False,False,False,True
YDL110C,YGL048C,False,False,False,True
YDL110C,YKL015W,True,False,False,False
YDL110C,YOR078W,True,False,False,False
YDL111C,YGR158C,True,True,False,True
YDL111C,YGR195W,False,False,False,True
YDL113C,YGL158W,False,False,False,True
YDL113C,YJL036W,True,False,True,True
YDL113C,YLL004W,False,False,False,True
YDL113C,YNL086W,False,False,False,True
YDL116W,YDR113C,False,True,False,False
YDL116W,YHR033W,False,False,False,True
YDL116W,YKR082W,False,True,False,True
YDL116W,YNL258C,False,False,False,True
YDL117W,YMR032W,False,False,True,False
YDL120W,YDR100W,False,False,True,False
YDL120W,YMR071C,False,False,True,False
YDL120W,YNL204C,False,False,False,True
YDL125C,YDL125C,False,False,False,True
YDL125C,YHL018W,False,False,True,False
YDL125C,YHR106W,False,False,False,True
YDL126C,YDL190C,False,False,True,False
YDL126C,YFL044C,False,False,True,False
YDL126C,YGL108C,False,False,True,False
YDL126C,YMR067C,False,False,True,False
YDL126C,YNL155W,False,False,True,False
YDL127W,YDR146C,True,False,False,False
YDL127W,YMR068W,False,False,False,True
YDL130W,YKL002W,False,True,False,False
YDL130W,YLR287C,False,True,False,False
YDL130W,YLR340W,False,True,False,False
YDL130WA,YGR048W,False,False,False,True
YDL130WA,YML064C,False,False,False,True
YDL132W,YDR328C,False,False,False,True
YDL132W,YLR224W,False,False,False,True
YDL132W,YLR267W,False,False,True,False
YDL132W,YOL133W,False,False,True,False
YDL133CA,YKR048C,False,False,True,False
YDL134C,YGR161C,False,False,False,True
YDL134C,YHR114W,False,True,False,False
YDL134C,YJR128W,False,False,False,True
YDL134C,YKL156W,False,False,False,True
YDL134C,YKL192C,False,False,False,True
YDL134C,YMR028W,False,False,True,True
YDL134C,YPR040W,False,True,False,False
YDL135C,YLR229C,True,False,False,False
YDL139C,YGL153W,False,True,False,False
YDL139C,YLR288C,False,False,False,True
YDL144C,YDL144C,False,False,True,False
YDL144C,YDR088C,True,False,False,False
YDL144C,YLR291C,False,False,True,False
YDL146W,YKL070W,True,False,False,False
YDL147W,YDR179C,False,False,False,True
YDL147W,YDR427W,False,False,False,True
YDL147W,YJR091C,False,True,False,False
YDL147W,YMR025W,False,False,False,True
YDL149W,YLR065C,True,False,False,False
YDL150W,YKR025W,True,False,False,False
YDL153C,YNL280C,False,True,False,False
YDL154W,YFL003C,False,True,False,False
YDL154W,YGL025C,True,False,False,False
YDL154W,YGL170C,True,False,False,False
YDL154W,YGR013W,False,False,False,True
YDL154W,YIL144W,True,False,False,False
YDL154W,YMR224C,True,False,False,False
YDL155W,YPL124W,False,True,False,False
YDL157C,YNL100W,False,False,False,True
YDL159W,YPL243W,False,False,False,True
YDL160C,YEL015W,True,True,False,False
YDL160C,YGR178C,False,True,False,False
YDL160C,YOL149W,True,False,False,False
YDL160CA,YDL242W,False,False,False,True
YDL160CA,YIR024C,False,False,False,True
YDL160CA,YOL086WA,False,False,False,True
YDL161W,YOR111W,False,True,False,False
YDL161W,YOR181W,False,False,False,True
YDL164C,YDR100W,False,False,True,False
YDL164C,YGL053W,False,False,True,False
YDL164C,YNL044W,False,False,True,False
YDL165W,YGR014W,True,False,False,False
YDL165W,YKL002W,False,True,False,False
YDL166C,YER047C,False,False,True,False
YDL166C,YNL329C,False,False,True,False
YDL166C,YPL268W,False,False,False,True
YDL168W,YER081W,False,True,False,False
YDL175C,YLR291C,False,False,False,True
YDL175C,YML064C,False,False,False,True
YDL175C,YPR120C,False,False,False,True
YDL179W,YPL031C,False,False,False,True
YDL181W,YML064C,False,False,False,True
YDL183C,YML130C,False,False,False,True
YDL184C,YKR048C,False,False,True,False
YDL188C,YJR128W,False,False,False,True
YDL188C,YKL012W,False,False,False,True
YDL188C,YLR392C,False,False,False,True
YDL188C,YMR028W,False,False,True,True
YDL188C,YPL152W,False,False,False,True
YDL188C,YPR040W,False,True,False,False
YDL189W,YDR480W,False,False,True,False
YDL189W,YIL122W,False,False,True,False
YDL189W,YLR186W,False,False,True,False
YDL189W,YPL049C,False,False,True,False
YDL190C,YFL044C,False,False,True,False
YDL190C,YMR276W,False,False,True,False
YDL195W,YIL109C,False,False,True,False
YDL195W,YLR208W,False,True,True,False
YDL200C,YLR048W,False,False,False,True
YDL203C,YGR058W,True,True,False,False
YDL203C,YOR372C,True,False,False,False
YDL203C,YPL124W,False,True,False,False
YDL204W,YER118C,False,True,False,False
YDL207W,YDR192C,False,False,True,False
YDL208W,YDR510W,False,False,True,False
YDL208W,YHR072WA,False,False,True,False
YDL208W,YLR175W,False,False,True,True
YDL208W,YNL124W,False,True,True,False
YDL209C,YLL036C,False,False,True,False
YDL210W,YGL230C,True,False,False,False
YDL212W,YDR508C,True,False,False,False
YDL212W,YPL094C,False,False,True,False
YDL214C,YER094C,False,False,False,True
YDL214C,YGL115W,False,False,False,True
YDL215C,YLR432W,True,False,False,False
YDL215C,YPR048W,True,False,False,False
YDL216C,YMR025W,True,False,False,False
YDL217C,YHR114W,False,True,False,False
YDL218W,YGL044C,False,True,False,False
YDL220C,YDR082W,False,False,True,False
YDL224C,YER059W,False,True,False,False
YDL226C,YDL242W,False,False,False,True
YDL226C,YDR281C,False,False,False,True
YDL226C,YER038WA,False,False,False,True
YDL226C,YER044C,False,False,False,True
YDL226C,YER118C,False,True,False,False
YDL226C,YGL161C,False,False,False,True
YDL226C,YGL198W,False,True,False,False
YDL226C,YGL209W,False,False,False,True
YDL226C,YGR172C,False,True,False,False
YDL226C,YGR235C,False,False,False,True
YDL226C,YHL043W,False,False,False,True
YDL226C,YJL151C,False,True,False,False
YDL226C,YKR088C,False,True,False,False
YDL226C,YML030W,False,False,False,True
YDL226C,YNL100W,False,False,False,True
YDL226C,YNR061C,False,False,False,True
YDL226C,YOL129W,False,True,False,False
YDL226C,YOR223W,False,False,False,True
YDL226C,YOR327C,False,True,False,False
YDL226C,YPL199C,False,False,False,True
YDL226C,YPL222W,False,False,False,True
YDL226C,YPR113W,False,True,False,True
YDL226C,YPR183W,False,True,False,False
YDL230W,YKL013C,False,False,False,True
YDL232W,YER083C,False,False,False,True
YDL233W,YDR388W,False,False,False,True
YDL233W,YGR142W,False,False,False,True
YDL235C,YLR006C,False,False,True,False
YDL236W,YDL236W,False,False,True,False
YDL236W,YNL189W,True,False,False,False
YDL237W,YPR148C,False,True,False,False
YDL239C,YDR148C,False,True,False,False
YDL239C,YDR176W,False,True,False,False
YDL239C,YDR273W,False,True,False,False
YDL239C,YDR520C,False,False,True,False
YDL239C,YGL153W,False,False,True,False
YDL239C,YGR268C,False,True,False,False
YDL239C,YHR184W,True,True,False,False
YDL239C,YKL103C,False,True,True,False
YDL239C,YKR034W,False,False,True,False
YDL239C,YLR072W,False,True,False,False
YDL239C,YLR098C,True,False,True,False
YDL239C,YLR423C,False,True,True,False
YDL239C,YML042W,False,True,False,False
YDL239C,YNR012W,False,False,True,False
YDL239C,YOL091W,True,False,False,False
YDL239C,YOR304CA,False,False,True,False
YDL239C,YOR324C,False,True,False,False
YDL239C,YOR380W,False,False,True,False
YDL239C,YPL049C,False,False,True,False
YDL239C,YPL070W,False,True,True,False
YDL239C,YPL124W,False,True,False,False
YDL239C,YPL255W,False,True,False,False
YDL242W,YGL119W,False,False,False,True
YDL242W,YJL036W,False,False,False,True
YDL242W,YLR315W,False,False,False,True
YDL242W,YNL193W,False,False,False,True
YDL242W,YOL069W,False,False,False,True
YDL242W,YPL065W,False,False,False,True
YDL243C,YMR102C,False,False,False,True
YDL246C,YDL246C,True,False,False,False
YDL246C,YJR159W,True,False,False,False
YDR001C,YLR270W,True,False,True,False
YDR002W,YKR048C,True,False,False,False
YDR004W,YDR076W,False,False,True,True
YDR005C,YER081W,False,True,False,False
YDR006C,YGL215W,False,False,False,True
YDR013W,YDR489W,True,True,False,False
YDR013W,YJL072C,False,False,False,True
YDR013W,YOR115C,False,False,False,True
YDR013W,YPR135W,False,False,True,False
YDR013W,YPR175W,False,False,False,True
YDR014WA,YGR042W,False,False,False,True
YDR014WA,YGR048W,False,False,False,True
YDR016C,YDR320CA,False,False,True,False
YDR016C,YGL061C,True,True,False,False
YDR016C,YGR113W,False,True,False,False
YDR016C,YJR135C,False,False,False,True
YDR016C,YKR037C,False,True,False,False
YDR017C,YDR099W,True,False,False,False
YDR020C,YDR020C,False,True,False,False
YDR020C,YNR012W,True,True,True,True
YDR022C,YLR423C,False,True,False,True
YDR026C,YDR110W,True,False,False,False
YDR027C,YFL029C,False,False,True,False
YDR032C,YDR032C,True,False,True,False
YDR032C,YLR291C,False,False,True,False
YDR034C,YER043C,False,True,False,False
YDR034C,YGR113W,False,True,False,False
YDR036C,YGL153W,False,False,True,False
YDR036C,YKL142W,False,False,True,False
YDR036C,YLR397C,False,False,True,False
YDR044W,YDR044W,False,False,True,False
YDR044W,YDR077W,True,False,False,True
YDR044W,YIR018W,False,False,False,True
YDR045C,YDR448W,False,False,True,False
YDR045C,YIL122W,False,False,True,False
YDR045C,YIL152W,False,False,False,True
YDR045C,YJR128W,False,False,False,True
YDR047W,YDR047W,False,False,True,False
YDR051C,YDR051C,True,False,True,False
YDR051C,YLR291C,False,False,True,False
YDR052C,YLR423C,False,True,False,False
YDR054C,YNL236W,True,False,False,False
YDR059C,YER068W,False,False,False,True
YDR059C,YPR093C,False,False,True,False
YDR063W,YDR124W,False,False,True,False
YDR063W,YKR034W,False,False,True,False
YDR067C,YLR291C,False,False,False,True
YDR067C,YML064C,False,False,False,True
YDR067C,YNL189W,False,False,False,True
YDR067C,YOR185C,False,False,False,True
YDR067C,YPL070W,False,False,False,True
YDR070C,YFL017C,True,False,False,False
YDR071C,YER089C,False,False,False,True
YDR071C,YGR205W,False,False,False,True
YDR073W,YML068W,True,False,False,False
YDR074W,YER019CA,True,False,False,False
YDR075W,YKL192C,False,False,False,True
YDR075W,YPR040W,False,False,False,True
YDR076W,YER095W,True,True,False,False
YDR076W,YIL132C,False,False,False,True
YDR076W,YLR078C,False,False,False,True
YDR078C,YHL006C,True,True,False,True
YDR078C,YIL152W,False,True,False,False
YDR078C,YJL092W,True,False,False,False
YDR078C,YML051W,False,False,False,True
YDR079CA,YLR292C,False,False,False,True
YDR079CA,YLR433C,False,False,False,True
YDR079CA,YPL122C,False,False,False,True
YDR079CA,YPL188W,False,False,False,True
YDR082W,YLR010C,False,False,True,False
YDR084C,YGL127C,False,True,False,False
YDR084C,YGL161C,True,True,False,False
YDR084C,YGL198W,True,True,False,True
YDR085C,YLR423C,False,False,True,False
YDR086C,YPR071W,False,False,True,False
YDR088C,YDR416W,False,False,False,True
YDR088C,YGR074W,False,False,False,True
YDR091C,YLR192C,False,True,False,False
YDR092W,YGL087C,False,False,True,False
YDR098C,YGL071W,True,False,False,False
YDR098C,YGL220W,False,True,False,False
YDR099W,YKL168C,False,False,True,False
YDR099W,YLR177W,False,False,True,False
YDR099W,YNL042W,True,False,False,False
YDR099W,YPL267W,False,False,True,False
YDR100W,YDR100W,False,True,True,False
YDR100W,YDR479C,False,False,True,False
YDR100W,YER101C,False,False,True,False
YDR100W,YGR177C,False,False,True,False
YDR100W,YGR223C,False,False,True,False
YDR100W,YHR105W,False,False,True,False
YDR100W,YJL104W,False,False,True,False
YDR100W,YLR108C,False,False,True,False
YDR100W,YLR393W,False,False,True,False
YDR100W,YML029W,False,False,True,False
YDR100W,YML110C,False,False,True,False
YDR100W,YMR024W,False,False,True,False
YDR100W,YMR079W,False,False,True,False
YDR100W,YNL189W,False,True,False,False
YDR100W,YNL204C,False,False,True,False
YDR100W,YNL315C,False,False,True,False
YDR100W,YOR109W,False,False,True,False
YDR100W,YPL020C,False,False,True,False
YDR100W,YPL094C,False,False,True,False
YDR100W,YPL095C,False,False,True,False
YDR100W,YPL100W,False,False,True,False
YDR100W,YPL135W,False,False,True,False
YDR100W,YPL218W,False,False,True,False
YDR100W,YPR174C,False,False,True,False
YDR101C,YJL122W,False,False,False,True
YDR105C,YER081W,False,True,False,False
YDR106W,YHR129C,True,False,False,True
YDR107C,YMR070W,False,False,True,False
YDR108W,YGR234W,True,False,False,False
YDR113C,YGR098C,False,False,True,False
YDR115W,YKL142W,True,False,True,False
YDR121W,YJL065C,False,False,True,True
YDR122W,YOL082W,True,False,False,False
YDR123C,YML051W,False,False,True,False
YDR123C,YOL108C,True,False,False,False
YDR128W,YLR208W,True,False,False,False
YDR130C,YER094C,False,False,False,True
YDR130C,YJR011C,False,False,False,True
YDR130C,YJR050W,False,False,False,True
YDR130C,YOR185C,False,False,False,True
YDR130C,YOR368W,False,False,False,True
YDR132C,YDR132C,False,False,True,False
YDR132C,YFL009W,False,False,True,True
YDR132C,YHL009C,False,False,True,False
YDR132C,YHR170W,True,False,False,True
YDR132C,YJL218W,True,False,True,False
YDR132C,YJR102C,False,False,True,False
YDR132C,YPL018W,False,False,True,False
YDR137W,YLR327C,False,False,False,True
YDR138W,YKL171W,False,False,True,False
YDR138W,YLR423C,False,False,True,False
YDR140W,YIL151C,True,False,False,False
YDR140W,YNR046W,False,True,True,True
YDR142C,YEL009CA,False,False,False,True
YDR142C,YGL153W,False,False,True,False
YDR142C,YGR067C,False,False,False,True
YDR142C,YGR168C,False,False,False,True
YDR142C,YGR235C,False,False,False,True
YDR142C,YGR239C,True,True,True,True
YDR142C,YHR160C,True,False,True,False
YDR142C,YIL160C,True,False,True,True
YDR142C,YML030W,False,False,False,True
YDR142C,YMR095C,False,False,True,False
YDR142C,YMR267W,False,False,False,True
YDR142C,YNL100W,False,False,False,True
YDR142C,YNL214W,False,False,False,True
YDR142C,YNL334C,False,False,False,True
YDR145W,YLR390W,True,False,False,False
YDR146C,YDR335W,True,False,True,False
YDR146C,YML051W,False,False,True,False
YDR148C,YDR510W,True,False,False,False
YDR148C,YFR049W,False,True,False,False
YDR148C,YGR048W,False,False,False,True
YDR148C,YKL010C,False,True,False,False
YDR148C,YNL092W,False,True,False,False
YDR152W,YGR173W,True,True,False,True
YDR159W,YLR423C,False,False,True,False
YDR160W,YJL057C,False,False,False,True
YDR160W,YNL234W,False,False,False,True
YDR160W,YPL096CA,False,False,False,True
YDR161W,YPL068C,False,False,False,True
YDR165W,YGR146C,False,False,False,True
YDR167W,YLR432W,True,False,False,False
YDR167W,YML015C,True,False,False,False
YDR167W,YML114C,True,False,True,False
YDR171W,YDR171W,False,False,True,False
YDR171W,YDR448W,False,False,True,False
YDR171W,YDR510W,False,False,True,False
YDR171W,YOL083W,False,False,True,False
YDR173C,YMR042W,False,False,True,True
YDR173C,YMR043W,False,False,True,False
YDR174W,YDR174W,False,False,True,False
YDR174W,YDR510W,False,False,True,False
YDR174W,YIL013C,True,False,False,False
YDR174W,YKR092C,False,True,False,False
YDR174W,YML015C,True,False,False,False
YDR174W,YNL189W,False,True,False,False
YDR174W,YPR104C,False,True,False,False
YDR175C,YDR280W,False,False,False,True
YDR175C,YER094C,False,False,False,True
YDR175C,YGL115W,False,False,False,True
YDR175C,YGR215W,False,False,False,True
YDR175C,YJR046W,False,False,False,True
YDR175C,YKR027W,False,False,False,True
YDR175C,YLR048W,False,False,False,True
YDR175C,YMR130W,False,False,False,True
YDR176W,YDR448W,False,True,False,False
YDR176W,YLR423C,False,True,False,False
YDR177W,YPR093C,False,False,True,False
YDR179C,YKR060W,True,False,False,False
YDR179C,YMR025W,True,False,False,True
YDR181C,YOR213C,False,False,False,True
YDR184C,YDR439W,False,False,False,True
YDR184C,YML051W,False,False,False,True
YDR188W,YMR211W,False,False,False,True
YDR189W,YLR026C,False,True,True,False
YDR189W,YOR075W,False,False,False,True
YDR190C,YPL235W,False,True,False,False
YDR192C,YER081W,False,True,False,False
YDR192C,YGR161WC,False,False,False,True
YDR194C,YER081W,False,True,False,False
YDR194C,YKL075C,False,False,False,True
YDR195W,YGL153W,False,False,True,False
YDR197W,YOR368W,False,False,False,True
YDR200C,YMR052W,True,False,False,True
YDR200C,YNL127W,True,False,False,False
YDR201W,YIL144W,True,False,False,False
YDR201W,YIR017C,False,False,False,True
YDR201W,YKL138CA,False,False,False,True
YDR201W,YKR037C,True,True,False,True
YDR201W,YKR083C,False,True,False,False
YDR201W,YLR313C,False,False,False,True
YDR201W,YNL086W,False,False,False,True
YDR201W,YNL189W,False,True,False,False
YDR202C,YDR295C,False,False,False,True
YDR202C,YJL004C,False,False,False,True
YDR205W,YNR039C,False,True,True,True
YDR206W,YER027C,True,False,False,False
