orf_name_a	gene_name_a	orf_name_b	gene_name_b	Uetz-screen	Ito-core	CCSB-YI1	YeRI	Zone	GI_PCC	CS_PCC	GE_PCC
YDL022W	GPD1	YDR142C	PEX7	False	False	True	True	D	0.04643	0.05364658907732604	0.1741
YDL025C	RTK1	YPL260W	CUB1	False	False	True	False	D	0.01786		0.544
YDL030W	PRP9	YDR026C	NSI1	False	True	False	False	C	0.0262		
YDL031W	DBP10	YPL004C	LSP1	False	False	True	False	B	0.01488		
YDL039C	PRM7	YDR373W	FRQ1	False	False	False	True	D	-0.03872		
YDL042C	SIR2	YOR279C	RFM1	False	False	False	True	B			0.2438
YDL043C	PRP11	YJL203W	PRP21	False	False	False	True	A	0.36872		
YDL043C	PRP11	YLR291C	GCD7	False	False	False	True	B	-0.03706		0.3444
YDL043C	PRP11	YML064C	TEM1	False	False	False	True	C	-0.01833		0.4468
YDL043C	PRP11	YPL173W	MRPL40	False	False	False	True	B	0.02423		0.2662
YDL044C	MTF2	YDL087C	LUC7	False	False	False	True	C	0.00959		
YDL044C	MTF2	YDR422C	SIP1	False	False	False	True	C	0.03181		
YDL044C	MTF2	YER094C	PUP3	False	False	False	True	C	0.0176		
YDL044C	MTF2	YGR048W	UFD1	False	False	False	True	C	0.03897		
YDL044C	MTF2	YJR046W	TAH11	False	False	False	True	D	0.03899		
YDL044C	MTF2	YKR027W	BCH2	False	False	False	True	C	-0.00232		
YDL044C	MTF2	YLR347C	KAP95	False	False	False	True	C			
YDL044C	MTF2	YLR386W	VAC14	False	True	True	False	D	0.02269		
YDL044C	MTF2	YMR055C	BUB2	False	False	False	True	D	0.01975		
YDL044C	MTF2	YNL189W	SRP1	False	False	False	True	C	-0.03241		
YDL044C	MTF2	YOR023C	AHC1	False	False	False	True	C	0.00813		
YDL045C	FAD1	YGR077C	PEX8	False	False	True	False	D	0.03251		0.493
YDL047W	SIT4	YKL192C	ACP1	False	False	False	True	C			0.1316
YDL049C	KNH1	YDL226C	GCS1	False	False	False	True	D	0.00429	0.029415052798128824	0.016
YDL049C	KNH1	YJR110W	YMR1	False	False	False	True	D	0.01854	-0.015871526585194546	0.1355
YDL049C	KNH1	YNL044W	YIP3	False	False	False	True	D	0.01154	0.31801548185528417	0.0462
YDL049C	KNH1	YNL204C	SPS18	False	False	False	True	D		0.12735336089550203	
YDL049C	KNH1	YPL070W	MUK1	False	False	False	True	C	0.0602	-0.05549090518327968	0.2223
YDL053C	PBP4	YER016W	BIM1	False	False	False	True	D	0.03949	-0.2007943179266278	
YDL053C	PBP4	YGR178C	PBP1	False	False	True	True	D	0.1592	0.6901791836467397	
YDL053C	PBP4	YHR121W	LSM12	False	False	False	True	D	0.10439	0.5206023049557104	
YDL053C	PBP4	YIL105W-A		False	False	False	True	D			
YDL055C	PSA1	YDR510W	SMT3	False	False	True	False	D			0.1664
YDL056W	MBP1	YMR197C	VTI1	False	False	True	False	D	-0.01175		0.2919
YDL057W		YJL058C	BIT61	False	False	True	False	C		0.24971721488661427	0.4226
YDL057W		YLR098C	CHA4	False	False	True	False	D		0.37251310440673896	0.5166
YDL057W		YLR240W	VPS34	False	False	False	True	C			0.5504
YDL057W		YPL049C	DIG1	False	False	True	False	C	0.12146	0.10868899040051842	
YDL063C	SYO1	YDR381W	YRA1	True	False	False	False	C	-0.05547		0.233
YDL063C	SYO1	YPL131W	RPL5	True	False	False	False	C	0.10243		0.3199
YDL064W	UBC9	YDR510W	SMT3	False	False	True	False	D	0.28459		0.4541
YDL065C	PEX19	YGR119C	NUP57	False	True	False	False	C	-0.00025		
YDL065C	PEX19	YGR218W	CRM1	False	True	False	False	C	-0.05117		
YDL065C	PEX19	YLR071C	RGR1	True	False	False	False	C	0.01425		
YDL065C	PEX19	YMR047C	NUP116	False	True	False	False	C	0.01284		
YDL065C	PEX19	YMR163C	INP2	False	True	False	False	D	0.13667	0.08861400031426626	
YDL066W	IDP1	YGL187C	COX4	False	False	True	False	C			0.3191
YDL070W	BDF2	YLR227C	ADY4	False	False	True	False	D	0.01385	0.10226014912031112	
YDL070W	BDF2	YLR399C	BDF1	False	False	True	False	C	0.03882		0.4799
YDL070W	BDF2	YMR227C	TAF7	False	False	True	False	C	0.03954		0.2333
YDL070W	BDF2	YNR034W	SOL1	False	False	True	False	D	-0.01049	0.010670389811607976	0.0758
YDL072C	YET3	YML029W	USA1	False	False	True	False	C		-0.015549004075702581	0.191
YDL073W	AHK1	YER118C	SHO1	False	False	True	False	C	0.02853	-0.14711380663084073	0.3793
YDL076C	RXT3	YLR098C	CHA4	True	False	True	False	C	-0.00478	-0.019553118238429788	0.3598
YDL076C	RXT3	YMR168C	CEP3	False	False	False	True	B	0.00197		0.2727
YDL077C	VAM6	YMR231W	PEP5	False	False	False	True	A	0.16005		0.5732
YDL081C	RPP1A	YGR209C	TRX2	False	True	False	False	C	-0.04312		0.1143
YDL081C	RPP1A	YLR340W	RPP0	False	True	False	False	A	0.05288		0.8083
YDL081C	RPP1A	YPR086W	SUA7	False	True	False	False	C	-0.06719		0.0272
YDL083C	RPS16B	YLR449W	FPR4	False	False	False	True	B	0.01876		0.6194
YDL084W	SUB2	YDL084W	SUB2	False	False	True	False	A			
YDL084W	SUB2	YDR381W	YRA1	False	False	False	True	A	0.43507		0.2256
YDL084W	SUB2	YDR510W	SMT3	False	False	True	False	C	0.0848		0.3103
YDL084W	SUB2	YER063W	THO1	False	True	True	False	C	0.01191		0.1725
YDL084W	SUB2	YGL122C	NAB2	False	False	True	False	C	0.20631		0.1127
YDL084W	SUB2	YKL214C	YRA2	False	False	True	False	C	0.00259		0.1095
YDL087C	LUC7	YDL233W	MFG1	False	False	False	True	C	0.00644		0.3652
YDL087C	LUC7	YDR404C	RPB7	False	False	False	True	B	-0.04791		0.1343
YDL087C	LUC7	YHL006C	SHU1	False	False	False	True	C	0.00552		
YDL087C	LUC7	YHR033W		False	False	False	True	C	0.02602		
YDL087C	LUC7	YJR003C	MRX12	False	False	False	True	C	-0.01178		
YDL087C	LUC7	YJR050W	ISY1	False	False	False	True	B	0.1993		0.3181
YDL087C	LUC7	YKL078W	DHR2	False	False	False	True	C	-0.02759		0.028
YDL087C	LUC7	YKL138C-A	HSK3	False	False	False	True	B			
YDL087C	LUC7	YLL007C	LMO1	False	False	False	True	C	-0.02751		0.2589
YDL087C	LUC7	YLR291C	GCD7	False	False	False	True	B	-0.02959		0.0647
YDL087C	LUC7	YMR213W	CEF1	False	False	False	True	B	0.12325		0.3961
YDL087C	LUC7	YMR293C	HER2	False	False	False	True	C	0.06284		0.3285
YDL087C	LUC7	YNL086W	SNN1	False	False	False	True	B	0.02646		
YDL087C	LUC7	YOL024W		False	False	False	True	C	0.00014		
YDL087C	LUC7	YOR060C	SLD7	False	False	False	True	C			0.5945
YDL087C	LUC7	YOR158W	PET123	False	False	False	True	B			0.2015
YDL087C	LUC7	YPL002C	SNF8	False	False	False	True	B	-0.0914		0.2185
YDL087C	LUC7	YPL282C	PAU22	False	False	False	True	C	0.00935		
YDL087C	LUC7	YPR083W	MDM36	False	False	False	True	C	0.01248		0.2801
YDL088C	ASM4	YFR002W	NIC96	False	False	False	True	A			0.505
YDL088C	ASM4	YJL117W	PHO86	False	False	False	True	C	-0.03388	-0.0016915755960709071	0.2065
YDL088C	ASM4	YJR046W	TAH11	False	False	False	True	C	0.05679		0.4184
YDL088C	ASM4	YLR201C	COQ9	False	False	False	True	C	-0.02103	0.13349513724541445	0.1379
YDL088C	ASM4	YML031W	NDC1	True	False	False	False	A			0.3899
YDL088C	ASM4	YML051W	GAL80	False	False	False	True	C	0.02081	0.04994149892771345	0.3058
YDL088C	ASM4	YML064C	TEM1	False	False	False	True	C	0.04389		0.3147
YDL088C	ASM4	YMR153W	NUP53	False	True	False	True	A	0.25143	0.025752134740127972	
YDL088C	ASM4	YPR017C	DSS4	False	False	False	True	C	0.02562	0.13065463295838517	
YDL088C	ASM4	YPR054W	SMK1	False	False	False	True	B	-0.00014	0.0672193799218641	0.2419
YDL089W	NUR1	YDL089W	NUR1	True	True	False	False	D			
YDL089W	NUR1	YDR233C	RTN1	False	True	False	False	C	0.05829	0.02004446614118636	-0.0404
YDL089W	NUR1	YDR375C	BCS1	False	False	False	True	D	-0.00624	0.06095023124968305	0.1973
YDL089W	NUR1	YLR324W	PEX30	True	True	False	False	D	0.02453	0.2863753081090336	0.4168
YDL089W	NUR1	YML008C	ERG6	False	True	False	False	D	0.01003		-0.0273
YDL089W	NUR1	YNR039C	ZRG17	False	False	False	True	D	0.01604	0.08388355510242829	0.2353
YDL089W	NUR1	YPR028W	YOP1	False	True	False	False	D	0.07856	0.008561967325677584	0.1644
YDL090C	RAM1	YKL019W	RAM2	True	False	True	True	D			0.345
YDL090C	RAM1	YKR048C	NAP1	False	False	True	False	C	-0.01343		0.1092
YDL090C	RAM1	YMR139W	RIM11	False	False	True	False	D	-0.00997		0.2652
YDL092W	SRP14	YKL122C	SRP21	False	False	True	True	A			0.5175
YDL097C	RPN6	YDL242W		False	False	False	True	C	-0.04889		
YDL097C	RPN6	YDR179C	CSN9	False	False	False	True	B	0.02111		0.1913
YDL097C	RPN6	YEL009C	GCN4	True	False	False	False	C	-0.02031		0.1242
YDL097C	RPN6	YJR055W	HIT1	False	False	False	True	C	-0.00537		0.2751
YDL097C	RPN6	YKL222C		False	False	False	True	C	0.05037		-0.0161
YDL097C	RPN6	YLR031W		False	False	False	True	C	-0.03318		
YDL097C	RPN6	YLR313C	SPH1	False	False	False	True	B	-0.00266		
YDL097C	RPN6	YLR315W	NKP2	False	False	False	True	B	-0.02086		
YDL097C	RPN6	YLR408C	BLS1	False	False	False	True	C	0.05592		
YDL097C	RPN6	YOR158W	PET123	False	False	False	True	B			0.3807
YDL098C	SNU23	YGL016W	KAP122	False	False	False	True	B	0.02968		0.2745
YDL098C	SNU23	YGR075C	PRP38	True	False	False	True	A	0.20409		0.3215
YDL098C	SNU23	YJR046W	TAH11	False	False	False	True	C	0.00126		0.2239
YDL098C	SNU23	YLR291C	GCD7	False	False	False	True	B	-0.06773		0.2816
YDL098C	SNU23	YML064C	TEM1	False	False	False	True	C	-0.02043		0.1923
YDL098C	SNU23	YNL189W	SRP1	False	False	False	True	B	0.06581		0.2449
YDL098C	SNU23	YOR226C	ISU2	False	False	False	True	C	0.02869		0.1963
YDL098C	SNU23	YPL135W	ISU1	False	False	False	True	C	0.02809		0.2344
YDL100C	GET3	YDL121C		False	True	False	False	C	0.01001	-0.10974595557557935	0.1696
YDL100C	GET3	YDR304C	CPR5	False	False	True	False	C	0.00612	0.19645377510086026	0.6743
YDL100C	GET3	YDR513W	GRX2	False	False	True	False	C	0.0134	0.07533667011666176	0.2077
YDL100C	GET3	YER017C	AFG3	False	False	True	False	C	0.02325		0.3096
YDL100C	GET3	YER150W	SPI1	False	False	True	False	C	-0.0107	-0.004529461477713361	
YDL100C	GET3	YGL153W	PEX14	False	False	True	False	B	-0.01457	0.340119367106434	0.0881
YDL100C	GET3	YGR028W	MSP1	False	False	True	False	C	0.02035	0.13650788758466423	0.1283
YDL100C	GET3	YGR189C	CRH1	False	True	False	False	C	0.03875	0.06380296911358212	0.1717
YDL100C	GET3	YHL004W	MRP4	False	True	False	False	B			0.141
YDL100C	GET3	YHR057C	CPR2	False	True	True	False	C	0.00709	-0.14849142850575325	0.2752
YDL100C	GET3	YHR128W	FUR1	False	False	True	False	C	-0.03094		0.0942
YDL100C	GET3	YHR180W		False	True	True	False	C	0.03887	-0.09102556551516501	
YDL100C	GET3	YIL065C	FIS1	False	False	True	False	C	-0.03771	0.3925651075238423	0.3826
YDL100C	GET3	YIL162W	SUC2	False	False	True	False	C	0.0388	0.06707461915507029	0.0682
YDL100C	GET3	YJL153C	INO1	False	True	False	False	C	0.02731	0.23446489065505072	0.1075
YDL100C	GET3	YKL154W	SRP102	False	False	True	False	C	0.08059		0.2853
YDL100C	GET3	YKR100C	SKG1	False	True	False	False	C	-0.01099	0.14574533672920847	0.1486
YDL100C	GET3	YLR297W		False	False	True	False	C	0.01242	0.18624457162517088	
YDL100C	GET3	YML101C	CUE4	False	True	True	False	C	0.05511	-0.2259602993213037	
YDL100C	GET3	YNL149C	PGA2	False	False	True	False	C	0.06165		
YDL100C	GET3	YNL199C	GCR2	False	True	False	False	C	0.00034		0.1817
YDL100C	GET3	YNR067C	DSE4	False	False	True	False	C	-0.00228	-0.04222677770645332	0.0019
YDL100C	GET3	YOL018C	TLG2	False	False	True	False	B	0.16809	0.20521243021498073	0.1877
YDL100C	GET3	YOL111C	MDY2	False	False	True	False	B	0.52227	0.520948083204166	0.1254
YDL100C	GET3	YOL126C	MDH2	False	True	True	False	C	0.03135	0.029165185692145806	
YDL100C	GET3	YOR164C	GET4	False	True	False	False	B	0.43926	0.624381971515207	0.6222
YDL100C	GET3	YPR075C	OPY2	False	False	True	False	B	0.02079	0.09524207112512985	0.2823
YDL101C	DUN1	YPL269W	KAR9	False	False	True	False	D	0.02996	0.09370886832798266	
YDL105W	NSE4	YDR288W	NSE3	False	False	False	True	A	0.37954		0.1671
YDL105W	NSE4	YOL034W	SMC5	False	False	True	False	A	0.0988		0.3061
YDL106C	PHO2	YML051W	GAL80	False	False	True	False	D	-0.00177		0.1118
YDL108W	KIN28	YGL134W	PCL10	False	True	True	False	B	0.00689		0.383
YDL108W	KIN28	YNL025C	SSN8	False	False	True	False	B	0.07213		0.1103
YDL108W	KIN28	YPR025C	CCL1	False	False	False	True	A	0.14342		0.4777
YDL109C		YEL041W	YEF1	False	False	False	True	D	0.06462	0.14579086740209052	
YDL110C	TMA17	YGL048C	RPT6	False	False	False	True	C	0.05589		0.3904
YDL110C	TMA17	YKL015W	PUT3	True	False	False	False	D	-0.00679	0.009188199805927107	0.1794
YDL110C	TMA17	YOR078W	BUD21	True	False	False	False	C	-0.02121	-0.08688094879325982	-0.195
YDL111C	RRP42	YGR158C	MTR3	True	True	False	True	A	0.39356		0.621
YDL111C	RRP42	YGR195W	SKI6	False	False	False	True	A	0.44631		0.6198
YDL113C	ATG20	YGL158W	RCK1	False	False	False	True	C	0.00598	0.15340498939196984	
YDL113C	ATG20	YJL036W	SNX4	True	False	True	True	A	0.03693	-0.002461503443865964	0.7048
YDL113C	ATG20	YLL004W	ORC3	False	False	False	True	B	-0.02029		0.0723
YDL113C	ATG20	YNL086W	SNN1	False	False	False	True	B	0.01572	-0.02062346605444275	
YDL116W	NUP84	YDR113C	PDS1	False	True	False	False	C	0.06679		0.2529
YDL116W	NUP84	YHR033W		False	False	False	True	C	0.03705		
YDL116W	NUP84	YKR082W	NUP133	False	True	False	True	A	0.17114		0.5666
YDL116W	NUP84	YNL258C	DSL1	False	False	False	True	B			0.548
YDL117W	CYK3	YMR032W	HOF1	False	False	True	False	D			0.2811
YDL120W	YFH1	YDR100W	TVP15	False	False	True	False	D			
YDL120W	YFH1	YMR071C	TVP18	False	False	True	False	D			0.1957
YDL120W	YFH1	YNL204C	SPS18	False	False	False	True	D			
YDL125C	HNT1	YDL125C	HNT1	False	False	False	True	D			
YDL125C	HNT1	YHL018W		False	False	True	False	D	-0.05494		
YDL125C	HNT1	YHR106W	TRR2	False	False	False	True	D	-0.01134	0.13629390377186312	
YDL126C	CDC48	YDL190C	UFD2	False	False	True	False	C	0.28514		
YDL126C	CDC48	YFL044C	OTU1	False	False	True	False	C	0.05252		0.4652
YDL126C	CDC48	YGL108C		False	False	True	False	C	-0.07806		
YDL126C	CDC48	YMR067C	UBX4	False	False	True	False	C	0.55625		0.346
YDL126C	CDC48	YNL155W	CUZ1	False	False	True	False	C	0.14652		0.3156
YDL127W	PCL2	YDR146C	SWI5	True	False	False	False	C	0.00296	0.13577703564941354	0.152
YDL127W	PCL2	YMR068W	AVO2	False	False	False	True	B	0.01889	-0.09712108021303913	0.0923
YDL130W	RPP1B	YKL002W	DID4	False	True	False	False	B	0.06258	-0.05349505048979111	0.0017
YDL130W	RPP1B	YLR287C		False	True	False	False	C	0.01796	-0.03320797969294034	0.1136
YDL130W	RPP1B	YLR340W	RPP0	False	True	False	False	A	0.0067		0.8618
YDL130W-A	STF1	YGR048W	UFD1	False	False	False	True	B	-0.01644		
YDL130W-A	STF1	YML064C	TEM1	False	False	False	True	C	0.01977		
YDL132W	CDC53	YDR328C	SKP1	False	False	False	True	A			0.3304
YDL132W	CDC53	YLR224W	UCC1	False	False	False	True	B	0.05122		
YDL132W	CDC53	YLR267W	BOP2	False	False	True	False	C	-0.03479		
YDL132W	CDC53	YOL133W	HRT1	False	False	True	False	A			0.3456
YDL133C-A	RPL41B	YKR048C	NAP1	False	False	True	False	B	-0.02263	-0.0896932038671417	
YDL134C	PPH21	YGR161C	RTS3	False	False	False	True	B	-0.0058	-0.10086905230139526	
YDL134C	PPH21	YHR114W	BZZ1	False	True	False	False	C	0.02644	-0.055698266441959604	0.2936
YDL134C	PPH21	YJR128W		False	False	False	True	C	-0.01529	0.03630485097149102	
YDL134C	PPH21	YKL156W	RPS27A	False	False	False	True	B	-0.00409	0.2288247404788143	0.1589
YDL134C	PPH21	YKL192C	ACP1	False	False	False	True	C			0.2955
YDL134C	PPH21	YMR028W	TAP42	False	False	True	True	A	0.14272		0.5257
YDL134C	PPH21	YPR040W	TIP41	False	True	False	False	C	0.08448	-0.06075102214830477	0.5463
YDL135C	RDI1	YLR229C	CDC42	True	False	False	False	A	0.06325		0.444
YDL139C	SCM3	YGL153W	PEX14	False	True	False	False	C	-0.07516		0.4624
YDL139C	SCM3	YLR288C	MEC3	False	False	False	True	C	0.02212		0.4594
YDL144C		YDL144C		False	False	True	False	D			
YDL144C		YDR088C	SLU7	True	False	False	False	D	0.00779		0.0432
YDL144C		YLR291C	GCD7	False	False	True	False	C	0.00523		0.1924
YDL146W	LDB17	YKL070W		True	False	False	False	D	-0.03343	-0.10699430449382644	0.1309
YDL147W	RPN5	YDR179C	CSN9	False	False	False	True	B	0.0523		0.3095
YDL147W	RPN5	YDR427W	RPN9	False	False	False	True	A			0.8004
YDL147W	RPN5	YJR091C	JSN1	False	True	False	False	C	-0.01113		0.4328
YDL147W	RPN5	YMR025W	CSI1	False	False	False	True	B	-0.02029		
YDL149W	ATG9	YLR065C	ENV10	True	False	False	False	D	0.05307	0.11769723952220787	-0.3405
YDL150W	RPC53	YKR025W	RPC37	True	False	False	False	A	0.02353		0.6974
YDL153C	SAS10	YNL280C	ERG24	False	True	False	False	D	0.06455		0.0949
YDL154W	MSH5	YFL003C	MSH4	False	True	False	False	D	-0.04092	0.0716913589199028	0.3205
YDL154W	MSH5	YGL025C	PGD1	True	False	False	False	C			0.2471
YDL154W	MSH5	YGL170C	SPO74	True	False	False	False	D	-0.03644	0.3195841566270585	
YDL154W	MSH5	YGR013W	SNU71	False	False	False	True	C	-0.03681		0.3166
YDL154W	MSH5	YIL144W	NDC80	True	False	False	False	C			0.3764
YDL154W	MSH5	YMR224C	MRE11	True	False	False	False	C	-0.01816		0.3976
YDL155W	CLB3	YPL124W	SPC29	False	True	False	False	B			
YDL157C		YNL100W	MIC27	False	False	False	True	D	0.02351	-0.018696025022967792	0.083
YDL159W	STE7	YPL243W	SRP68	False	False	False	True	B			0.1254
YDL160C	DHH1	YEL015W	EDC3	True	True	False	False	B			-0.1261
YDL160C	DHH1	YGR178C	PBP1	False	True	False	False	C			0.2665
YDL160C	DHH1	YOL149W	DCP1	True	False	False	False	B			0.0855
YDL160C-A	MHF2	YDL242W		False	False	False	True	D			
YDL160C-A	MHF2	YIR024C	INA22	False	False	False	True	D			
YDL160C-A	MHF2	YOL086W-A	MHF1	False	False	False	True	D	-0.01691		
YDL161W	ENT1	YOR111W		False	True	False	False	D	-0.00327	0.06604421517416449	0.232
YDL161W	ENT1	YOR181W	LAS17	False	False	False	True	C	-0.00489		0.4719
YDL164C	CDC9	YDR100W	TVP15	False	False	True	False	D	-0.04936		
YDL164C	CDC9	YGL053W	PRM8	False	False	True	False	D	-0.00144		
YDL164C	CDC9	YNL044W	YIP3	False	False	True	False	D	-0.0499		0.221
YDL165W	CDC36	YGR014W	MSB2	True	False	False	False	B	0.04438		-0.0211
YDL165W	CDC36	YKL002W	DID4	False	True	False	False	B	-0.02637		0.3311
YDL166C	FAP7	YER047C	SAP1	False	False	True	False	D			0.1249
YDL166C	FAP7	YNL329C	PEX6	False	False	True	False	D			0.0783
YDL166C	FAP7	YPL268W	PLC1	False	False	False	True	D			0.2558
YDL168W	SFA1	YER081W	SER3	False	True	False	False	D	0.0397	-0.012514984662073061	0.142
YDL175C	AIR2	YLR291C	GCD7	False	False	False	True	B	0.03449		0.09
YDL175C	AIR2	YML064C	TEM1	False	False	False	True	C	-0.01027		0.388
YDL175C	AIR2	YPR120C	CLB5	False	False	False	True	C	0.00798	-0.00931678229056174	0.328
YDL179W	PCL9	YPL031C	PHO85	False	False	False	True	B	0.00432		0.0007
YDL181W	INH1	YML064C	TEM1	False	False	False	True	C	0.03031		
YDL183C		YML130C	ERO1	False	False	False	True	C	0.04241		0.139
YDL184C	RPL41A	YKR048C	NAP1	False	False	True	False	B	-0.01078	-0.053833884810415386	
YDL188C	PPH22	YJR128W		False	False	False	True	C	0.08628	-0.20505366573631176	
YDL188C	PPH22	YKL012W	PRP40	False	False	False	True	B	0.00365		0.0264
YDL188C	PPH22	YLR392C	ART10	False	False	False	True	C	-0.00867	-0.0784064007951913	0.1139
YDL188C	PPH22	YMR028W	TAP42	False	False	True	True	B	0.07861		0.173
YDL188C	PPH22	YPL152W	RRD2	False	False	False	True	A	0.02419	0.31969867688595804	0.2972
YDL188C	PPH22	YPR040W	TIP41	False	True	False	False	C	0.03255	0.004881758663299575	0.1502
YDL189W	RBS1	YDR480W	DIG2	False	False	True	False	B	-0.01295	-0.15508889791176422	
YDL189W	RBS1	YIL122W	POG1	False	False	True	False	C	-0.02102		
YDL189W	RBS1	YLR186W	EMG1	False	False	True	False	B	-0.07148		0.3796
YDL189W	RBS1	YPL049C	DIG1	False	False	True	False	B	0.09228	0.2917600601771824	
YDL190C	UFD2	YFL044C	OTU1	False	False	True	False	D	0.00201	0.0077461542948456495	
YDL190C	UFD2	YMR276W	DSK2	False	False	True	False	D	0.08276	0.22822675172457843	
YDL195W	SEC31	YIL109C	SEC24	False	False	True	False	A	0.18193		
YDL195W	SEC31	YLR208W	SEC13	False	True	True	False	A	0.11732		
YDL200C	MGT1	YLR048W	RPS0B	False	False	False	True	C	0.01061		
YDL203C	ACK1	YGR058W	PEF1	True	True	False	False	C	0.02982	-0.0010862789898647154	
YDL203C	ACK1	YOR372C	NDD1	True	False	False	False	C			0.325
YDL203C	ACK1	YPL124W	SPC29	False	True	False	False	B	-0.07645		
YDL204W	RTN2	YER118C	SHO1	False	True	False	False	C	0.00268	0.141742988001405	
YDL207W	GLE1	YDR192C	NUP42	False	False	True	False	A	0.14223		
YDL208W	NHP2	YDR510W	SMT3	False	False	True	False	C	-0.01768		
YDL208W	NHP2	YHR072W-A	NOP10	False	False	True	False	A	0.01205		
YDL208W	NHP2	YLR175W	CBF5	False	False	True	True	A	-0.06292		
YDL208W	NHP2	YNL124W	NAF1	False	True	True	False	C	0.02537		
YDL209C	CWC2	YLL036C	PRP19	False	False	True	False	A	0.07143		0.4713
YDL210W	UGA4	YGL230C		True	False	False	False	D	0.01372	0.07324843279881528	
YDL212W	SHR3	YDR508C	GNP1	True	False	False	False	D			0.2003
YDL212W	SHR3	YPL094C	SEC62	False	False	True	False	C			0.5375
YDL214C	PRR2	YER094C	PUP3	False	False	False	True	C	-0.04202		
YDL214C	PRR2	YGL115W	SNF4	False	False	False	True	C	-0.01765	0.07892699939905364	
YDL215C	GDH2	YLR432W	IMD3	True	False	False	False	D	0.02449	0.13496593257818126	-0.0666
YDL215C	GDH2	YPR048W	TAH18	True	False	False	False	D	0.03257		-0.0801
YDL216C	RRI1	YMR025W	CSI1	True	False	False	False	A	0.06984	0.05774480628656904	
YDL217C	TIM22	YHR114W	BZZ1	False	True	False	False	C	-0.02009		0.2619
YDL218W		YGL044C	RNA15	False	True	False	False	C	0.01552		
YDL220C	CDC13	YDR082W	STN1	False	False	True	False	A	0.15838		
YDL224C	WHI4	YER059W	PCL6	False	True	False	False	C	-0.0079	0.0532556396429751	0.1787
YDL226C	GCS1	YDL242W		False	False	False	True	D	0.01287	-0.008193280999417855	
YDL226C	GCS1	YDR281C	PHM6	False	False	False	True	D	-0.01016	0.06196663731440098	
YDL226C	GCS1	YER038W-A	FMP49	False	False	False	True	D		-0.02996639323647225	
YDL226C	GCS1	YER044C	ERG28	False	False	False	True	D			0.0774
YDL226C	GCS1	YER118C	SHO1	False	True	False	False	C	0.00671	0.0821239273960803	0.4545
YDL226C	GCS1	YGL161C	YIP5	False	False	False	True	D	-0.00309	0.05567573703887261	
YDL226C	GCS1	YGL198W	YIP4	False	True	False	False	D	-0.01364	0.25177215881299875	0.3027
YDL226C	GCS1	YGL209W	MIG2	False	False	False	True	D	-0.00291	-0.04811796513116091	0.1637
YDL226C	GCS1	YGR172C	YIP1	False	True	False	False	D	0.00375		0.2837
YDL226C	GCS1	YGR235C	MIC26	False	False	False	True	D	0.03417	-0.18765503417473925	0.1134
YDL226C	GCS1	YHL043W	ECM34	False	False	False	True	D	0.04059	-0.13991055211100864	
YDL226C	GCS1	YJL151C	SNA3	False	True	False	False	D	0.01703	0.1345157226355758	
YDL226C	GCS1	YKR088C	TVP38	False	True	False	False	D	0.01503	0.18454832785225558	0.3259
YDL226C	GCS1	YML030W	RCF1	False	False	False	True	D	-0.01277	-0.014640085075550237	0.1053
YDL226C	GCS1	YNL100W	MIC27	False	False	False	True	D	0.02127	-0.008355487793753731	0.0227
YDL226C	GCS1	YNR061C		False	False	False	True	D	-0.00906	0.13442128455063654	
YDL226C	GCS1	YOL129W	VPS68	False	True	False	False	D	0.00347	0.10424071798687892	0.0619
YDL226C	GCS1	YOR223W	DSC3	False	False	False	True	D	0.01731	0.06203275171742078	0.0398
YDL226C	GCS1	YOR327C	SNC2	False	True	False	False	D	0.02847	0.09077983463775488	-0.072
YDL226C	GCS1	YPL199C		False	False	False	True	D	-0.02904	-0.029260563920598098	0.2917
YDL226C	GCS1	YPL222W	FMP40	False	False	False	True	D	0.00382	0.06550321523205561	-0.1704
YDL226C	GCS1	YPR113W	PIS1	False	True	False	True	D			0.2683
YDL226C	GCS1	YPR183W	DPM1	False	True	False	False	D	-0.03248		0.4469
YDL230W	PTP1	YKL013C	ARC19	False	False	False	True	C			0.2241
YDL232W	OST4	YER083C	GET2	False	False	False	True	B	0.01423		
YDL233W	MFG1	YDR388W	RVS167	False	False	False	True	D	-0.01252		0.3802
YDL233W	MFG1	YGR142W	BTN2	False	False	False	True	D	0.0246	0.20667112758920828	0.317
YDL235C	YPD1	YLR006C	SSK1	False	False	True	False	C			0.1959
YDL236W	PHO13	YDL236W	PHO13	False	False	True	False	D			
YDL236W	PHO13	YNL189W	SRP1	True	False	False	False	C	-0.01505		0.3726
YDL237W	AIM6	YPR148C		False	True	False	False	D	0.03732	0.11642763168220349	
YDL239C	ADY3	YDR148C	KGD2	False	True	False	False	C	-0.01406	0.2877977484252619	
YDL239C	ADY3	YDR176W	NGG1	False	True	False	False	C	0.00196		
YDL239C	ADY3	YDR273W	DON1	False	True	False	False	D	-0.01231	0.4358338486314354	
YDL239C	ADY3	YDR520C	URC2	False	False	True	False	D	-0.03139	0.03532700102442941	
YDL239C	ADY3	YGL153W	PEX14	False	False	True	False	C	-0.06168	0.004814740336382325	
YDL239C	ADY3	YGR268C	HUA1	False	True	False	False	D	-0.05127	0.2173407992323333	
YDL239C	ADY3	YHR184W	SSP1	True	True	False	False	D	0.01589	0.17383197685534507	
