"orf_name_a" "gene_name_a" "orf_name_b" "gene_name_b" "Zone" "GI_PCC" "CS_PCC" "GE_PCC"
"3396" "YJR011C" "" "YNR069C" "BSC5" "D" 0.0115 0.101299438427181 NA
"3410" "YJR021C" "REC107" "YNL189W" "SRP1" "C" 0.01333 NA NA
"3428" "YJR055W" "HIT1" "YPL193W" "RSA1" "D" NA NA 0.4432
"3429" "YJR056C" "" "YJR056C" "" "D" NA NA NA
"3430" "YJR056C" "" "YNL189W" "SRP1" "C" -0.02741 NA NA
"3448" "YJR083C" "ACF4" "YLR295C" "ATP14" "C" -0.09841 NA NA
"3450" "YJR086W" "STE18" "YOR212W" "STE4" "A" NA NA 0.5116
"3451" "YJR091C" "JSN1" "YKL002W" "DID4" "C" -0.0514 -0.0728706091880098 0.1268
"3452" "YJR091C" "JSN1" "YKL113C" "RAD27" "D" -0.00068 NA 0.0464
"3454" "YJR091C" "JSN1" "YLR059C" "REX2" "D" 0.05084 -0.0830460391746171 0.0317
"3455" "YJR091C" "JSN1" "YLR156W" "" "D" -0.02797 NA NA
"3457" "YJR091C" "JSN1" "YLR420W" "URA4" "D" 0.01875 0.186095182755352 0.0238
"3458" "YJR091C" "JSN1" "YML015C" "TAF11" "C" -0.02033 NA 0.0172
"3459" "YJR091C" "JSN1" "YMR067C" "UBX4" "D" -0.01518 0.0780615588051284 0.3231
"3460" "YJR091C" "JSN1" "YNR048W" "" "D" -0.00046 0.137329088350743 0.2385
"3461" "YJR091C" "JSN1" "YOR014W" "RTS1" "C" -0.02393 NA 0.5451
"3462" "YJR091C" "JSN1" "YOR265W" "RBL2" "D" 0.03694 0.259913114612243 -0.1871
"3463" "YJR091C" "JSN1" "YOR317W" "FAA1" "C" 0.04685 0.115447173266087 0.2901
"3464" "YJR091C" "JSN1" "YPL159C" "PET20" "D" 0.009 -0.0266183475651752 0.3698
"3465" "YJR093C" "FIP1" "YNL092W" "" "C" 0.02231 NA 0.1914
"3466" "YJR093C" "FIP1" "YPR107C" "YTH1" "A" 0.06586 NA 0.3376
"3467" "YJR094C" "IME1" "YMR139W" "RIM11" "D" 0.09742 -0.188860883342777 NA
"3468" "YJR097W" "JJJ3" "YNL092W" "" "C" -0.0293 -0.158074935474001 -0.3224
"3470" "YJR102C" "VPS25" "YLR417W" "VPS36" "A" 0.63663 0.876198842994336 0.3575
"3471" "YJR102C" "VPS25" "YML101C" "CUE4" "C" -0.02316 0.00813033026675927 NA
"3472" "YJR102C" "VPS25" "YMR077C" "VPS20" "B" 0.61788 0.876932322030507 0.379
"3473" "YJR102C" "VPS25" "YPL002C" "SNF8" "A" 0.26588 0.912106140335338 0.3364
"3475" "YJR103W" "URA8" "YJR103W" "URA8" "D" NA NA NA
"3479" "YJR125C" "ENT3" "YOR111W" "" "C" 0.02393 -0.247771140022418 0.2615
"3485" "YJR134C" "SGM1" "YMR047C" "NUP116" "C" -0.01123 NA 0.546
"3487" "YJR135C" "MCM22" "YPR046W" "MCM16" "A" 0.55073 0.391615588516025 NA
"3490" "YJR141W" "IPA1" "YLR447C" "VMA6" "C" NA NA 0.133
"3494" "YKL001C" "MET14" "YNL311C" "SKP2" "C" -0.00598 0.344115254012517 0.1177
"3495" "YKL002W" "DID4" "YLR423C" "ATG17" "B" 0.0648 NA 0.4299
"3497" "YKL002W" "DID4" "YOR047C" "STD1" "C" 0.03864 0.00173510034577642 0.0321
"3498" "YKL008C" "LAC1" "YMR298W" "LIP1" "D" -0.02077 NA 0.1891
"3511" "YKL023W" "" "YKR092C" "SRP40" "C" 0.03674 0.178865147478677 NA
"3517" "YKL035W" "UGP1" "YKL035W" "UGP1" "D" NA NA NA
"3518" "YKL035W" "UGP1" "YML064C" "TEM1" "D" 0.0635 NA 0.0591
"3519" "YKL038W" "RGT1" "YOR047C" "STD1" "D" 0.01837 -0.0601181812272002 0.1174
"3520" "YKL044W" "MMO1" "YLR288C" "MEC3" "C" NA -0.0192929044219212 NA
"3522" "YKL050C" "" "YLR423C" "ATG17" "C" 0.01136 NA NA
"3523" "YKL052C" "ASK1" "YKR083C" "DAD2" "A" 0.37072 NA NA
"3529" "YKL061W" "BLI1" "YNL086W" "SNN1" "A" 0.08 0.352771015272193 NA
"3532" "YKL067W" "YNK1" "YKL067W" "YNK1" "D" NA NA NA
"3533" "YKL067W" "YNK1" "YLR347C" "KAP95" "C" -0.0196 NA 0.0018
"3534" "YKL067W" "YNK1" "YML064C" "TEM1" "D" -0.03319 NA -0.1529
"3535" "YKL067W" "YNK1" "YNL189W" "SRP1" "C" -0.01781 NA 0.2756
"3536" "YKL068W" "NUP100" "YMR047C" "NUP116" "A" 0.02122 NA NA
"3550" "YKL103C" "APE1" "YKL103C" "APE1" "D" NA NA NA
"3553" "YKL103C" "APE1" "YML064C" "TEM1" "D" 0.04512 NA -0.0266
"3556" "YKL103C" "APE1" "YNL189W" "SRP1" "C" -0.02713 NA 0.1378
"3557" "YKL103C" "APE1" "YOL082W" "ATG19" "D" -0.02619 -0.0116915199582558 0.5825
"3561" "YKL107W" "" "YLR288C" "MEC3" "C" 0.00705 -0.212091172313555 0.2849
"3567" "YKL130C" "SHE2" "YKL130C" "SHE2" "A" NA NA NA
"3570" "YKL130C" "SHE2" "YNL189W" "SRP1" "B" NA NA 0.4193
"3576" "YKL135C" "APL2" "YPL259C" "APM1" "A" 0.19611 0.703186560168464 0.4616
"3577" "YKL135C" "APL2" "YPR029C" "APL4" "A" 0.10994 0.617088875854578 0.4458
"3590" "YKL143W" "LTV1" "YMR047C" "NUP116" "B" NA NA 0.1754
"3591" "YKL143W" "LTV1" "YNL178W" "RPS3" "A" NA NA 0.2995
"3602" "YKL186C" "MTR2" "YPL138C" "SPP1" "B" NA NA 0.3392
"3609" "YKL197C" "PEX1" "YNL329C" "PEX6" "D" 0.1896 0.597842339131609 0.438
"3625" "YKR022C" "NTR2" "YLR424W" "SPP382" "A" NA NA NA
"3628" "YKR022C" "NTR2" "YNL258C" "DSL1" "B" NA NA NA
"3630" "YKR026C" "GCN3" "YKR026C" "GCN3" "A" NA NA NA
"3631" "YKR026C" "GCN3" "YLR291C" "GCD7" "A" 0.10093 NA 0.5442
"3648" "YKR037C" "SPC34" "YLR423C" "ATG17" "B" NA NA 0.3538
"3653" "YKR048C" "NAP1" "YNL078W" "NIS1" "C" -0.00114 0.0283589945460171 0.0962
"3670" "YKR083C" "DAD2" "YLR423C" "ATG17" "B" 0.04522 NA 0.4141
"3675" "YKR099W" "BAS1" "YLR058C" "SHM2" "D" 0.07607 0.368374087702285 0.1767
"3699" "YLL049W" "LDB18" "YLR423C" "ATG17" "C" 0.06707 NA NA
"3700" "YLL049W" "LDB18" "YMR294W" "JNM1" "C" 0.64051 0.356474116332271 NA
"3702" "YLL049W" "LDB18" "YNR069C" "BSC5" "D" 0.00115 -0.0531562894003599 NA
"3710" "YLR014C" "PPR1" "YLR014C" "PPR1" "D" NA NA NA
"3714" "YLR019W" "PSR2" "YOR043W" "WHI2" "A" 0.06134 0.320146043068851 0.5301
"3716" "YLR025W" "SNF7" "YLR025W" "SNF7" "A" NA NA NA
"3717" "YLR025W" "SNF7" "YMR154C" "RIM13" "B" 0.25386 0.526639955344446 0.2461
"3718" "YLR025W" "SNF7" "YOR275C" "RIM20" "B" 0.28783 0.551750497742834 0.5325
"3719" "YLR025W" "SNF7" "YPR173C" "VPS4" "B" 0.21213 0.743666142142767 0.4345
"3723" "YLR031W" "" "YMR124W" "EPO1" "D" 0.00326 0.288192846657692 NA
"3741" "YLR070C" "XYL2" "YLR070C" "XYL2" "D" NA NA NA
"3744" "YLR082C" "SRL2" "YLR082C" "SRL2" "D" NA NA NA
"3757" "YLR108C" "" "YLR108C" "" "D" NA NA NA
"3770" "YLR125W" "" "YLR288C" "MEC3" "C" 0.0421 0.0794305962771273 NA
"3771" "YLR125W" "" "YMR030W" "RSF1" "D" -0.00473 0.447360607623548 NA
"3775" "YLR135W" "SLX4" "YPL022W" "RAD1" "C" 0.01066 0.615873368112998 0.4499
"3781" "YLR170C" "APS1" "YPR029C" "APL4" "A" 0.32096 0.698366542310397 0.3944
"3782" "YLR175W" "CBF5" "YNL124W" "NAF1" "C" 0.25628 NA 0.3214
"3785" "YLR182W" "SWI6" "YOL131W" "" "D" -0.00474 NA NA
"3801" "YLR209C" "PNP1" "YNL189W" "SRP1" "C" 0.03221 NA 0.3359
"3802" "YLR211C" "ATG38" "YLR446W" "" "D" 0.05986 -0.0299611171890891 0.357
"3808" "YLR222C" "UTP13" "YNR041C" "COQ2" "C" 0.00724 NA 0.0439
"3810" "YLR223C" "IFH1" "YOR247W" "SRL1" "C" NA NA -0.1048
"3822" "YLR245C" "CDD1" "YLR245C" "CDD1" "D" NA NA NA
"3823" "YLR245C" "CDD1" "YLR291C" "GCD7" "C" 0.04665 NA -0.0275
"3824" "YLR245C" "CDD1" "YNL189W" "SRP1" "C" -0.02945 NA -0.0036
"3827" "YLR245C" "CDD1" "YPL070W" "MUK1" "C" 0.00347 NA 0.1928
"3829" "YLR254C" "NDL1" "YOR269W" "PAC1" "D" 0.12901 0.178650462030484 NA
"3831" "YLR258W" "GSY2" "YLR258W" "GSY2" "D" NA NA NA
"3849" "YLR275W" "SMD2" "YPR182W" "SMX3" "A" 0.57414 NA 0.3917
"3853" "YLR288C" "MEC3" "YMR159C" "ATG16" "B" 0.04944 0.235723206613692 NA
"3895" "YLR291C" "GCD7" "YOR284W" "HUA2" "C" 0.02933 NA NA
"3902" "YLR291C" "GCD7" "YPL070W" "MUK1" "B" 0.00352 NA -0.064
"3904" "YLR291C" "GCD7" "YPL124W" "SPC29" "B" -0.10556 NA NA
"3922" "YLR321C" "SFH1" "YLR345W" "" "C" 0.02107 NA -0.0869
"3925" "YLR324W" "PEX30" "YLR324W" "PEX30" "D" NA NA NA
"3926" "YLR324W" "PEX30" "YMR153W" "NUP53" "C" 0.02177 0.0439877379958314 NA
"3927" "YLR324W" "PEX30" "YPR028W" "YOP1" "D" 0.03219 0.0478133238694521 0.309
"3928" "YLR328W" "NMA1" "YLR328W" "NMA1" "D" NA NA NA
"3930" "YLR328W" "NMA1" "YML064C" "TEM1" "D" -0.02366 NA 0.2089
"3931" "YLR328W" "NMA1" "YNL189W" "SRP1" "C" 0.00816 NA 0.1796
"3938" "YLR347C" "KAP95" "YLR377C" "FBP1" "C" 0.09498 NA -0.0931
"3941" "YLR347C" "KAP95" "YPL124W" "SPC29" "B" NA NA NA
"3963" "YLR377C" "FBP1" "YLR377C" "FBP1" "D" NA NA NA
"3964" "YLR377C" "FBP1" "YML064C" "TEM1" "D" 0.01941 NA -0.0983
"3965" "YLR377C" "FBP1" "YNL189W" "SRP1" "C" NA NA -0.0248
"3970" "YLR386W" "VAC14" "YLR386W" "VAC14" "D" NA NA NA
"3971" "YLR386W" "VAC14" "YML092C" "PRE8" "C" -0.01665 NA 0.2183
"3972" "YLR386W" "VAC14" "YNL041C" "COG6" "C" -0.09829 0.187857655890174 0.4506
"3980" "YLR417W" "VPS36" "YMR077C" "VPS20" "B" 0.64336 0.893157125913277 0.411
"3981" "YLR417W" "VPS36" "YPL002C" "SNF8" "A" 0.31927 0.91159908003426 0.3615
"3982" "YLR423C" "ATG17" "YLR423C" "ATG17" "A" NA NA NA
"3988" "YLR423C" "ATG17" "YML064C" "TEM1" "C" 0.02565 NA 0.1337
"3990" "YLR423C" "ATG17" "YMR124W" "EPO1" "C" 0.03244 NA 0.3946
"3992" "YLR423C" "ATG17" "YNL182C" "IPI3" "B" 0.05706 NA -0.0495
"3996" "YLR423C" "ATG17" "YOR158W" "PET123" "B" NA NA 0.3473
"3999" "YLR423C" "ATG17" "YPL077C" "" "C" 0.00639 NA NA
"4000" "YLR423C" "ATG17" "YPL159C" "PET20" "C" 0.00414 NA 0.2564
"4004" "YLR424W" "SPP382" "YOR158W" "PET123" "B" NA NA 0.2767
"4017" "YLR440C" "SEC39" "YNL258C" "DSL1" "A" NA NA 0.4974
"4019" "YLR447C" "VMA6" "YOR028C" "CIN5" "C" 0.02252 NA NA
"4020" "YLR447C" "VMA6" "YOR047C" "STD1" "C" 0.02694 NA 0.1011
"4021" "YLR447C" "VMA6" "YOR332W" "VMA4" "A" 0.35886 NA 0.6625
"4022" "YLR453C" "RIF2" "YNL216W" "RAP1" "A" 0.05366 NA NA
"4023" "YML007W" "YAP1" "YMR047C" "NUP116" "C" -0.0402 NA 0.4538
"4025" "YML008C" "ERG6" "YOR097C" "" "D" -0.03441 NA NA
"4028" "YML015C" "TAF11" "YML098W" "TAF13" "A" 0.33765 NA 0.2685
"4029" "YML015C" "TAF11" "YMR077C" "VPS20" "B" 0.00706 NA 0.4227
"4040" "YML031W" "NDC1" "YMR153W" "NUP53" "A" NA NA NA
"4045" "YML037C" "" "YNL092W" "" "D" 0.02901 -0.169084158565886 NA
"4046" "YML042W" "CAT2" "YML042W" "CAT2" "D" NA NA NA
"4047" "YML042W" "CAT2" "YNL189W" "SRP1" "C" 0.04294 NA 0.0724
"4072" "YML057W" "CMP2" "YNL047C" "SLM2" "B" 0.02748 0.0771853107508019 NA
"4079" "YML064C" "TEM1" "YNL044W" "YIP3" "D" -0.00435 NA 0.091
"4085" "YML064C" "TEM1" "YOR020C" "HSP10" "D" 0.07079 NA -0.0968
"4087" "YML064C" "TEM1" "YOR284W" "HUA2" "D" -0.01361 NA NA
"4090" "YML064C" "TEM1" "YPL111W" "CAR1" "D" 0.02168 NA 0.1388
"4114" "YML125C" "PGA3" "YMR153W" "NUP53" "C" 0.02319 NA NA
"4129" "YMR032W" "HOF1" "YNL152W" "INN1" "D" NA NA 0.2369
"4133" "YMR047C" "NUP116" "YNL078W" "NIS1" "C" 0.00672 NA 0.1236
"4134" "YMR047C" "NUP116" "YOL149W" "DCP1" "B" 0.05135 NA 0.2499
"4135" "YMR047C" "NUP116" "YOR112W" "CEX1" "A" 0.04943 NA 0.4497
"4136" "YMR047C" "NUP116" "YOR289W" "" "C" 0.08686 NA -0.0087
"4137" "YMR048W" "CSM3" "YNL273W" "TOF1" "A" 0.66833 0.67289001962635 0.533
"4145" "YMR068W" "AVO2" "YNL047C" "SLM2" "A" 0.01737 0.456643280550819 NA
"4159" "YMR095C" "SNO1" "YMR096W" "SNZ1" "D" 0.16636 -0.122837285461605 0.9021
"4160" "YMR095C" "SNO1" "YNL333W" "SNZ2" "D" -0.01787 0.454748681282639 NA
"4165" "YMR096W" "SNZ1" "YNL333W" "SNZ2" "D" 0.13488 -0.0259612330087684 NA
"4172" "YMR125W" "STO1" "YPL178W" "CBC2" "A" NA NA 0.6422
"4175" "YMR139W" "RIM11" "YNL078W" "NIS1" "D" 0.03366 -0.0637612450924141 0.1124
"4177" "YMR146C" "TIF34" "YPL105C" "SYH1" "C" -0.01853 NA 0.4992
"4179" "YMR153W" "NUP53" "YMR153W" "NUP53" "A" NA NA NA
"4189" "YMR159C" "ATG16" "YMR159C" "ATG16" "A" NA NA NA
"4190" "YMR159C" "ATG16" "YPL149W" "ATG5" "A" 0.20201 0.105690267208844 NA
"4197" "YMR193W" "MRPL24" "YPR086W" "SUA7" "C" 0.15501 NA 0.1869
"4209" "YMR233W" "TRI1" "YOL006C" "TOP1" "D" 0.03776 -0.0630484855646524 0.2194
"4210" "YMR236W" "TAF9" "YOR128C" "ADE2" "C" 0.02546 NA 0.405
"4211" "YMR239C" "RNT1" "YNL189W" "SRP1" "B" -0.02756 NA 0.3031
"4225" "YMR280C" "CAT8" "YOR047C" "STD1" "D" 0.02752 0.0397674491525253 -0.2919
"4228" "YMR294W" "JNM1" "YOL069W" "NUF2" "B" 0.08344 NA 0.4908
"4229" "YMR294W" "JNM1" "YPL174C" "NIP100" "A" 0.57649 0.202221400304796 0.679
"4230" "YMR294W" "JNM1" "YPR083W" "MDM36" "C" -0.01853 0.314802418070634 0.4235
"4256" "YNL032W" "SIW14" "YNL056W" "OCA2" "A" 0.31337 0.853458827347818 0.3402
"4258" "YNL032W" "SIW14" "YNL099C" "OCA1" "A" 0.18598 0.758950224647654 0.0961
"4260" "YNL037C" "IDH1" "YOR136W" "IDH2" "D" 0.4017 NA 0.8826
"4264" "YNL042W" "BOP3" "YOR014W" "RTS1" "C" 0.0053 NA 0.113
"4265" "YNL044W" "YIP3" "YNL044W" "YIP3" "D" NA NA NA
"4266" "YNL044W" "YIP3" "YNL189W" "SRP1" "C" -0.03504 NA 0.1641
"4267" "YNL044W" "YIP3" "YNL263C" "YIF1" "D" NA NA 0.2951
"4273" "YNL049C" "SFB2" "YPR181C" "SEC23" "A" 0.12191 NA 0.4904
"4278" "YNL056W" "OCA2" "YNL099C" "OCA1" "A" 0.17086 0.740360114030467 0.3145
"4287" "YNL086W" "SNN1" "YOL069W" "NUF2" "B" -0.01451 NA NA
"4299" "YNL092W" "" "YOR329C" "SCD5" "D" NA NA 0.4384
"4342" "YNL159C" "ASI2" "YNL159C" "ASI2" "D" NA NA NA
"4343" "YNL189W" "SRP1" "YNL331C" "AAD14" "C" 0.01549 NA 0.0275
"4345" "YNL189W" "SRP1" "YOL082W" "ATG19" "C" 0.01563 NA 0.0858
"4348" "YNL189W" "SRP1" "YOR020C" "HSP10" "C" 0.00845 NA 0.1652
"4351" "YNL189W" "SRP1" "YOR155C" "ISN1" "C" -0.00738 NA 0.1757
"4354" "YNL189W" "SRP1" "YOR284W" "HUA2" "C" NA NA NA
"4359" "YNL189W" "SRP1" "YPL088W" "" "C" -0.04092 NA 0.0677
"4360" "YNL189W" "SRP1" "YPL111W" "CAR1" "C" -0.00889 NA 0.1763
"4367" "YNL189W" "SRP1" "YPR193C" "HPA2" "C" 0.0655 NA -0.013
"4400" "YNL290W" "RFC3" "YOL094C" "RFC4" "A" NA NA 0.653
"4404" "YNL331C" "AAD14" "YNL331C" "AAD14" "D" NA NA NA
"4405" "YNL333W" "SNZ2" "YNL333W" "SNZ2" "D" NA NA NA
"4406" "YNL333W" "SNZ2" "YNL334C" "SNO2" "D" 0.02026 0.162057827350057 NA
"4410" "YNR012W" "URK1" "YNR012W" "URK1" "D" NA NA NA
"4414" "YNR032W" "PPG1" "YPR040W" "TIP41" "D" 0.00956 0.0499041704189155 0.4704
"4424" "YNR068C" "" "YNR069C" "BSC5" "D" NA -0.141527394572474 NA
"4437" "YOL082W" "ATG19" "YPL091W" "GLR1" "D" 0.03368 0.114280105076522 0.2316
"4448" "YOL149W" "DCP1" "YOR167C" "RPS28A" "B" -0.02173 NA 0.3446
"4449" "YOL149W" "DCP1" "YPL204W" "HRR25" "B" 0.02802 NA 0.2712
"4452" "YOR020C" "HSP10" "YOR020C" "HSP10" "D" NA NA NA
"4453" "YOR034C" "AKR2" "YOR171C" "LCB4" "D" 0.0279 NA NA
"4454" "YOR036W" "PEP12" "YPL151C" "PRP46" "C" -0.07078 NA 0.3605
"4457" "YOR047C" "STD1" "YOR302W" "" "D" NA -0.0494353773057516 NA
"4458" "YOR047C" "STD1" "YOR358W" "HAP5" "C" 0.0056 -0.121868178083716 0.0252
"4459" "YOR047C" "STD1" "YPR103W" "PRE2" "C" -0.03269 NA -0.0601
"4466" "YOR111W" "" "YOR111W" "" "D" NA NA NA
"4471" "YOR128C" "ADE2" "YPR088C" "SRP54" "C" -0.01898 NA 0.4307
"4472" "YOR155C" "ISN1" "YOR155C" "ISN1" "D" NA NA NA
"4473" "YOR155C" "ISN1" "YPL070W" "MUK1" "C" 0.05395 0.0729253194924914 0.4703
"4478" "YOR159C" "SME1" "YPR182W" "SMX3" "A" 0.39069 NA 0.3364
"4493" "YOR275C" "RIM20" "YPR173C" "VPS4" "B" 0.06671 0.300447440168843 0.3351
"4495" "YOR284W" "HUA2" "YOR284W" "HUA2" "D" NA NA NA
"4496" "YOR285W" "RDL1" "YPR183W" "DPM1" "D" NA NA -0.027
"4505" "YOR380W" "RDR1" "YOR380W" "RDR1" "D" NA NA NA
"4508" "YPL003W" "ULA1" "YPR066W" "UBA3" "D" 0.06962 -0.00897851622758818 0.3059
"4511" "YPL031C" "PHO85" "YPL219W" "PCL8" "B" 0.01719 NA 0.2207
"4513" "YPL049C" "DIG1" "YPL049C" "DIG1" "A" NA NA NA
"4520" "YPL070W" "MUK1" "YPR193C" "HPA2" "C" 0.04769 0.249547095002208 0.4161
"4523" "YPL088W" "" "YPL088W" "" "D" NA NA NA
"4529" "YPL111W" "CAR1" "YPL111W" "CAR1" "D" NA NA NA
"4547" "YPR071W" "" "YPR071W" "" "D" NA NA NA
"4549" "YPR105C" "COG4" "YPR191W" "QCR2" "B" 0.00539 NA 0.0212
