"orf_name_a" "gene_name_a" "orf_name_b" "gene_name_b" "Zone" "GI_PCC" "CS_PCC" "GE_PCC"
"1683" "YDR446W" "ECM11" "YDR510W" "SMT3" "D" 0.01407 NA NA
"1704" "YDR453C" "TSA2" "YIL039W" "TED1" "D" 0.0051 0.0911837203043064 -0.0774
"1707" "YDR453C" "TSA2" "YNL189W" "SRP1" "C" 0.02265 NA -0.0397
"1708" "YDR460W" "TFB3" "YPR025C" "CCL1" "A" 0.05479 NA 0.5905
"1714" "YDR469W" "SDC1" "YLR015W" "BRE2" "A" 0.54287 0.733173389437355 NA
"1716" "YDR472W" "TRS31" "YKR068C" "BET3" "A" 0.08597 NA 0.3168
"1718" "YDR473C" "PRP3" "YLR423C" "ATG17" "B" -0.03999 NA 0.5752
"1721" "YDR473C" "PRP3" "YPR178W" "PRP4" "A" 0.41125 NA 0.4814
"1727" "YDR477W" "SNF1" "YER027C" "GAL83" "A" NA NA 0.1756
"1745" "YDR479C" "PEX29" "YLR324W" "PEX30" "D" 0.37292 0.688484601850782 0.643
"1777" "YDR487C" "RIB3" "YNL189W" "SRP1" "C" NA NA 0.2457
"1779" "YDR488C" "PAC11" "YPL174C" "NIP100" "B" 0.46678 0.142859076597763 0.1756
"1781" "YDR489W" "SLD5" "YJL072C" "PSF2" "A" 0.43943 NA 0.4356
"1782" "YDR489W" "SLD5" "YML034W" "SRC1" "C" -0.01045 NA 0.0211
"1783" "YDR489W" "SLD5" "YPL077C" "" "C" 0.0282 NA NA
"1785" "YDR490C" "PKH1" "YGR086C" "PIL1" "A" 0.10818 0.0249026349034682 NA
"1794" "YDR502C" "SAM2" "YPL125W" "KAP120" "C" 0.01018 NA 0.195
"1796" "YDR504C" "SPG3" "YJL070C" "" "D" 0.01926 0.235644273022527 NA
"1797" "YDR505C" "PSP1" "YGL122C" "NAB2" "D" NA NA NA
"1798" "YDR510W" "SMT3" "YDR510W" "SMT3" "D" NA NA NA
"1809" "YDR510W" "SMT3" "YKL043W" "PHD1" "D" 0.00251 NA NA
"1811" "YDR510W" "SMT3" "YLR263W" "RED1" "C" 0.02698 NA -0.0441
"1812" "YDR510W" "SMT3" "YLR295C" "ATP14" "C" 0.00133 NA NA
"1824" "YDR510W" "SMT3" "YNL189W" "SRP1" "C" 0.07554 NA 0.3824
"1837" "YDR520C" "URC2" "YKR034W" "DAL80" "D" 0.01623 0.401647774854978 0.22
"1841" "YDR527W" "RBA50" "YOR210W" "RPB10" "C" 0.26915 NA NA
"1842" "YDR529C" "QCR7" "YHR114W" "BZZ1" "C" -0.01923 NA 0.2417
"1847" "YDR533C" "HSP31" "YNL189W" "SRP1" "C" 0.01569 NA 0.0518
"1848" "YDR541C" "" "YLR025W" "SNF7" "C" NA -0.136235147520499 NA
"1849" "YEL005C" "VAB2" "YGL079W" "KXD1" "A" NA 0.36160254875076 NA
"1850" "YEL005C" "VAB2" "YNL086W" "SNN1" "A" NA 0.394511087992734 NA
"1856" "YEL013W" "VAC8" "YJR091C" "JSN1" "D" 0.01676 0.0209327509156507 0.4247
"1859" "YEL015W" "EDC3" "YEL015W" "EDC3" "A" NA NA NA
"1862" "YEL015W" "EDC3" "YLR264W" "RPS28B" "B" 0.00749 NA 0.1482
"1864" "YEL015W" "EDC3" "YOL149W" "DCP1" "A" 0.1083 NA 0.1708
"1865" "YEL015W" "EDC3" "YOR167C" "RPS28A" "B" 0.00165 -0.0986361817951762 0.1684
"1866" "YEL017W" "GTT3" "YEL017W" "GTT3" "D" NA NA NA
"1869" "YEL018W" "EAF5" "YOR128C" "ADE2" "C" 0.02323 NA NA
"1882" "YEL041W" "YEF1" "YJR049C" "UTR1" "D" 0.02967 0.0882308645493728 0.351
"1889" "YEL043W" "" "YOR164C" "GET4" "C" 0.09311 0.161263955158582 0.1421
"1891" "YEL048C" "TCA17" "YGR040W" "KSS1" "D" NA -0.132590688276357 0.3551
"1897" "YEL053C" "MAK10" "YPR051W" "MAK3" "A" 0.56279 0.849379620638469 0.1577
"1901" "YEL062W" "NPR2" "YPL255W" "BBP1" "C" NA NA 0.1533
"1903" "YEL066W" "HPA3" "YEL066W" "HPA3" "D" NA NA NA
"1905" "YEL066W" "HPA3" "YML064C" "TEM1" "D" NA NA -0.0234
"1906" "YEL066W" "HPA3" "YNL189W" "SRP1" "C" -0.00058 NA 0.2057
"1919" "YER016W" "BIM1" "YGL061C" "DUO1" "C" 0.00668 NA NA
"1929" "YER021W" "RPN3" "YPR108W" "RPN7" "A" NA NA 0.6851
"1930" "YER022W" "SRB4" "YHR058C" "MED6" "A" 0.27131 NA NA
"1932" "YER022W" "SRB4" "YML007W" "YAP1" "C" -0.03935 NA NA
"1933" "YER022W" "SRB4" "YNL288W" "CAF40" "B" -0.08322 NA NA
"1936" "YER023W" "PRO3" "YPL169C" "MEX67" "C" NA NA 0.0926
"1942" "YER027C" "GAL83" "YGL115W" "SNF4" "A" 0.22387 -0.00396515792674139 0.1569
"1943" "YER038C" "KRE29" "YML023C" "NSE5" "A" 0.48011 NA 0.3808
"1944" "YER039C" "HVG1" "YGL070C" "RPB9" "C" -0.03974 NA NA
"1956" "YER059W" "PCL6" "YPL031C" "PHO85" "B" 0.07685 NA 0.35
"1961" "YER071C" "TDA2" "YLR200W" "YKE2" "B" 0.0084 NA NA
"1964" "YER081W" "SER3" "YER081W" "SER3" "D" NA NA NA
"1967" "YER081W" "SER3" "YPL233W" "NSL1" "C" -0.00928 NA 0.0688
"1973" "YER086W" "ILV1" "YER086W" "ILV1" "D" NA NA NA
"1981" "YER092W" "IES5" "YLR052W" "IES3" "A" 0.4856 NA NA
"1982" "YER092W" "IES5" "YLR423C" "ATG17" "B" 0.02998 NA NA
"1995" "YER095W" "RAD51" "YER095W" "RAD51" "A" NA NA NA
"1998" "YER095W" "RAD51" "YPL204W" "HRR25" "B" -0.01087 NA 0.0161
"1999" "YER096W" "SHC1" "YHR114W" "BZZ1" "D" 0.00025 0.0106011188675518 NA
"2000" "YER099C" "PRS2" "YKL181W" "PRS1" "D" NA NA 0.4961
"2001" "YER099C" "PRS2" "YOL061W" "PRS5" "D" 0.07498 NA 0.434
"2008" "YER107C" "GLE2" "YMR047C" "NUP116" "A" 0.07996 NA 0.4218
"2018" "YER118C" "SHO1" "YER118C" "SHO1" "A" NA NA NA
"2022" "YER125W" "RSP5" "YGR268C" "HUA1" "C" 0.0228 NA 0.0425
"2030" "YER125W" "RSP5" "YMR316W" "DIA1" "C" -0.00465 NA -0.1016
"2032" "YER125W" "RSP5" "YOR385W" "" "C" -0.01103 NA -0.0071
"2037" "YER127W" "LCP5" "YLR423C" "ATG17" "B" -0.02288 NA -0.0118
"2045" "YER128W" "VFA1" "YPR173C" "VPS4" "C" -0.00486 -0.0505338788075388 0.199
"2059" "YER143W" "DDI1" "YJR141W" "IPA1" "C" -0.02131 NA 0.0958
"2063" "YER144C" "UBP5" "YMR032W" "HOF1" "D" NA NA NA
"2073" "YER151C" "UBP3" "YNR051C" "BRE5" "D" 0.59511 0.678972581941054 0.3515
"2074" "YER157W" "COG3" "YGR120C" "COG2" "A" 0.43742 NA 0.5578
"2083" "YER179W" "DMC1" "YER179W" "DMC1" "D" NA NA NA
"2086" "YER180C" "ISC10" "YGL070C" "RPB9" "C" 0.03882 NA NA
"2094" "YFL010C" "WWM1" "YNL189W" "SRP1" "C" -0.01458 NA 0.2991
"2095" "YFL010C" "WWM1" "YPR054W" "SMK1" "C" -0.0345 0.141590835488147 0.053
"2104" "YFL018C" "LPD1" "YHR114W" "BZZ1" "C" 0.00395 NA 0.3974
"2105" "YFL023W" "BUD27" "YLR200W" "YKE2" "C" 0.02244 NA 0.2836
"2109" "YFL034C-B" "MOB2" "YIR016W" "" "D" -0.05044 NA NA
"2110" "YFL034C-B" "MOB2" "YKL002W" "DID4" "C" NA NA 0.1153
"2125" "YFL059W" "SNZ3" "YFL059W" "SNZ3" "D" NA NA NA
"2127" "YFL059W" "SNZ3" "YMR095C" "SNO1" "D" NA NA 0.2898
"2128" "YFL059W" "SNZ3" "YMR096W" "SNZ1" "D" NA NA 0.2803
"2130" "YFL059W" "SNZ3" "YNL189W" "SRP1" "C" NA NA 0.0948
"2131" "YFL059W" "SNZ3" "YNL333W" "SNZ2" "D" NA NA NA
"2132" "YFL059W" "SNZ3" "YNL334C" "SNO2" "D" NA NA NA
"2145" "YFR008W" "FAR7" "YMR052W" "FAR3" "A" 0.33641 0.590678992797616 0.458
"2146" "YFR008W" "FAR7" "YOL135C" "MED7" "B" -0.01843 NA 0.2929
"2148" "YFR008W" "FAR7" "YPR046W" "MCM16" "B" 0.01097 0.0314489537729872 NA
"2149" "YFR015C" "GSY1" "YFR015C" "GSY1" "D" NA NA NA
"2150" "YFR015C" "GSY1" "YJL137C" "GLG2" "D" -0.01465 -0.122946448857374 0.2884
"2151" "YFR015C" "GSY1" "YLR258W" "GSY2" "D" 0.02734 0.177010841147139 0.6464
"2154" "YFR017C" "IGD1" "YPR184W" "GDB1" "D" 0.06573 0.00191239546293523 NA
"2174" "YFR036W" "CDC26" "YJR091C" "JSN1" "C" -0.0047 NA NA
"2175" "YFR037C" "RSC8" "YML127W" "RSC9" "A" 0.30095 NA 0.3331
"2180" "YFR043C" "IRC6" "YPR029C" "APL4" "C" NA 0.408965102044645 0.1096
"2182" "YFR047C" "BNA6" "YFR047C" "BNA6" "D" NA NA NA
"2184" "YFR047C" "BNA6" "YNL189W" "SRP1" "C" -0.0332 NA 0.1404
"2185" "YFR049W" "YMR31" "YOR047C" "STD1" "C" -0.01288 -0.15784182367521 -0.3656
"2194" "YGL013C" "PDR1" "YGL013C" "PDR1" "A" NA NA NA
"2195" "YGL015C" "" "YLR319C" "BUD6" "C" -0.00098 0.130462334853929 NA
"2206" "YGL037C" "PNC1" "YGL037C" "PNC1" "D" NA NA NA
"2207" "YGL037C" "PNC1" "YNL189W" "SRP1" "C" -0.00113 NA 0.0935
"2209" "YGL040C" "HEM2" "YGL040C" "HEM2" "D" NA NA NA
"2210" "YGL040C" "HEM2" "YML064C" "TEM1" "D" NA NA 0.2978
"2211" "YGL040C" "HEM2" "YNL189W" "SRP1" "C" NA NA 0.2014
"2217" "YGL044C" "RNA15" "YMR270C" "RRN9" "B" 0.05844 NA 0.329
"2225" "YGL053W" "PRM8" "YOR059C" "LPL1" "D" -0.03048 -0.362138919103808 NA
"2234" "YGL061C" "DUO1" "YGR113W" "DAM1" "A" 0.22991 NA NA
"2236" "YGL061C" "DUO1" "YKR037C" "SPC34" "A" NA NA NA
"2242" "YGL079W" "KXD1" "YGR113W" "DAM1" "B" 0.02166 NA 0.1257
"2254" "YGL092W" "NUP145" "YKL057C" "NUP120" "A" -0.06935 NA 0.6101
"2266" "YGL112C" "TAF6" "YMR236W" "TAF9" "A" 0.41606 NA 0.516
"2268" "YGL112C" "TAF6" "YOR220W" "RCN2" "C" -8e-05 NA 0.0589
"2273" "YGL115W" "SNF4" "YGL208W" "SIP2" "A" -0.02268 -0.236097360555273 0.086
"2288" "YGL122C" "NAB2" "YGL122C" "NAB2" "D" NA NA NA
"2290" "YGL122C" "NAB2" "YIL092W" "" "D" 0.05554 NA NA
"2295" "YGL122C" "NAB2" "YNL016W" "PUB1" "D" -0.02345 NA 0.0903
"2296" "YGL122C" "NAB2" "YOL123W" "HRP1" "C" -0.03907 NA 0.2579
"2301" "YGL127C" "SOH1" "YLR423C" "ATG17" "B" 0.02411 NA 0.0456
"2302" "YGL127C" "SOH1" "YOL135C" "MED7" "A" 0.391 NA 0.3001
"2303" "YGL127C" "SOH1" "YOR047C" "STD1" "C" -0.00316 NA 0.1502
"2304" "YGL127C" "SOH1" "YOR128C" "ADE2" "C" 0.09794 NA 0.0166
"2305" "YGL127C" "SOH1" "YOR174W" "MED4" "A" 0.305 NA 0.1981
"2306" "YGL127C" "SOH1" "YPR168W" "NUT2" "A" 0.18779 NA 0.061
"2308" "YGL134W" "PCL10" "YPL031C" "PHO85" "B" 0.01238 NA 0.1927
"2311" "YGL145W" "TIP20" "YNL258C" "DSL1" "A" NA NA 0.4904
"2315" "YGL153W" "PEX14" "YIR034C" "LYS1" "C" NA -0.109265596033463 0.2337
"2322" "YGL153W" "PEX14" "YOR180C" "DCI1" "C" 0.03487 -0.0271594049827253 0.294
"2324" "YGL154C" "LYS5" "YGL254W" "FZF1" "D" NA 0.0109655313336537 0.3372
"2325" "YGL154C" "LYS5" "YOR128C" "ADE2" "D" NA NA 0.0628
"2328" "YGL156W" "AMS1" "YOL082W" "ATG19" "D" 0.0607 -0.2778770234142 0.6274
"2332" "YGL161C" "YIP5" "YGL198W" "YIP4" "D" 0.066 0.599665467114707 NA
"2340" "YGL166W" "CUP2" "YNL189W" "SRP1" "C" 0.04983 NA NA
"2343" "YGL170C" "SPO74" "YMR047C" "NUP116" "C" 0.00464 NA NA
"2344" "YGL172W" "NUP49" "YGR119C" "NUP57" "A" NA NA 0.6293
"2345" "YGL172W" "NUP49" "YNL041C" "COG6" "B" NA NA 0.3224
"2346" "YGL172W" "NUP49" "YNL086W" "SNN1" "B" NA NA NA
"2354" "YGL175C" "SAE2" "YNL189W" "SRP1" "C" 0.02429 NA 0.0372
"2360" "YGL181W" "GTS1" "YHR177W" "" "D" 0.02397 -0.0773630362011372 NA
"2361" "YGL181W" "GTS1" "YIL122W" "POG1" "D" -0.01821 NA NA
"2364" "YGL181W" "GTS1" "YPL013C" "MRPS16" "C" 0.04737 0.0518294869653681 0.1258
"2367" "YGL187C" "COX4" "YGL213C" "SKI8" "B" -0.02367 NA 0.146
"2369" "YGL189C" "RPS26A" "YHR114W" "BZZ1" "C" -0.00856 NA 0.1317
"2373" "YGL190C" "CDC55" "YLR373C" "VID22" "B" -0.03583 NA 0.4386
"2374" "YGL190C" "CDC55" "YML109W" "ZDS2" "A" 0.03351 NA 0.2364
"2379" "YGL198W" "YIP4" "YPL095C" "EEB1" "D" -0.00529 0.162957991245637 0.2053
"2406" "YGL220W" "BOL2" "YLR052W" "IES3" "C" 0.08503 NA NA
"2408" "YGL221C" "NIF3" "YML064C" "TEM1" "D" 0.01891 NA 0.234
"2409" "YGL221C" "NIF3" "YNL189W" "SRP1" "C" 0.05132 NA 0.4645
"2412" "YGL225W" "VRG4" "YHR114W" "BZZ1" "D" -0.03724 NA 0.0512
"2426" "YGL233W" "SEC15" "YLR166C" "SEC10" "A" 0.59432 NA 0.6327
"2427" "YGL237C" "HAP2" "YGR146C" "ECL1" "C" 0.04697 0.255591028600337 NA
"2429" "YGL237C" "HAP2" "YLR423C" "ATG17" "B" 0.01197 NA 0.2998
"2430" "YGL237C" "HAP2" "YOR047C" "STD1" "C" -0.01245 -0.144423752170355 0.1747
"2431" "YGL237C" "HAP2" "YOR358W" "HAP5" "A" 0.43781 0.509920903596122 0.5865
"2443" "YGL250W" "RMR1" "YMR068W" "AVO2" "C" -0.04531 0.233377295308579 0.4714
"2460" "YGR004W" "PEX31" "YPR028W" "YOP1" "D" 0.06623 -0.199604294346404 NA
"2463" "YGR010W" "NMA2" "YLR328W" "NMA1" "D" 0.02857 0.26052111225176 0.3089
"2465" "YGR010W" "NMA2" "YNL189W" "SRP1" "C" -0.04027 NA 0.297
"2466" "YGR013W" "SNU71" "YKL012W" "PRP40" "A" 0.24685 NA 0.581
"2476" "YGR020C" "VMA7" "YHR060W" "VMA22" "C" -0.00199 NA 0.4253
"2480" "YGR024C" "THG1" "YLR291C" "GCD7" "C" -0.04769 NA 0.3982
"2481" "YGR024C" "THG1" "YNL189W" "SRP1" "C" 0.04496 NA 0.2715
"2497" "YGR041W" "BUD9" "YGR041W" "BUD9" "D" NA NA NA
"2532" "YGR057C" "LST7" "YIL109C" "SEC24" "C" -0.02552 NA 0.0365
"2540" "YGR058W" "PEF1" "YGR058W" "PEF1" "D" NA NA NA
"2541" "YGR058W" "PEF1" "YGR136W" "LSB1" "D" 0.0292 0.202627154339585 NA
"2544" "YGR058W" "PEF1" "YOR097C" "" "D" 0.01294 0.0289469950672622 NA
"2550" "YGR071C" "ENV11" "YJL058C" "BIT61" "B" 0.0363 -0.073561711372134 0.4809
"2563" "YGR083C" "GCD2" "YLR291C" "GCD7" "A" 0.01666 NA 0.5723
"2564" "YGR086C" "PIL1" "YKL142W" "MRP8" "A" 0.008 0.20239165806116 0.5602
"2568" "YGR092W" "DBF2" "YIL106W" "MOB1" "D" 0.13823 NA 0.5601
"2569" "YGR097W" "ASK10" "YGR097W" "ASK10" "A" NA NA NA
"2577" "YGR101W" "PCP1" "YHL021C" "AIM17" "D" 0.01465 NA 0.1957
"2583" "YGR110W" "CLD1" "YHR114W" "BZZ1" "D" 0.03022 -0.324569240994381 0.0492
"2584" "YGR113W" "DAM1" "YIL144W" "NDC80" "B" 0.33349 NA 0.4266
"2586" "YGR113W" "DAM1" "YKR037C" "SPC34" "A" NA NA 0.3577
"2587" "YGR113W" "DAM1" "YLR423C" "ATG17" "B" 0.0093 NA 0.3425
"2588" "YGR113W" "DAM1" "YLR424W" "SPP382" "B" 0.07877 NA 0.3847
"2591" "YGR119C" "NUP57" "YJL041W" "NSP1" "A" 0.2348 NA 0.5481
"2593" "YGR119C" "NUP57" "YKL061W" "BLI1" "B" -0.0088 NA NA
"2595" "YGR119C" "NUP57" "YLR423C" "ATG17" "B" 0.00541 NA 0.2268
"2601" "YGR120C" "COG2" "YLR423C" "ATG17" "B" -0.05904 NA 0.295
"2602" "YGR120C" "COG2" "YMR025W" "CSI1" "B" -0.00071 NA NA
"2603" "YGR120C" "COG2" "YNL086W" "SNN1" "B" 0.02226 NA NA
"2607" "YGR120C" "COG2" "YPR105C" "COG4" "A" 0.2593 NA 0.491
"2610" "YGR121C" "MEP1" "YIR038C" "GTT1" "D" 0.09156 0.2456355657177 0.1422
"2611" "YGR122W" "" "YLR025W" "SNF7" "B" 0.24169 0.477387171989808 0.2318
"2625" "YGR136W" "LSB1" "YNL189W" "SRP1" "C" 0.04519 NA 0.1819
"2626" "YGR136W" "LSB1" "YOR181W" "LAS17" "C" -0.05439 NA 0.3569
"2637" "YGR144W" "THI4" "YGR144W" "THI4" "D" NA NA NA
"2640" "YGR144W" "THI4" "YNL189W" "SRP1" "C" 0.06317 NA 0.09
"2652" "YGR158C" "MTR3" "YLR345W" "" "C" 0.01541 NA -0.2924
"2658" "YGR163W" "GTR2" "YKR007W" "MEH1" "A" 0.31747 0.840367153696751 NA
"2677" "YGR172C" "YIP1" "YNL263C" "YIF1" "D" NA NA 0.5077
"2678" "YGR172C" "YIP1" "YPL095C" "EEB1" "D" 0.04331 NA 0.0157
"2683" "YGR178C" "PBP1" "YGR218W" "CRM1" "C" 0.09617 NA 0.6142
"2684" "YGR178C" "PBP1" "YHR121W" "LSM12" "D" 0.16278 0.428661894119424 0.2121
"2692" "YGR185C" "TYS1" "YPL013C" "MRPS16" "C" 0.00676 NA -0.0979
"2693" "YGR188C" "BUB1" "YOR026W" "BUB3" "A" 0.53186 NA 0.4603
"2694" "YGR192C" "TDH3" "YNL189W" "SRP1" "B" 0.00176 NA 0.2885
"2717" "YGR218W" "CRM1" "YKL143W" "LTV1" "B" NA NA 0.165
"2718" "YGR218W" "CRM1" "YML007W" "YAP1" "C" -0.01319 NA 0.4408
"2720" "YGR218W" "CRM1" "YMR124W" "EPO1" "C" 0.0305 NA 0.2354
"2721" "YGR218W" "CRM1" "YOL149W" "DCP1" "B" NA NA 0.1431
"2724" "YGR223C" "HSV2" "YOR089C" "VPS21" "D" 0.02218 -0.0874052962536919 0.518
"2750" "YGR239C" "PEX21" "YMR267W" "PPA2" "D" -0.05059 NA 0.0595
"2754" "YGR241C" "YAP1802" "YNL020C" "ARK1" "D" 0.07689 -0.0180385783776226 NA
"2757" "YGR247W" "CPD1" "YOR327C" "SNC2" "D" 0.04985 -0.0674075994140688 0.1325
"2771" "YGR267C" "FOL2" "YGR267C" "FOL2" "D" NA NA NA
"2775" "YGR267C" "FOL2" "YNL189W" "SRP1" "C" NA NA 0.4374
"2776" "YGR268C" "HUA1" "YGR268C" "HUA1" "D" NA NA NA
"2785" "YGR268C" "HUA1" "YOR124C" "UBP2" "C" -0.00609 0.0471510612915277 0.2293
"2796" "YHL002W" "HSE1" "YNR006W" "VPS27" "D" 0.15154 0.482728554574628 0.5531
"2798" "YHL003C" "LAG1" "YKL008C" "LAC1" "D" -0.0588 0.133669405714036 0.3535
"2799" "YHL003C" "LAG1" "YMR298W" "LIP1" "D" 0.10765 NA 0.1939
"2808" "YHL004W" "MRP4" "YLR423C" "ATG17" "B" NA NA 0.0688
"2816" "YHL004W" "MRP4" "YPL255W" "BBP1" "B" NA NA 0.2235
"2830" "YHL011C" "PRS3" "YKL181W" "PRS1" "D" NA NA 0.8075
"2832" "YHL018W" "" "YHL018W" "" "D" NA NA NA
"2836" "YHL018W" "" "YNL189W" "SRP1" "C" -0.01223 NA NA
"2840" "YHL019C" "APM2" "YKL135C" "APL2" "A" 0.02368 0.420826303676218 0.463
"2841" "YHL019C" "APM2" "YPR029C" "APL4" "A" 0.08568 0.564276484744267 0.2806
"2853" "YHR005C" "GPA1" "YOR212W" "STE4" "A" NA NA 0.7675
"2862" "YHR009C" "TDA3" "YOR359W" "VTS1" "D" -0.0363 -0.291046678028276 0.0939
"2869" "YHR025W" "THR1" "YHR025W" "THR1" "D" NA NA NA
"2870" "YHR025W" "THR1" "YML064C" "TEM1" "D" NA NA 0.2474
"2872" "YHR025W" "THR1" "YNL189W" "SRP1" "C" NA NA 0.3105
"2874" "YHR026W" "VMA16" "YJR091C" "JSN1" "C" NA NA 0.0999
"2893" "YHR060W" "VMA22" "YLR447C" "VMA6" "C" 0.30854 NA 0.2326
"2905" "YHR074W" "QNS1" "YHR074W" "QNS1" "D" NA NA NA
"2914" "YHR098C" "SFB3" "YJR048W" "CYC1" "C" 0.0945 NA -0.0336
"2916" "YHR102W" "KIC1" "YKL189W" "HYM1" "A" NA NA 0.2655
"2917" "YHR102W" "KIC1" "YOR353C" "SOG2" "A" NA NA 0.3467
"2920" "YHR107C" "CDC12" "YJR076C" "CDC11" "A" 0.23742 NA 0.557
"2923" "YHR111W" "UBA4" "YIL008W" "URM1" "D" 0.56073 NA 0.0724
"2930" "YHR113W" "APE4" "YHR113W" "APE4" "D" NA NA NA
"2935" "YHR113W" "APE4" "YML064C" "TEM1" "D" -0.06798 NA -0.0654
"2941" "YHR113W" "APE4" "YOL082W" "ATG19" "D" 0.03301 0.313687016541946 0.4325
"2944" "YHR114W" "BZZ1" "YIL132C" "CSM2" "D" 0.09001 -0.198955988531634 NA
"2945" "YHR114W" "BZZ1" "YJL180C" "ATP12" "D" -0.0441 NA 0.2209
"2946" "YHR114W" "BZZ1" "YJL203W" "PRP21" "C" -0.02053 NA NA
"2948" "YHR114W" "BZZ1" "YNL092W" "" "D" -0.02625 0.273295153836123 0.2024
"2950" "YHR114W" "BZZ1" "YOL018C" "TLG2" "C" -0.03322 -0.293859313704402 0.35
"2951" "YHR114W" "BZZ1" "YOR059C" "LPL1" "D" -0.02541 0.196815329403029 0.2178
"2960" "YHR128W" "FUR1" "YNR012W" "URK1" "D" 0.00724 NA 0.5161
"2963" "YHR129C" "ARP1" "YJR008W" "MHO1" "C" 0.00407 0.0683657604586526 -0.0162
"2965" "YHR129C" "ARP1" "YMR294W" "JNM1" "A" 0.65211 0.739119746510949 0.4965
"2968" "YHR130C" "" "YJR091C" "JSN1" "D" 0.01961 0.0269001057637455 NA
"2975" "YHR156C" "LIN1" "YJR010W" "MET3" "C" 0.03814 0.03139055492048 -0.0027
"2989" "YHR166C" "CDC23" "YLR451W" "LEU3" "C" 0.0213 NA 0.5664
"2990" "YHR166C" "CDC23" "YPL124W" "SPC29" "B" 0.14079 NA NA
"2995" "YHR169W" "DBP8" "YKL075C" "" "D" NA NA 0.403
"3002" "YHR171W" "ATG7" "YNR007C" "ATG3" "D" 0.09478 0.104906259038362 0.5981
"3008" "YHR185C" "PFS1" "YPL204W" "HRR25" "C" 0.03731 NA NA
"3013" "YHR197W" "RIX1" "YLR423C" "ATG17" "B" 0.0478 NA NA
"3016" "YHR216W" "IMD2" "YNL189W" "SRP1" "C" 0.02546 NA 0.1121
"3019" "YIL007C" "NAS2" "YOR117W" "RPT5" "C" 0.003 NA 0.3789
"3026" "YIL033C" "BCY1" "YJL164C" "TPK1" "A" 0.08612 NA NA
"3027" "YIL033C" "BCY1" "YKL166C" "TPK3" "A" -0.02691 NA -0.1196
"3029" "YIL033C" "BCY1" "YPL203W" "TPK2" "A" 0.00907 NA 0.7315
"3038" "YIL050W" "PCL7" "YLR190W" "MMR1" "C" 0.0042 0.0302243805913161 NA
"3039" "YIL050W" "PCL7" "YPL031C" "PHO85" "B" 0.03384 NA 0.3727
"3041" "YIL053W" "GPP1" "YPL201C" "YIG1" "D" 0.01732 0.0032362799560637 NA
"3044" "YIL062C" "ARC15" "YKL013C" "ARC19" "A" NA NA 0.6954
"3057" "YIL074C" "SER33" "YIL074C" "SER33" "D" NA NA NA
"3060" "YIL075C" "RPN2" "YLR421C" "RPN13" "A" NA NA 0.3759
"3076" "YIL103W" "DPH1" "YKL191W" "DPH2" "A" 0.22747 0.123099442824098 0.6383
"3081" "YIL104C" "SHQ1" "YNL124W" "NAF1" "D" -0.0096 NA 0.4573
"3087" "YIL105C" "SLM1" "YPL059W" "GRX5" "C" NA NA 0.1623
"3089" "YIL106W" "MOB1" "YNL161W" "CBK1" "D" NA NA 0.3482
"3105" "YIL132C" "CSM2" "YLR376C" "PSY3" "D" 0.08901 0.69474408730923 NA
"3107" "YIL144W" "NDC80" "YOL069W" "NUF2" "A" 0.06595 NA 0.4333
"3144" "YIR016W" "" "YNL161W" "CBK1" "D" NA NA NA
"3183" "YIR038C" "GTT1" "YIR038C" "GTT1" "D" NA NA NA
"3221" "YJL019W" "MPS3" "YMR001C" "CDC5" "D" NA NA 0.2279
"3247" "YJL036W" "SNX4" "YLR423C" "ATG17" "B" -0.00625 NA 0.607
"3254" "YJL039C" "NUP192" "YMR153W" "NUP53" "A" 0.21416 NA NA
"3255" "YJL041W" "NSP1" "YJL061W" "NUP82" "A" 0.03616 NA 0.4956
"3259" "YJL048C" "UBX6" "YKL130C" "SHE2" "C" 0.00034 -0.0708656420191149 NA
"3265" "YJL057C" "IKS1" "YMR153W" "NUP53" "C" 0.05088 -0.0560835847616982 NA
"3270" "YJL058C" "BIT61" "YLR295C" "ATP14" "B" 0.06051 NA NA
"3272" "YJL058C" "BIT61" "YML098W" "TAF13" "B" 0.02048 NA 0.1402
"3275" "YJL061W" "NUP82" "YLR423C" "ATG17" "B" 0.01519 NA 0.3218
"3276" "YJL061W" "NUP82" "YMR047C" "NUP116" "A" 0.0638 NA 0.4805
"3322" "YJL137C" "GLG2" "YLR258W" "GSY2" "D" -0.00969 -0.189169153871884 0.3973
"3346" "YJL184W" "GON7" "YOR117W" "RPT5" "B" 0.01518 NA 0.1342
"3348" "YJL185C" "ATG36" "YMR204C" "INP1" "D" 0.07753 0.369101789411578 NA
"3357" "YJL199C" "MBB1" "YJL199C" "MBB1" "D" NA NA NA
"3358" "YJL199C" "MBB1" "YLR291C" "GCD7" "C" 0.01065 NA NA
"3359" "YJL199C" "MBB1" "YML064C" "TEM1" "D" 0.07608 NA NA
"3360" "YJL199C" "MBB1" "YNL189W" "SRP1" "C" NA NA NA
"3363" "YJL218W" "" "YJL218W" "" "D" NA NA NA
"3366" "YJL218W" "" "YML064C" "TEM1" "D" -0.01604 NA 0.1183
"3367" "YJL218W" "" "YNL189W" "SRP1" "C" -0.01686 NA -0.0782
"3388" "YJR010W" "MET3" "YJR010W" "MET3" "D" NA NA NA
"3390" "YJR010W" "MET3" "YNL189W" "SRP1" "C" 0.02756 NA 0.1547
